MedianIncome,HouseAge,NoOfRooms,NoofBedrooms,price,property_type,high_value
3.9617,6,7,3,1.83,duplex,1
5.5351,4,9,3,4.29,house,1
5.2066,4,11,3,5.00001,house,1
3.0043,6,6,3,1.347,flat,0
3.1591,19,7,3,1.897,duplex,1
5.3623,15,8,3,2.013,duplex,1
4.4792,11,9,3,1.739,duplex,0
2.1071,15,7,3,0.938,flat,0
2.8125,18,5,3,1.438,duplex,0
1.9961,13,5,3,0.978,flat,0
2.3712,14,6,2,1.279,flat,0
2.0714,19,5,3,0.858,flat,0
1.7847,23,5,3,1.095,flat,0
2.964,14,6,3,1.215,flat,0
3.6806,15,6,3,1.128,flat,0
2.4554,20,6,3,0.894,flat,0
3.069,20,6,3,0.87,flat,0
3.2371,21,6,3,0.945,flat,0
2.7083,18,5,3,0.912,flat,0
4.6406,19,7,2,1.189,flat,0
3.7175,17,7,3,1.2,flat,0
4.0433,13,7,3,1.323,flat,0
2.5898,35,5,3,0.763,flat,0
1.942,31,5,2,0.862,flat,0
1.3039,22,5,3,0.775,flat,0
1.4366,18,5,3,0.77,flat,0
1.8446,25,5,3,0.857,flat,0
2.2161,20,5,3,0.769,flat,0
2.2115,19,6,3,0.876,flat,0
2.4145,14,6,3,1.376,flat,0
1.8015,15,5,3,1.051,flat,0
1.7079,10,5,3,0.959,flat,0
1.9707,12,6,3,1.079,flat,0
2.1722,12,5,3,0.694,flat,0
2.1103,8,5,3,0.944,flat,0
1.9476,14,6,3,1.125,flat,0
2.2925,7,7,3,1.131,flat,0
2.8393,20,9,3,1.207,flat,0
2.683,15,7,3,1.393,flat,0
2.3,10,6,3,1.089,flat,0
2.1979,8,6,3,0.953,flat,0
1.8845,20,5,3,0.777,flat,0
2.0135,21,5,3,0.83,flat,0
2.535,24,6,3,0.748,flat,0
1.7303,24,5,3,0.74,flat,0
2.0577,12,7,3,0.567,flat,0
2.5612,5,6,3,1.308,flat,0
1.5982,20,7,3,1.4,flat,0
2.0154,23,6,3,0.817,flat,0
2.3169,13,6,3,1.234,flat,0
2.933,13,7,3,1.707,duplex,0
2.4167,25,5,2,1.049,flat,0
2.5357,33,6,3,0.944,flat,0
3.5255,21,6,3,1.321,flat,0
4.7356,22,7,3,1.959,duplex,1
2.3355,18,6,3,1.188,flat,0
3.1393,14,7,3,1.163,flat,0
2.4322,12,6,3,1.121,flat,0
2.7344,25,5,3,1.49,duplex,0
2.8783,5,6,3,1.052,flat,0
3.125,6,8,3,1.875,duplex,1
1.4063,22,5,3,0.819,flat,0
3.7083,26,9,3,1.475,duplex,0
2.3977,11,6,3,0.58,flat,0
1.4688,16,5,3,0.9,flat,0
1.6875,19,6,3,0.63,flat,0
1.3286,17,6,3,0.818,flat,0
3.0417,2,8,3,1.463,duplex,0
1.625,1,3,2,0.55,flat,0
2.7788,18,8,3,0.911,flat,0
3.4545,27,6,2,0.898,flat,0
1.9472,40,6,3,0.732,flat,0
3.0432,29,6,3,0.912,flat,0
1.424,29,5,3,0.732,flat,0
2.1581,33,5,2,0.683,flat,0
3.6339,30,7,3,0.986,flat,0
2.0549,13,6,3,0.956,flat,0
2.0976,29,5,3,0.726,flat,0
1.2188,37,5,3,0.55,flat,0
2.2321,34,5,3,0.718,flat,0
5.5,18,7,3,1.938,duplex,1
2.218,35,6,3,0.734,flat,0
1.4556,32,5,3,0.546,flat,0
2.7536,37,6,3,0.731,flat,0
2.6643,10,5,3,0.81,flat,0
3.3333,16,20,5,1.434,duplex,0
3.4167,35,9,3,1,flat,0
3.0625,25,13,4,1.505,duplex,0
3.5882,21,14,4,1.611,duplex,0
2.9141,11,10,4,2.143,duplex,1
3.8281,3,8,3,1.635,duplex,0
2.8071,14,7,3,1.375,flat,0
3.038,12,6,3,1.281,flat,0
2.355,13,7,3,1.229,flat,0
2.9167,8,7,3,1.153,flat,0
6.2702,10,7,3,3.455,house,1
3.0694,6,6,3,1.734,duplex,0
2.5625,26,5,3,1.031,flat,0
2.183,16,7,3,1.135,flat,0
1.9107,13,7,3,1.557,duplex,0
2.7219,15,7,3,0.744,flat,0
3.0208,12,7,3,0.663,flat,0
1.95,21,6,3,0.61,flat,0
2.8056,35,6,3,0.681,flat,0
1.1917,29,6,3,0.5,flat,0
3.5208,20,6,3,0.766,flat,0
1.6849,17,9,4,0.884,flat,0
1.7844,11,11,4,0.785,flat,0
3.3616,13,6,3,0.896,flat,0
1.4665,16,5,3,0.611,flat,0
2.625,18,6,3,0.682,flat,0
1.6983,10,5,3,0.666,flat,0
1.7388,12,6,3,0.66,flat,0
2.3382,11,6,3,0.894,flat,0
3.2578,18,6,3,0.852,flat,0
1.8,10,7,3,0.81,flat,0
4.0417,5,8,3,1.464,duplex,0
4.0729,16,6,3,1,flat,0
1.5227,22,6,3,0.71,flat,0
3.6875,17,11,3,1.304,flat,0
1.9167,16,7,3,0.704,flat,0
3.3897,18,9,3,2.302,duplex,1
2.9647,16,8,3,1.109,flat,0
5.7613,28,9,3,5.00001,house,1
2.5885,28,7,3,1.59,duplex,0
3.4886,13,7,3,1.125,flat,0
2.1042,16,25,8,0.875,flat,0
2.9569,27,7,3,0.659,flat,0
2.5212,21,6,3,1.452,duplex,0
1.5595,12,8,3,1.156,flat,0
2.6083,36,7,3,3.219,house,1
3.6667,15,15,4,0.9,flat,0
2.5399,26,5,3,0.948,flat,0
3.4394,12,10,4,1.622,duplex,0
2.1176,31,6,3,1.241,flat,0
3.1493,24,8,3,1.994,duplex,1
3.7396,13,13,4,1.489,duplex,0
2.2216,22,7,3,1.839,duplex,1
3.1364,25,8,3,3.016,house,1
2.25,20,7,3,2.481,house,1
3.9737,18,11,3,2.356,house,1
2.5489,18,12,4,2.205,duplex,1
4.6855,5,7,3,1.252,flat,0
1.7204,5,12,4,1.375,flat,0
2.6298,14,10,4,1.452,duplex,0
4.3111,3,8,3,1.425,duplex,0
3.9508,6,6,3,1.042,flat,0
2.4497,7,5,3,0.909,flat,0
2.1411,10,11,4,1.364,flat,0
3.5223,8,9,3,1.151,flat,0
4.9444,12,13,4,2.85,house,1
6.1437,17,10,3,2.321,house,1
3.0859,16,9,3,1.346,flat,0
7.6281,14,14,4,3.417,house,1
6.8729,8,15,4,2.592,house,1
3.6161,9,6,3,0.991,flat,0
3.3799,6,11,4,2.393,house,1
4.084,7,10,3,1.945,duplex,1
4.036,5,14,4,1.585,duplex,0
3.2846,19,8,3,1.319,flat,0
1.3801,25,5,3,0.55,flat,0
2.5477,33,5,3,0.83,flat,0
4.4107,26,7,3,1.225,flat,0
3.3162,27,6,3,1.136,flat,0
4.0079,10,8,3,1.345,flat,0
3.312,17,7,3,1.213,flat,0
3.5569,19,8,3,1.28,flat,0
4.5556,17,9,3,2.581,house,1
6.9833,10,11,3,2.388,house,1
3.0021,19,6,3,1.523,duplex,0
2.2439,18,8,3,0.975,flat,0
3.7727,24,11,3,5.00001,house,1
7.9885,5,13,5,4.033,house,1
3.3639,25,7,3,1.688,duplex,0
2.4659,17,10,4,1.778,duplex,0
2.2208,15,8,3,1.383,flat,0
7.8005,7,20,5,3.181,house,1
7.4382,11,11,3,3.531,house,1
5.6918,12,13,4,2.313,house,1
2.8882,10,8,3,1.375,flat,0
2.9187,15,7,3,0.934,flat,0
3.3333,11,7,3,0.918,flat,0
3.6354,7,7,3,0.98,flat,0
4.5938,8,7,3,1.026,flat,0
3.1086,10,8,3,1.058,flat,0
2.7667,5,5,3,0.929,flat,0
3.2833,9,10,4,1.247,flat,0
3.8125,9,8,4,0.967,flat,0
4.7195,6,7,3,1.993,duplex,1
3.1771,5,8,3,1.674,duplex,0
3.4583,24,6,3,0.675,flat,0
2.025,33,4,3,0.5,flat,0
3.775,25,6,3,0.934,flat,0
2.7598,10,5,3,0.95,flat,0
3.0682,14,6,3,1.041,flat,0
3.3107,26,6,3,0.694,flat,0
3.0673,22,5,2,0.682,flat,0
2.3169,28,4,3,0.689,flat,0
2.1217,38,6,3,0.685,flat,0
2.8648,29,5,2,0.721,flat,0
1.7083,19,5,3,0.822,flat,0
1.7172,28,4,3,0.588,flat,0
2.2989,26,5,3,0.606,flat,0
1.7805,32,5,3,0.769,flat,0
2.444,17,4,3,0.9,flat,0
2.9286,22,3,2,1.125,flat,0
2.0871,20,4,2,0.847,flat,0
1.6557,10,4,3,0.654,flat,0
2.5,23,5,3,0.963,flat,0
3.8846,19,6,3,1.009,flat,0
1.5809,34,4,3,1,flat,0
3.0114,16,8,3,3.667,house,1
10.2948,3,25,6,3.824,house,1
2.1287,13,4,3,0.586,flat,0
1.654,17,4,3,1,flat,0
1.7344,24,4,3,0.664,flat,0
2.0347,20,7,3,0.689,flat,0
2.2679,12,5,3,0.614,flat,0
2.5714,18,5,3,0.659,flat,0
1.9306,22,5,3,0.475,flat,0
1.7297,16,4,2,0.675,flat,0
2.2141,25,5,2,0.667,flat,0
2.375,17,5,2,1.55,duplex,0
2.5383,11,5,3,0.74,flat,0
2.425,16,6,3,0.761,flat,0
1.625,18,7,3,0.535,flat,0
1.2656,17,7,3,0.275,flat,0
3.1827,21,7,3,0.717,flat,0
3.2097,15,13,4,0.713,flat,0
1.6154,17,63,16,0.875,flat,0
2.9653,28,7,3,0.949,flat,0
1.6395,20,5,3,0.444,flat,0
1.6509,17,7,3,0.857,flat,0
3.1917,14,7,3,0.734,flat,0
1.925,20,6,3,0.655,flat,0
2.0833,27,6,3,0.45,flat,0
2.1782,34,5,3,0.584,flat,0
2.1759,16,5,3,0.615,flat,0
2.6797,16,5,2,0.865,flat,0
3.3438,29,6,2,0.74,flat,0
0.536,26,6,2,2.75,house,1
2.6768,25,5,3,0.824,flat,0
1.625,21,5,3,0.62,flat,0
3.9167,35,6,3,1.557,duplex,0
4.0972,38,6,2,1.637,duplex,0
3.7731,38,6,2,1.614,duplex,0
3.9271,43,6,2,1.471,duplex,0
3.5893,46,6,3,1.42,duplex,0
3.776,52,7,3,1.645,duplex,0
3.0208,42,6,2,1.488,duplex,0
3.4914,44,6,3,1.539,duplex,0
3.5313,48,6,2,1.479,duplex,0
3.8914,52,6,3,1.816,duplex,1
1.7765,40,4,3,1.098,flat,0
1.5922,44,4,3,1.151,flat,0
2.3266,43,5,3,1.375,flat,0
2.6976,52,5,3,1.093,flat,0
2.01,52,5,3,0.943,flat,0
1.6277,48,4,3,1.406,flat,0
1.4034,52,4,3,0.903,flat,0
1.6116,52,4,3,0.705,flat,0
1.0313,20,3,2,0.85,flat,0
1.4375,52,4,3,1.688,duplex,0
2.5821,20,4,3,1.25,flat,0
3.358,9,5,3,0.775,flat,0
1.245,42,4,3,1.375,flat,0
1.4301,47,4,3,1.417,duplex,0
1.625,52,4,3,1.875,duplex,1
1.7568,49,4,3,0.938,flat,0
2.1691,39,5,3,1.5,duplex,0
1.9034,48,4,3,1.239,flat,0
1.8512,38,4,3,1.141,flat,0
3.0217,52,5,3,2,duplex,1
1.2041,50,4,3,1.681,duplex,0
1.5872,52,4,3,1.575,duplex,0
3.2963,52,6,3,2.361,house,1
4.63,52,7,3,2.338,house,1
2.9191,52,5,3,1.118,flat,0
3.1583,52,6,3,1.4,flat,0
3.2386,52,6,2,2.132,duplex,1
3.1484,52,6,3,1.589,duplex,0
2.0549,52,5,3,1.567,duplex,0
3.1827,41,6,3,1.317,flat,0
3.7167,45,6,3,1.319,flat,0
2.8542,52,6,2,1.394,flat,0
2.5417,50,6,3,1.259,flat,0
3.0938,46,6,2,1.378,flat,0
5.1169,52,7,3,2.325,house,1
4.0417,52,7,3,1.738,duplex,0
2.6417,35,5,2,0.989,flat,0
2.7333,44,6,3,1.001,flat,0
1.4889,19,5,3,0.776,flat,0
3.3348,52,5,3,1.228,flat,0
2.625,51,6,3,1.212,flat,0
2.9821,46,5,2,0.97,flat,0
3.125,52,7,3,0.856,flat,0
2.2125,52,6,3,1.04,flat,0
1.7616,52,6,3,0.841,flat,0
1.2235,52,6,3,0.685,flat,0
1.1458,48,4,3,0.654,flat,0
1.8911,52,5,3,0.859,flat,0
2.0221,51,4,3,0.958,flat,0
1.7328,44,5,3,0.881,flat,0
2.0089,44,5,3,1.136,flat,0
2.7316,46,5,2,1.347,flat,0
1.78,38,4,3,1.143,flat,0
1.2813,42,4,3,0.875,flat,0
1.9013,35,4,3,0.869,flat,0
1.7155,51,5,3,1.088,flat,0
1.4712,41,4,3,0.946,flat,0
2.1719,44,5,3,0.875,flat,0
2.2031,36,5,3,0.938,flat,0
1.0114,45,5,3,0.8,flat,0
1.128,46,5,3,1.231,flat,0
1.0649,43,4,3,1.375,flat,0
2.8417,45,6,3,1.379,flat,0
2.7885,46,6,2,1.372,flat,0
3.0033,52,6,3,1.035,flat,0
3.3844,52,6,3,1.511,duplex,0
5.6402,52,7,3,2.098,duplex,1
3.6729,52,6,3,1.378,flat,0
2.5639,47,6,3,1.23,flat,0
8.338,52,9,2,4.058,house,1
5.0359,51,7,3,2.241,duplex,1
5.2362,49,7,2,2.368,house,1
3.7344,44,6,2,1.798,duplex,1
7.1035,52,8,3,2.287,duplex,1
4.3929,52,6,2,1.625,duplex,0
2.0833,50,5,3,0.943,flat,0
4.1467,52,6,3,1.75,duplex,0
4.8603,52,7,3,1.919,duplex,1
2.8542,52,5,3,1.25,flat,0
0.9948,48,4,3,0.654,flat,0
1.0208,29,5,3,0.558,flat,0
1.2679,47,6,3,0.567,flat,0
1.186,24,4,2,0.67,flat,0
2.0242,52,6,3,0.946,flat,0
2.7787,47,5,3,0.56,flat,0
1.4702,41,5,3,0.583,flat,0
1.8333,48,6,3,0.582,flat,0
2.0074,40,6,3,0.57,flat,0
3.0521,29,6,3,1.08,flat,0
2.9769,43,6,3,0.927,flat,0
3.15,44,6,3,1.015,flat,0
2.5694,44,6,3,0.924,flat,0
1.9485,48,5,3,0.866,flat,0
2.398,18,6,3,0.876,flat,0
2.925,29,6,3,0.943,flat,0
2.4618,42,6,3,1.013,flat,0
3.2404,39,6,3,0.936,flat,0
2.5389,47,6,3,0.757,flat,0
3.1944,35,7,3,0.79,flat,0
2.9737,37,5,2,0.721,flat,0
2.8298,37,6,3,0.712,flat,0
3.4083,36,6,2,0.718,flat,0
3.1208,36,6,3,0.827,flat,0
3.1667,36,6,2,0.819,flat,0
2.3272,37,5,3,0.806,flat,0
1.8689,25,5,3,0.668,flat,0
1.9423,21,5,3,0.878,flat,0
2.5574,32,6,3,0.726,flat,0
2.5898,43,6,3,0.721,flat,0
1.3927,30,5,3,0.783,flat,0
2.7697,38,6,3,0.766,flat,0
4.6923,39,6,3,1.92,duplex,1
3.5231,37,6,3,1.143,flat,0
4.25,34,7,2,1.919,duplex,1
5.3135,36,7,2,2.166,duplex,1
2.2574,37,5,3,0.591,flat,0
5.5208,33,7,3,1.713,duplex,0
6.6112,31,7,2,2.516,house,1
4.0972,30,6,3,1.814,duplex,1
2.3487,38,5,2,1.016,flat,0
3.125,40,6,3,1.306,flat,0
1.6932,37,5,3,0.784,flat,0
2.3542,43,5,2,1.039,flat,0
2.9911,36,6,3,0.964,flat,0
3.1014,37,5,3,0.968,flat,0
3.3906,42,6,3,1.242,flat,0
2.1975,41,6,3,0.735,flat,0
1.9837,37,5,3,0.623,flat,0
1.4138,36,5,3,0.525,flat,0
1.4625,43,6,3,0.544,flat,0
1.3646,44,5,3,0.654,flat,0
2.9219,18,6,3,1.529,duplex,0
3.319,32,6,2,0.845,flat,0
3.0313,30,7,3,0.879,flat,0
3.7414,29,7,3,0.985,flat,0
3.1768,30,6,3,0.795,flat,0
3.9792,34,6,3,1.648,duplex,0
4.2885,31,6,3,1.603,duplex,0
3.5737,30,6,3,1.712,duplex,0
3.0963,23,5,3,1.569,duplex,0
4.1,21,6,3,1.583,duplex,0
5.0371,25,7,3,1.802,duplex,1
6.5253,14,7,3,2.168,duplex,1
5.7621,9,7,2,2.046,duplex,1
4.2075,15,7,3,1.836,duplex,1
4.2216,17,6,3,2.179,duplex,1
6.4667,17,7,2,2.168,duplex,1
3.1607,20,6,3,1.789,duplex,0
4.8497,19,6,2,1.844,duplex,1
4.8811,5,6,3,2.122,duplex,1
3.6196,5,5,3,1.528,duplex,0
5.1442,6,7,3,1.745,duplex,0
3.1583,34,5,2,0.958,flat,0
2.5926,24,5,2,0.723,flat,0
1.3679,23,5,3,0.703,flat,0
2.6613,26,6,3,0.777,flat,0
2.7368,29,6,2,0.782,flat,0
3.3689,32,6,3,0.834,flat,0
1.5908,26,5,3,0.786,flat,0
2.735,26,6,3,0.746,flat,0
2.3233,17,5,3,0.788,flat,0
2.6382,25,7,3,0.762,flat,0
2.3496,26,6,3,0.68,flat,0
3.2702,24,5,2,0.673,flat,0
1.7891,38,6,3,0.605,flat,0
1.7714,38,6,3,0.699,flat,0
2.1679,34,5,3,0.754,flat,0
2.4741,34,6,3,0.87,flat,0
1.7692,39,6,3,0.639,flat,0
1.8007,37,5,3,0.654,flat,0
1.5292,36,5,3,0.557,flat,0
1.2575,26,4,3,0.668,flat,0
1.5735,18,4,3,1.1,flat,0
2.7101,25,5,3,0.995,flat,0
1.7188,17,5,3,1.375,flat,0
3.625,52,3,2,0.8,flat,0
1.8205,42,5,2,0.604,flat,0
1.6521,36,5,3,0.697,flat,0
2.2245,29,5,3,0.759,flat,0
2.6288,37,6,2,0.712,flat,0
2.5592,37,5,3,0.703,flat,0
2.1736,29,6,3,0.721,flat,0
1.68,32,5,3,0.841,flat,0
2.71,34,5,3,0.656,flat,0
2.214,27,5,3,0.824,flat,0
4.088,27,7,3,0.968,flat,0
1.4007,20,4,3,0.975,flat,0
2.8139,15,6,3,0.904,flat,0
3.025,24,6,3,0.879,flat,0
2.575,15,6,3,1.079,flat,0
3.5323,34,6,3,1.098,flat,0
3.3878,31,6,3,1.093,flat,0
2.9571,28,6,2,1.031,flat,0
3.0625,12,6,3,0.905,flat,0
2.7262,12,6,3,1.098,flat,0
3.5402,24,5,2,0.987,flat,0
3.5227,8,7,3,0.931,flat,0
3.363,17,6,3,1.03,flat,0
1.9657,13,5,3,1.16,flat,0
3.5968,12,6,3,1.063,flat,0
2.9647,11,6,2,1.089,flat,0
2.0062,19,6,3,0.92,flat,0
4.3644,19,6,3,1.374,flat,0
4.3288,23,7,2,1.337,flat,0
4.6944,26,6,2,1.309,flat,0
3.5278,25,6,3,1.262,flat,0
1.9044,18,4,3,1.543,duplex,0
5,26,7,3,1.425,duplex,0
1.9167,14,5,3,1.563,duplex,0
2.925,19,6,3,1.424,duplex,0
0.9274,38,5,2,0.675,flat,0
0.9204,43,5,3,0.821,flat,0
1.725,43,5,3,0.675,flat,0
2.8231,16,4,3,1.375,flat,0
5.1385,17,6,3,1.795,duplex,0
5.2449,22,6,3,3.87,house,1
8.4016,33,8,2,3.387,house,1
5.8416,25,8,3,2.976,house,1
3.2443,16,5,3,1.907,duplex,1
7.143,22,8,2,3.278,house,1
1.7451,23,4,3,0.896,flat,0
2.2452,35,7,3,1.028,flat,0
3.8672,36,6,2,1.114,flat,0
2.1694,33,5,3,0.957,flat,0
2.6442,34,4,2,0.55,flat,0
3.4784,36,5,2,1.055,flat,0
2.0471,16,5,3,1.042,flat,0
2.6485,18,5,3,1.145,flat,0
2.5245,17,5,3,0.991,flat,0
3.089,18,4,3,1.414,flat,0
2.9559,36,5,3,1.366,flat,0
2.5238,22,5,3,1.188,flat,0
4.1488,37,6,2,1.364,flat,0
3.0156,36,6,3,1.03,flat,0
2.2264,33,5,2,1.081,flat,0
2.8,34,5,2,1.136,flat,0
2.5363,25,5,3,1.246,flat,0
2.0432,18,5,3,1.568,duplex,0
3.2596,36,6,3,0.987,flat,0
2.8462,36,6,3,0.934,flat,0
6.3406,41,8,3,4.483,house,1
3.788,35,6,2,1.368,flat,0
5.8336,36,8,2,2.833,house,1
6.8469,36,9,3,4.464,house,1
3.6053,34,7,3,1.486,duplex,0
3.5179,36,7,3,2.078,duplex,1
7.3343,37,8,2,2.804,house,1
5.0497,38,7,3,1.917,duplex,1
4.5313,38,7,3,1.894,duplex,1
4.775,36,7,3,1.941,duplex,1
2.7788,27,6,3,1.157,flat,0
5.0997,27,8,3,1.701,duplex,0
4.4643,35,6,2,1.33,flat,0
3.875,36,6,2,1.336,flat,0
5.0492,35,7,3,1.441,duplex,0
5.3243,29,7,2,2.657,house,1
5.0508,32,8,3,2.257,duplex,1
8.4699,25,8,2,3.44,house,1
8.6572,20,9,3,3.202,house,1
7.8031,18,8,2,2.672,house,1
5.9174,23,8,3,2.259,duplex,1
8.05,22,8,3,3.8,house,1
5.5632,24,7,2,1.752,duplex,0
4.875,28,7,3,1.464,duplex,0
3.4299,28,6,2,1.64,duplex,0
2.5511,25,5,3,1.341,flat,0
3.8882,37,7,3,1.595,duplex,0
3.058,34,6,3,1.33,flat,0
4.7283,30,8,3,1.645,duplex,0
4.6111,36,6,2,1.393,flat,0
2.1472,19,5,3,1.434,duplex,0
2.6623,32,6,3,1.207,flat,0
4.8194,37,5,2,1.411,flat,0
4.6127,30,6,2,1.518,duplex,0
1.6678,27,5,3,1.661,duplex,0
2.2,34,4,3,1.165,flat,0
3.5625,41,6,2,1.153,flat,0
3.0139,43,6,3,1.156,flat,0
3.7569,42,5,2,1.271,flat,0
3.0833,39,6,3,1.141,flat,0
3.0086,27,6,3,1.269,flat,0
2.7813,30,5,3,1.189,flat,0
3.8068,34,8,3,1.504,duplex,0
2.4632,35,6,2,1.569,duplex,0
2.2844,27,5,3,1.705,duplex,0
1.8176,45,5,3,1.609,duplex,0
2.517,30,5,3,1.304,flat,0
1.8571,31,4,3,0.987,flat,0
2.2292,28,5,3,1.132,flat,0
1.9908,33,5,3,1.188,flat,0
2.5162,21,5,3,0.975,flat,0
2.0786,33,5,3,0.886,flat,0
2.1776,34,5,3,0.844,flat,0
1.3696,40,5,3,0.652,flat,0
2.0224,41,5,3,0.649,flat,0
2.6055,42,6,2,0.78,flat,0
1.6641,43,5,3,0.67,flat,0
1.9412,42,5,3,0.731,flat,0
2.0639,36,5,3,0.73,flat,0
1.8792,41,5,2,0.633,flat,0
2.3214,41,5,2,0.668,flat,0
1.9167,38,5,3,0.644,flat,0
1.8611,42,5,3,0.605,flat,0
1.6033,44,5,3,0.585,flat,0
2.098,21,6,3,0.498,flat,0
3.1696,18,6,3,0.774,flat,0
2.0417,34,5,2,0.659,flat,0
1.125,18,6,3,0.705,flat,0
1.0398,25,6,3,0.621,flat,0
3.8295,28,6,3,1.222,flat,0
1.3302,38,5,3,0.622,flat,0
1.3462,33,5,3,0.559,flat,0
1.6343,38,4,2,0.71,flat,0
1.9107,37,5,3,0.647,flat,0
1.4387,37,6,3,0.61,flat,0
2.6369,5,6,3,1.1,flat,0
3.2039,8,6,3,1.034,flat,0
3.8125,14,6,3,0.926,flat,0
1.867,23,5,3,0.606,flat,0
1.6607,20,5,2,0.67,flat,0
1.56,26,6,3,0.676,flat,0
1.4397,28,5,3,0.517,flat,0
2.5643,37,5,2,0.598,flat,0
1.4861,38,5,3,0.631,flat,0
1.0424,32,4,2,0.814,flat,0
2.4205,43,5,3,0.609,flat,0
1.9871,35,6,3,0.609,flat,0
1.0467,33,4,3,0.701,flat,0
4.6625,44,7,3,1.589,duplex,0
1.0685,46,4,3,0.7,flat,0
1.2917,43,4,2,0.663,flat,0
1.9688,29,5,3,1.356,flat,0
0.9379,34,5,3,0.675,flat,0
2.1889,29,5,3,0.693,flat,0
1.6563,31,4,2,0.658,flat,0
1.6331,35,5,3,0.675,flat,0
3.9615,17,6,3,3.313,house,1
3.6788,5,6,3,1.788,duplex,0
3.7449,6,6,3,1.293,flat,0
3.7188,8,6,3,1.345,flat,0
2.6745,5,5,3,2.25,duplex,1
3.1944,6,5,2,1.17,flat,0
3.9143,8,6,3,1.297,flat,0
3.4291,6,5,3,1.053,flat,0
3.8272,23,7,3,0.966,flat,0
2.3438,18,5,3,0.894,flat,0
2.1029,28,6,2,1.086,flat,0
8.0379,32,6,2,3.833,house,1
3.0903,10,6,3,0.919,flat,0
4.7396,25,6,2,1.355,flat,0
4.0227,26,6,3,0.998,flat,0
3.5129,25,6,2,1.012,flat,0
4.0625,10,6,3,0.962,flat,0
3.9853,24,7,3,0.904,flat,0
3.8611,32,6,2,0.939,flat,0
2.5,28,7,3,0.962,flat,0
2.0625,19,6,3,0.944,flat,0
3.725,32,7,3,1.122,flat,0
3.6429,28,6,3,1.052,flat,0
3.1942,24,6,3,0.949,flat,0
2.2243,32,6,3,0.892,flat,0
2.8333,35,6,3,1.03,flat,0
5.0155,19,6,3,0.973,flat,0
3.3125,11,6,3,0.968,flat,0
3.625,31,6,2,0.913,flat,0
2.7179,35,5,2,0.811,flat,0
3.9914,3,7,3,1.205,flat,0
2.5062,50,6,3,1.125,flat,0
3.0833,29,6,2,0.87,flat,0
3.3074,34,6,2,0.842,flat,0
4.0673,35,6,2,0.842,flat,0
3.1786,36,6,2,0.834,flat,0
3.2361,35,7,3,0.84,flat,0
2.6713,35,6,3,0.844,flat,0
4.0909,38,6,2,1.083,flat,0
2.7009,35,6,3,0.802,flat,0
3.5429,29,7,3,0.882,flat,0
2.5542,35,6,2,0.729,flat,0
2.4844,35,6,3,0.77,flat,0
1.7596,40,3,2,0.938,flat,0
2.2723,36,6,2,0.788,flat,0
2.555,36,6,3,0.727,flat,0
2.3958,37,7,3,0.784,flat,0
2.2788,38,5,3,0.734,flat,0
0.9338,35,6,3,1.125,flat,0
3.6484,18,7,3,0.95,flat,0
2.2402,25,6,2,0.895,flat,0
3.865,30,7,3,0.884,flat,0
3.4911,26,6,3,0.882,flat,0
3.7857,16,6,2,1.127,flat,0
3.7031,17,6,3,1.143,flat,0
4.3118,20,6,2,1.2,flat,0
3.5403,18,6,3,0.986,flat,0
4.5432,2,8,3,1.513,duplex,0
3.9318,7,6,3,1.33,flat,0
3.8355,15,7,3,1.07,flat,0
3.6989,13,5,2,0.933,flat,0
3.5802,5,6,3,1.296,flat,0
2.3683,17,5,3,0.825,flat,0
2.2339,5,5,3,1.166,flat,0
2.3844,9,5,3,0.86,flat,0
2.7955,22,6,3,0.965,flat,0
2.4574,17,5,3,1.033,flat,0
1.8972,17,5,3,1.005,flat,0
3.1858,34,7,3,1.095,flat,0
3.6937,33,7,3,0.993,flat,0
4.2743,28,7,2,1.24,flat,0
4.0352,34,6,2,1.185,flat,0
3.0417,35,5,2,1.207,flat,0
1.9805,16,4,3,0.929,flat,0
2.7011,8,5,3,1.307,flat,0
2.8092,17,5,3,1.375,flat,0
2.119,18,5,3,1.331,flat,0
2.5556,24,5,3,1.057,flat,0
3.6953,14,5,2,1.161,flat,0
3.6786,27,6,3,1.597,duplex,0
3.2243,20,5,3,1.079,flat,0
2.7797,15,6,3,1.055,flat,0
2.6266,23,5,3,1.985,duplex,1
4.6,27,7,2,1.99,duplex,1
2.8106,24,5,3,1.832,duplex,1
3.8068,12,5,3,1.61,duplex,0
2.4342,27,5,3,1.195,flat,0
3.7562,17,6,3,1.397,flat,0
4.0036,13,6,3,1.617,duplex,0
2.7181,23,5,3,1.568,duplex,0
2.2574,19,5,3,1.358,flat,0
2.4537,20,6,3,1.53,duplex,0
2.6023,22,5,3,1.422,duplex,0
2.0926,11,5,2,1.661,duplex,0
2.7079,21,5,3,1.48,duplex,0
3.9063,20,6,3,1.621,duplex,0
6.2817,25,7,2,2.882,house,1
3.3182,24,6,3,2.13,duplex,1
3.0972,31,6,3,1.5,duplex,0
3.0348,20,6,3,1.505,duplex,0
6.244,31,7,2,2.4,house,1
3.0864,29,7,3,1.779,duplex,0
2.6897,33,5,2,1.483,duplex,0
2.774,22,6,3,1.902,duplex,1
6.6238,17,7,2,3.267,house,1
4.0833,20,7,2,1.6,duplex,0
4.6302,19,7,3,1.954,duplex,1
3.6523,19,6,3,1.585,duplex,0
5.2081,27,6,2,1.364,flat,0
