BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PxHeight,PxWeight,PriceRange
1002,35,0.8,2,1726,19,1,1,1,1,0,0.5,83,0,16,5,0,4,1345,1416,Medium
1408,45,2.1,5,3952,3,1,0,0,1,1,0.9,89,0,8,6,10,14,613,1088,VeryHigh
1900,41,2,8,850,4,1,1,0,1,1,0.5,190,1,5,1,1,6,912,1596,Medium
726,43,2.9,8,1446,8,0,1,0,0,0,0.1,101,1,17,2,0,0,666,760,Low
1544,45,2.3,8,1300,18,0,1,1,0,0,0.1,113,1,8,7,12,20,236,857,Medium
1454,21,1.6,4,719,10,0,1,1,1,1,0.2,160,1,14,10,6,10,186,1100,Low
1230,26,2.2,5,988,9,1,0,0,1,1,0.8,123,1,11,5,6,7,416,676,Low
1552,53,1.2,8,2606,12,0,1,1,0,0,0.3,180,0,13,6,10,18,430,658,High
1519,32,2.1,1,2912,15,0,1,0,0,0,0.7,200,1,11,10,0,10,168,1239,High
723,30,1.9,1,2339,17,0,0,0,1,1,0.3,102,1,19,9,4,7,1467,1901,High
1191,13,2.4,1,1028,8,1,1,0,1,0,0.9,169,1,14,6,2,7,179,1813,Low
1168,61,1.3,8,3173,17,0,0,0,1,0,0.1,90,0,9,4,9,10,159,1578,VeryHigh
1229,14,0.5,2,1667,17,1,0,0,1,0,0.8,191,0,17,6,15,16,120,1878,Medium
1758,13,0.5,8,1897,15,0,1,1,0,1,0.6,190,0,6,2,11,14,762,1864,High
1290,3,0.5,6,1214,15,0,0,0,1,0,0.1,143,1,9,8,0,4,600,1109,Medium
574,38,2.8,6,3269,10,1,0,0,0,0,0.1,90,1,8,7,16,17,286,1171,High
1271,32,0.5,7,445,14,0,0,0,1,1,0.1,113,0,15,14,12,15,1350,1949,Low
1170,30,1.2,8,1073,8,0,1,0,0,1,0.4,83,1,6,4,4,15,27,1722,Low
1269,52,1.3,2,665,5,0,0,0,0,1,0.8,118,0,18,5,14,15,1597,1920,Medium
1288,50,2.8,2,3129,2,1,0,0,0,0,0.1,121,0,17,6,15,20,1177,1809,VeryHigh
1366,34,0.7,2,3501,3,1,1,1,0,1,0.1,150,0,13,11,0,9,402,964,VeryHigh
1572,8,0.8,5,3461,10,1,1,1,1,1,0.8,169,1,6,3,7,8,577,1237,VeryHigh
1627,32,0.9,6,3206,16,1,1,1,0,0,0.1,180,1,12,6,9,16,52,1082,VeryHigh
1701,46,0.5,2,3717,10,0,1,1,0,1,0.9,115,1,11,0,13,15,364,828,VeryHigh
1900,55,0.5,1,3917,18,1,1,1,1,1,0.9,171,0,15,5,0,1,934,1241,VeryHigh
1974,24,1,7,861,6,0,1,0,1,0,0.3,80,0,7,4,4,13,250,545,Low
1197,20,0.5,5,2885,14,1,1,0,1,1,0.1,129,1,19,7,9,10,214,1710,High
587,6,2.3,1,2777,14,1,1,0,0,1,0.7,170,1,9,2,4,16,612,1793,High
934,24,1.1,5,1017,9,0,0,0,1,0,0.8,112,0,12,7,7,12,1111,1463,Low
1195,23,2,4,980,17,1,1,1,0,0,0.1,82,0,13,9,1,9,163,1100,Low
1853,23,1,1,2775,17,0,1,0,0,1,0.4,92,0,14,4,2,15,202,1951,VeryHigh
1164,19,1,8,3309,3,0,1,1,1,0,0.9,95,0,15,3,4,18,729,1704,VeryHigh
1512,18,0.5,3,3607,6,0,1,1,1,1,0.1,88,1,12,10,8,17,1079,1897,VeryHigh
1232,24,2.9,5,1257,16,1,1,1,0,0,0.3,169,0,16,10,1,17,361,809,Low
1813,5,0.6,3,759,14,1,1,1,0,1,0.2,198,1,9,3,0,8,338,1306,Low
946,5,2.6,3,3720,4,1,0,0,0,1,0.1,166,1,15,7,17,20,1698,1771,VeryHigh
739,58,2.3,3,475,6,1,1,1,1,1,0.1,88,0,7,6,2,4,1052,1536,Low
704,29,2.7,1,1122,10,0,1,1,1,1,0.2,80,1,9,3,8,10,1108,1509,Low
1663,40,0.5,4,1336,15,0,1,0,0,1,0.6,147,0,8,5,0,15,951,1545,Medium
1966,40,1.4,8,1185,20,1,0,0,0,1,0.9,185,1,11,2,2,18,1197,1987,High
1219,17,1,5,705,6,1,0,0,1,0,0.7,196,1,11,3,0,4,473,1022,Low
612,35,0.7,5,3169,6,0,0,0,0,1,0.6,181,0,14,9,6,12,1294,1337,High
1658,39,1.4,1,3483,15,0,1,1,1,1,0.7,182,0,10,1,0,5,410,522,VeryHigh
1263,64,0.5,5,1183,17,0,0,0,1,0,0.3,175,0,14,3,12,18,178,1883,Medium
1395,55,2.8,3,3373,16,0,1,1,0,1,0.6,118,1,11,2,0,1,782,1787,VeryHigh
621,54,2.7,4,2801,5,1,1,0,1,1,0.1,151,1,6,1,0,20,434,910,High
652,58,0.5,3,565,9,1,0,0,1,0,0.6,142,0,18,12,1,2,464,781,Low
1175,25,0.6,2,3153,12,0,1,0,0,0,0.1,145,0,9,4,10,12,137,1501,High
561,11,1,8,3421,5,0,1,0,1,1,0.1,163,1,16,2,0,10,492,1176,High
1137,3,2.2,5,316,17,0,1,1,0,0,0.9,173,0,15,14,6,7,1250,1285,Low
1835,11,2.3,7,448,14,0,1,1,0,1,0.1,193,0,18,17,4,13,385,583,Low
1170,40,2.9,6,2366,2,1,1,0,1,0,0.4,169,1,16,8,2,5,427,684,Medium
1595,44,0.8,4,3881,9,1,1,1,1,1,0.7,85,0,14,10,0,20,1024,1838,VeryHigh
1719,12,2,8,462,5,0,0,0,0,1,0.3,122,0,6,3,0,7,240,904,Low
1770,7,2.3,7,1480,17,1,1,0,0,0,0.8,128,0,6,1,0,6,886,1552,Medium
1312,28,0.5,2,1087,14,1,1,1,0,0,0.8,163,0,17,16,0,0,1233,1854,Medium
1878,56,1.5,5,2711,3,1,1,1,1,0,0.3,139,1,8,2,5,13,183,559,High
1871,20,2,7,2144,12,0,1,1,1,1,0.1,81,1,13,12,7,14,88,1682,High
922,35,1.5,7,1165,4,1,1,1,1,0,0.9,188,1,19,6,1,15,1016,1383,Low
1975,16,1.5,8,2998,13,0,1,1,0,1,0.9,128,1,5,4,6,11,80,655,High
1212,46,2.6,4,2249,4,0,1,1,1,0,0.3,102,1,14,3,1,8,611,1715,High
1430,56,0.9,3,752,17,0,0,0,1,1,0.1,179,0,17,8,3,5,569,906,Low
1958,4,1.9,2,1409,3,1,0,0,0,1,0.2,190,0,16,5,0,3,304,637,Medium
1836,30,2.1,7,3072,5,1,1,1,0,1,0.2,184,1,7,3,0,15,276,1230,VeryHigh
557,24,1.6,3,1305,3,0,1,0,1,1,0.5,125,0,12,8,0,0,1131,1315,Low
539,21,0.6,7,3597,9,1,0,0,0,1,0.1,145,0,14,5,9,14,551,599,High
880,44,0.5,8,3132,6,1,0,0,1,0,0.5,172,1,8,7,1,15,436,1302,High
1369,34,1.8,1,3856,18,1,0,0,1,1,0.5,162,1,18,4,6,7,553,727,VeryHigh
1109,39,2.7,1,1524,7,1,1,0,1,1,0.4,98,1,15,10,1,9,1391,1787,Medium
843,16,1.8,5,3673,20,1,1,0,1,0,0.1,166,0,12,1,0,6,981,1096,VeryHigh
598,21,2.3,2,3293,7,1,1,0,1,0,0.7,196,0,8,4,7,10,680,1173,High
972,5,2.7,4,3035,19,1,1,0,1,1,1,126,0,12,7,1,2,687,816,High
1944,36,0.5,6,584,13,0,1,1,0,1,0.1,197,1,17,14,5,18,1060,1970,Medium
1225,2,0.7,7,2675,15,1,1,1,0,0,0.6,138,1,12,11,0,1,217,1101,High
644,30,1.3,1,2382,19,1,1,1,1,1,0.5,114,0,9,0,7,16,1140,1654,High
1919,48,1.5,4,1391,12,0,1,1,1,0,0.8,150,0,19,13,5,6,304,1191,Medium
501,54,2.3,4,2346,2,0,1,1,1,0,0.3,131,0,13,12,12,19,504,1089,Medium
1620,30,2.2,3,606,18,1,1,1,0,1,0.2,185,0,6,0,0,3,832,1033,Low
1227,34,1.1,3,1324,12,1,0,0,1,1,0.2,130,1,7,3,0,3,935,1781,Medium
1359,58,0.5,6,1076,4,1,1,1,1,1,0.5,107,1,16,8,1,3,446,901,Low
1914,35,0.7,8,643,8,0,1,0,1,0,0.6,118,0,17,1,1,2,942,1701,Medium
1645,21,1.8,7,783,20,0,1,0,0,1,0.7,123,0,10,8,1,2,897,1308,Low
1063,26,1.1,5,3809,5,0,1,1,1,1,0.8,101,0,17,16,0,2,1208,1232,VeryHigh
946,19,2.1,8,2104,16,0,1,1,0,0,0.2,154,1,7,4,0,0,159,630,Medium
1231,54,1.2,3,1762,6,1,1,0,0,0,0.8,185,1,5,3,5,10,632,1184,Medium
1397,9,2.9,6,3137,11,1,1,0,1,0,0.5,87,1,12,1,13,18,1308,1991,VeryHigh
701,15,0.7,3,1756,17,0,1,0,1,1,0.5,160,1,6,3,7,11,1002,1256,Medium
570,9,0.5,7,3663,14,1,0,0,0,1,0.3,111,0,14,10,2,5,1331,1917,VeryHigh
1993,27,0.5,8,2437,9,0,1,1,0,1,0.3,147,0,14,0,10,11,150,510,High
955,43,0.5,5,1432,9,1,1,0,1,0,0.9,143,1,12,9,4,8,1248,1511,Medium
924,47,0.5,8,1620,12,1,1,1,0,0,0.3,167,0,17,15,0,6,108,1813,Medium
600,14,0.5,5,1655,9,0,0,0,0,0,0.8,112,0,18,0,0,2,320,747,Low
518,3,0.8,7,2832,8,1,1,0,1,0,0.1,178,0,5,0,0,1,437,1947,High
1063,31,2.5,6,961,5,0,1,1,0,1,0.9,95,1,16,6,0,10,295,935,Low
920,46,0.5,3,2608,2,0,0,0,1,1,0.8,149,0,6,0,2,3,1058,1421,High
1715,3,1.9,5,514,13,0,1,1,0,0,0.1,171,0,7,4,4,6,79,1652,Low
1841,14,1.3,8,2304,18,1,0,0,1,1,0.6,167,0,7,1,6,8,593,672,High
543,60,0.5,5,933,5,1,1,1,0,1,0.7,132,1,14,0,4,7,693,1031,Low
1762,25,2.7,1,1896,20,1,1,1,1,1,0.9,189,1,14,10,13,14,300,527,Medium
1112,53,0.5,4,3655,20,1,1,0,0,1,0.6,121,1,7,3,1,16,234,739,VeryHigh
709,35,2,1,1973,16,1,0,0,1,1,0.1,136,1,12,9,0,0,1545,1596,Medium
1315,64,2.6,7,3278,13,0,0,0,0,1,0.8,128,0,6,3,7,16,59,575,High
1762,15,2.5,8,2183,11,0,1,1,0,1,0.3,107,1,8,3,10,11,1103,1364,High
1462,25,1.7,7,824,13,1,1,0,1,1,0.2,182,0,15,5,1,18,91,1478,Low
571,35,1.6,7,2598,8,1,1,0,0,0,0.2,186,1,13,5,8,20,177,1282,Medium
666,54,0.5,3,1254,9,1,1,1,1,1,0.4,81,1,15,9,7,13,58,1353,Low
1994,7,1.5,8,3622,20,1,1,1,1,0,0.5,146,0,7,0,2,7,447,1435,VeryHigh
1583,14,2.1,7,1704,2,1,1,0,1,1,0.7,148,0,17,13,11,16,942,1651,High
1778,45,1.4,4,1624,9,1,1,1,0,0,1,132,1,15,13,3,17,88,516,Medium
1926,50,1.1,6,3809,17,0,1,1,0,1,0.2,179,1,17,12,13,17,371,1000,VeryHigh
966,50,0.6,4,2574,5,0,1,1,1,1,0.2,117,0,10,1,9,10,1446,1754,High
568,36,2,3,950,9,0,1,0,0,0,0.3,179,0,17,9,1,4,181,1703,Low
1897,21,3,8,273,3,0,1,1,1,0,0.5,192,1,17,6,1,2,1311,1935,Low
1695,46,0.5,3,446,15,1,1,1,1,0,0.7,200,1,16,13,6,9,1791,1898,Medium
1623,61,1.2,7,1510,17,0,1,1,0,1,0.9,120,1,12,10,6,12,1568,1832,High
914,26,0.5,4,1122,2,0,1,1,1,1,0.7,147,1,12,9,0,0,706,721,Low
1721,33,0.5,4,707,5,1,1,1,1,1,0.5,128,1,19,2,4,5,871,1048,Low
890,44,2.2,8,751,3,1,0,0,0,1,0.5,198,0,7,3,4,13,1074,1873,Low
600,48,0.5,3,3393,8,0,1,0,0,0,0.8,191,0,12,7,1,7,501,1465,High
1677,11,1.8,6,3771,12,1,1,0,0,0,0.7,124,0,15,6,4,8,271,1477,VeryHigh
723,3,0.5,4,1851,16,0,1,1,0,0,0.2,168,0,15,3,0,3,920,1748,Medium
638,27,1.7,4,2735,9,1,1,0,0,0,0.5,102,1,7,2,11,17,1171,1383,High
852,62,1,7,2253,7,1,1,1,0,0,0.7,104,1,17,4,4,13,293,1159,Medium
1979,32,1.6,7,452,14,1,0,0,0,1,0.2,165,1,13,6,0,1,833,1630,Low
710,32,0.5,5,1419,18,0,0,0,0,1,0.8,151,1,12,11,6,9,485,857,Low
1034,45,2.6,3,969,7,1,1,1,0,0,0.3,190,0,15,1,2,4,182,1293,Low
600,22,2.5,1,3441,5,1,1,1,0,0,0.1,145,0,19,1,8,11,207,1162,High
1027,64,0.5,2,3786,12,0,1,1,0,0,0.9,103,0,17,12,2,7,1698,1747,VeryHigh
1260,13,0.6,6,2710,8,0,1,1,0,0,1,106,1,13,1,5,6,165,736,High
1793,12,1.8,6,3533,15,1,1,0,1,0,0.5,169,1,16,14,10,17,1086,1418,VeryHigh
675,60,2.3,5,1735,13,0,1,0,1,0,0.9,144,0,7,0,10,15,192,757,Low
658,12,2.7,7,3587,20,0,1,1,0,1,0.9,103,0,14,11,0,3,1156,1750,VeryHigh
1694,34,0.6,7,2298,2,0,1,1,0,1,0.3,102,1,17,5,0,7,377,549,High
804,41,0.8,1,2027,11,1,1,1,0,1,0.9,89,0,11,5,12,13,709,818,Medium
1713,27,2.5,7,2406,20,1,1,0,1,0,0.9,127,0,13,10,1,3,729,974,High
706,31,0.5,3,2419,4,0,1,1,1,0,0.1,108,0,8,7,13,19,543,938,Medium
1362,25,0.5,7,995,18,0,0,0,1,0,0.8,131,1,7,6,3,9,553,1505,Low
1527,60,2.7,5,2078,11,0,1,1,1,0,0.1,154,1,5,3,10,14,526,1116,High
768,19,0.5,2,1145,7,1,0,0,1,0,0.9,159,0,19,1,0,1,637,991,Low
1314,41,2.9,4,626,4,1,1,1,1,0,0.1,155,1,10,4,8,12,113,577,Low
705,57,0.5,6,1509,18,0,1,1,1,1,0.9,155,1,15,11,5,9,1114,1374,Medium
1403,26,2.7,5,3371,9,0,1,1,1,0,0.1,164,0,13,9,2,3,461,1251,VeryHigh
1486,52,2.6,4,297,15,0,0,0,0,0,0.1,85,1,13,1,7,15,1430,1747,Low
781,38,1.1,5,3508,5,0,0,0,1,0,0.4,198,0,13,8,2,7,304,1674,VeryHigh
986,23,1.5,8,2385,19,0,1,1,0,1,0.8,183,0,16,9,1,3,471,800,Medium
1310,33,1.4,1,1301,19,0,0,0,1,0,0.4,105,0,13,12,0,14,806,1016,Medium
560,57,2,3,2167,7,1,1,1,1,1,0.3,81,0,11,10,6,12,80,1327,Medium
1348,43,1.3,5,3914,8,0,1,0,1,0,0.4,116,0,10,3,0,6,204,501,VeryHigh
1567,22,0.5,6,2312,18,1,1,0,0,0,0.5,119,0,9,1,3,6,545,1621,High
1940,17,0.9,5,2297,8,1,0,0,0,1,0.7,93,1,14,6,4,7,112,858,High
1979,19,2.9,3,411,2,1,1,1,1,1,1,176,1,8,2,0,9,1331,1532,Low
561,2,2.1,3,665,4,1,1,1,0,1,0.1,193,1,10,0,7,13,1055,1294,Low
1717,62,1.3,1,3226,5,0,0,0,0,1,0.7,130,1,6,4,1,3,609,810,VeryHigh
535,48,1.5,1,740,18,0,1,1,0,0,0.7,113,1,11,10,1,4,290,811,Low
1413,39,0.5,5,3878,4,1,1,1,0,0,0.1,185,0,19,16,4,12,1039,1318,VeryHigh
1358,20,2.5,7,3406,11,1,0,0,1,0,0.6,135,0,5,1,0,0,1485,1655,VeryHigh
1519,30,2.9,7,2440,10,0,1,0,1,0,0.7,112,1,9,5,2,8,1122,1702,High
1254,50,1.2,5,3959,17,1,1,0,0,0,0.7,108,1,10,4,2,6,462,1013,VeryHigh
1591,49,2.2,6,3703,20,0,1,1,0,1,0.4,154,1,17,6,3,7,1384,1883,VeryHigh
977,35,2.8,2,3714,10,1,0,0,1,1,0.6,165,1,19,3,2,15,1502,1862,VeryHigh
1640,21,0.7,7,337,5,0,1,1,0,1,0.8,169,1,16,3,10,14,589,1301,Low
663,25,0.8,2,3176,2,1,1,0,1,0,0.6,183,0,6,2,0,1,82,1605,High
1744,20,1,8,1205,14,0,1,1,0,1,0.5,112,0,18,7,1,3,68,718,Medium
1624,28,1.6,2,2473,2,1,1,0,0,0,0.4,150,0,16,11,8,10,689,699,High
1108,2,1.3,7,1229,4,1,1,1,0,1,0.3,169,1,5,3,14,20,208,1742,Low
1188,9,1.4,2,2896,16,1,1,1,1,1,0.6,114,0,12,11,0,0,1339,1558,VeryHigh
817,11,1.3,3,2039,19,0,0,0,0,0,0.5,144,1,11,6,0,11,722,766,Medium
863,6,1.6,4,520,18,1,1,1,1,0,0.7,133,0,10,2,5,13,717,1799,Low
1397,3,2.4,3,1378,4,1,1,1,1,0,0.2,121,1,18,15,5,15,433,1658,Medium
1108,49,1,5,3254,16,0,1,0,0,0,0.7,140,0,12,0,3,12,1298,1666,VeryHigh
1068,37,2,7,1803,7,1,1,1,0,0,0.9,184,0,5,4,1,13,186,1998,Medium
1702,52,2.3,2,2501,4,0,1,1,0,1,0.5,145,0,16,12,12,15,1397,1491,VeryHigh
808,8,0.5,4,3762,12,1,1,0,1,0,0.1,192,0,15,9,0,1,618,1891,VeryHigh
1156,61,0.5,7,1796,13,0,0,0,1,0,0.1,89,1,16,6,6,9,1214,1262,Medium
1271,54,0.5,8,990,6,1,0,0,1,0,0.1,159,1,14,11,2,3,613,650,Low
696,51,0.5,3,2630,9,0,0,0,1,0,0.3,197,0,18,8,6,8,649,907,Medium
1981,45,1.9,6,1380,13,1,0,0,0,1,0.3,175,1,10,1,13,18,193,1234,Medium
614,58,1.7,7,3487,11,1,1,1,1,0,0.2,128,1,15,6,0,2,22,519,High
1590,7,0.6,3,1201,18,1,1,0,1,0,0.3,122,1,12,3,0,17,1464,1595,Medium
1945,21,1.6,3,3015,15,0,0,0,0,0,0.7,113,0,6,1,4,10,280,895,VeryHigh
1135,43,2.8,1,3204,6,1,1,0,0,1,0.4,158,0,18,13,9,11,690,1589,VeryHigh
1049,2,0.6,6,433,6,1,1,1,0,0,0.3,172,0,10,7,8,10,39,1564,Low
1807,49,2.1,1,1906,13,0,0,0,1,1,0.8,125,1,17,13,2,10,337,1384,High
984,42,0.5,7,898,13,0,1,1,0,1,0.8,98,1,16,8,13,17,1036,1611,Low
720,61,1.4,7,2799,15,1,1,1,1,1,0.6,96,0,5,3,0,8,1347,1733,VeryHigh
1536,13,0.8,7,2020,16,0,1,0,0,0,0.3,105,1,6,0,12,20,22,1634,High
771,25,0.5,4,770,20,0,0,0,0,1,1,86,1,12,1,3,6,327,922,Low
503,57,2.5,6,305,16,0,0,0,1,0,0.6,185,0,11,8,3,11,778,1291,Low
675,42,2.4,7,2953,13,0,1,0,0,0,0.6,187,1,9,5,1,2,482,874,High
1936,34,1.9,7,1671,9,1,1,1,1,1,0.2,182,0,6,1,13,14,591,1089,Medium
1303,15,1,3,2574,14,1,1,1,1,0,0.1,138,1,12,4,0,10,229,1604,High
1004,35,2.9,6,3772,18,1,0,0,1,1,0.2,141,1,17,8,0,9,901,1162,VeryHigh
1972,37,1.2,2,2870,17,1,0,0,0,0,0.7,102,0,16,0,0,1,715,1648,VeryHigh
1822,8,1.2,6,2577,8,0,1,0,0,0,0.2,195,1,9,5,0,0,172,910,High
1159,18,2.8,1,2246,3,0,1,1,0,1,0.5,83,1,8,1,5,7,681,723,Medium
1782,58,2.8,1,2405,16,1,1,1,1,1,0.8,157,0,15,0,6,13,867,999,High
894,16,2.1,8,3377,6,1,1,0,1,0,0.7,168,1,5,1,16,20,286,1300,High
1884,43,2.1,1,3619,7,1,1,1,1,0,0.8,185,1,14,8,7,18,451,819,VeryHigh
1648,17,0.5,2,1184,2,0,1,1,1,1,0.9,142,0,6,2,1,3,1119,1238,Medium
798,4,2.4,3,2965,14,0,1,0,0,0,0.2,96,1,15,7,5,9,526,643,High
802,45,2.4,3,3713,8,1,0,0,0,1,0.8,157,0,8,3,1,9,1299,1633,VeryHigh
1276,53,2.9,2,3798,8,1,1,0,1,1,0.3,130,1,19,10,2,3,217,735,VeryHigh
1331,16,1.6,2,1026,20,0,1,0,1,1,0.5,165,0,13,5,0,7,1109,1226,Medium
1620,5,2.6,6,1086,13,1,1,0,0,0,0.9,186,0,18,14,6,18,434,1339,Medium
1996,51,2.5,4,2236,12,0,1,1,1,0,0.4,122,0,8,7,5,9,671,1445,High
1092,45,2.7,1,1303,20,1,0,0,1,0,0.8,185,1,12,3,8,10,1404,1424,Medium
1018,63,0.7,5,3048,2,1,0,0,1,1,0.1,155,0,10,3,7,18,856,883,High
545,11,0.5,3,616,19,0,1,1,1,0,0.3,131,1,15,6,0,1,381,1452,Low
554,12,1.3,6,3764,4,0,0,0,1,1,0.1,105,1,10,7,0,10,85,806,High
1264,34,2.9,3,419,3,1,1,1,1,0,0.2,171,1,7,4,2,3,562,849,Low
1030,58,1.6,6,2858,18,1,1,1,1,0,0.2,138,1,6,2,3,20,1111,1812,VeryHigh
1432,39,1.7,4,504,10,1,1,1,0,1,0.3,164,1,14,4,6,18,209,947,Low
558,49,2.8,5,392,8,0,1,1,1,1,0.8,142,1,10,5,1,4,997,1605,Low
829,56,0.5,7,820,11,0,1,0,1,0,0.6,129,0,12,6,0,1,91,1916,Low
1741,14,1.8,8,3387,3,0,1,0,0,1,0.7,143,0,11,3,0,0,730,1895,VeryHigh
1849,15,2.3,5,3447,19,0,1,1,1,1,0.4,144,0,14,11,7,19,606,1123,VeryHigh
733,7,2.1,7,1403,2,0,1,1,0,0,0.2,174,1,15,8,5,10,445,1409,Low
1872,16,0.9,2,2295,16,1,0,0,1,1,0.5,80,0,15,11,0,2,286,1484,High
1853,27,0.5,6,1973,8,1,1,0,1,0,0.3,197,0,10,2,1,13,985,1005,High
1149,30,2.2,6,3755,8,0,1,0,0,1,0.2,106,0,17,14,4,5,1617,1675,VeryHigh
891,25,0.5,2,2073,10,1,1,1,1,0,0.3,196,0,7,1,9,19,375,1724,Medium
1911,64,2,8,3872,11,0,1,1,0,1,0.6,163,1,9,8,7,8,1795,1958,VeryHigh
550,23,0.5,2,302,8,0,1,1,0,1,0.1,145,0,18,5,16,17,486,1930,Low
576,27,0.8,2,1519,8,0,1,1,1,0,0.1,121,0,18,6,0,4,757,1518,Medium
1760,50,1.9,1,2549,4,0,1,1,0,0,0.8,198,1,10,8,1,2,273,1704,High
969,45,2.4,7,404,19,0,1,0,1,0,0.3,124,0,18,5,0,0,491,589,Low
1160,63,1.1,3,595,15,0,1,1,1,0,0.7,166,0,18,4,1,2,762,859,Low
827,18,1.1,2,1663,17,1,1,1,1,0,0.9,160,1,14,0,2,16,448,821,Low
1786,58,0.5,7,2764,7,0,1,1,1,0,0.7,161,1,9,3,9,10,231,1671,VeryHigh
774,8,0.6,1,2614,14,1,1,1,1,1,0.4,136,1,7,0,2,4,1713,1865,High
819,11,2.5,8,1094,15,1,1,1,0,1,0.2,83,0,10,5,0,1,438,822,Low
1042,11,2.2,5,2826,2,0,1,1,0,0,0.6,139,0,18,0,15,16,68,1018,High
1368,50,3,7,2496,5,1,0,0,1,0,0.2,97,1,13,6,10,18,698,829,High
1592,50,2.1,2,2103,7,0,1,1,0,0,0.1,181,0,19,8,6,17,510,522,Medium
1067,14,1.8,1,966,13,1,0,0,1,0,0.2,146,0,5,0,11,15,965,1009,Low
1892,47,0.7,4,2172,3,0,1,0,1,1,0.4,110,1,17,14,5,10,1399,1564,High
915,56,1.1,8,905,12,0,0,0,0,0,0.6,187,1,19,10,6,17,532,1448,Low
774,55,2.8,3,3916,12,0,1,1,0,1,0.9,124,1,8,1,7,18,8,896,VeryHigh
1848,42,1.4,2,3902,3,1,1,1,1,1,0.7,179,0,11,9,2,10,154,605,VeryHigh
1501,2,1.1,1,2487,16,0,1,1,1,0,0.2,187,1,13,12,12,15,198,1056,High
1614,55,1.9,3,3914,13,0,1,1,0,0,0.3,188,0,17,13,8,17,860,1330,VeryHigh
911,46,2.9,5,363,17,0,0,0,0,1,0.1,181,1,9,5,0,1,461,670,Low
1520,24,0.5,5,3233,4,0,1,1,1,0,0.7,199,0,13,3,1,8,109,1909,VeryHigh
1647,38,1.4,6,2532,15,1,1,1,1,0,0.3,102,0,16,14,3,15,193,1185,High
1347,53,0.9,6,3836,14,1,1,1,1,0,0.8,108,0,15,3,8,15,961,1008,VeryHigh
967,25,1.6,8,3076,18,0,0,0,1,1,0.6,92,1,7,4,4,9,243,1642,High
1442,56,2.2,5,1513,7,0,1,1,0,0,0.7,145,1,11,8,0,3,1626,1668,High
1204,10,2.6,7,1724,19,0,1,0,0,1,0.3,199,0,11,2,0,3,480,1482,Medium
1320,41,2.1,7,542,14,1,1,1,0,0,0.6,144,1,11,1,0,2,123,1229,Low
1800,8,0.7,7,3481,8,0,1,1,1,1,0.4,100,0,10,8,2,6,400,823,VeryHigh
1567,22,2.1,3,3991,10,1,1,0,0,0,0.8,153,0,15,2,3,19,190,1326,VeryHigh
1439,20,0.9,1,1790,15,0,1,1,1,0,0.8,147,0,19,12,12,17,626,932,Medium
1422,3,1,1,509,3,0,1,0,1,0,0.1,112,1,19,1,15,17,1,926,Low
1591,52,2.2,3,282,14,1,1,1,1,1,1,161,1,10,9,4,16,548,1641,Low
880,6,1.7,4,3006,3,0,1,0,0,0,0.6,198,0,6,4,2,19,632,660,High
1929,19,0.5,6,1913,6,1,1,1,0,1,1,163,1,12,7,0,2,349,1051,Medium
1642,5,1.6,5,1333,2,1,0,0,1,1,0.4,102,0,18,0,0,2,1686,1889,High
1511,21,2.5,3,3746,5,1,1,0,0,0,0.2,114,0,10,0,3,18,1455,1982,VeryHigh
1312,10,1.3,2,3941,13,0,1,1,1,0,0.6,163,1,6,2,5,9,95,893,VeryHigh
1852,10,1.4,1,3970,11,0,1,1,1,0,0.7,196,0,13,1,4,18,580,1163,VeryHigh
972,44,1.3,7,3925,7,0,0,0,0,1,0.7,82,1,7,6,8,10,297,589,VeryHigh
691,33,2.7,4,424,15,1,1,1,1,1,0.9,108,1,5,3,4,8,951,962,Low
807,8,0.5,5,1284,2,0,0,0,1,0,0.3,158,1,17,13,9,20,667,697,Low
1113,25,0.6,1,277,12,1,1,0,1,0,0.3,145,0,11,2,0,10,1047,1312,Low
721,16,1.3,1,1713,4,1,0,0,1,1,0.9,125,1,10,3,10,18,408,1862,Medium
1188,54,1.5,6,485,7,1,0,0,0,1,0.3,198,1,12,7,0,2,1150,1469,Low
1512,52,0.5,1,3002,7,0,0,0,1,1,0.1,131,0,6,5,1,14,333,952,High
805,64,0.7,4,418,17,0,0,0,1,1,0.1,97,1,11,6,0,14,641,704,Low
918,8,0.9,7,1652,14,1,1,0,0,0,0.1,123,1,17,4,1,5,653,671,Medium
1320,48,0.5,5,2893,9,1,0,0,1,0,0.2,168,0,8,5,7,16,103,1583,High
1236,57,0.9,1,1406,20,1,1,1,1,0,0.1,188,0,14,12,2,14,517,809,Low
1387,61,0.5,3,629,11,0,1,1,0,0,0.5,98,1,5,3,0,0,785,1151,Low
1883,30,2.7,2,3724,20,1,1,1,1,1,0.5,95,1,16,15,6,10,531,791,VeryHigh
839,14,2,7,3835,11,1,1,0,0,0,0.4,175,0,15,8,0,3,564,1391,VeryHigh
1593,52,1,8,1354,13,0,1,1,1,1,0.7,130,1,15,13,0,0,761,1336,Medium
1722,25,1,6,2376,19,0,0,0,1,1,0.8,88,0,5,1,7,19,1179,1638,VeryHigh
