Price,SpeedGHz,HDisk,RAM,Screen,Branded,Gaming,MultiCore
24990,100,527,8,14,yes,no,yes
20900,33,426,8,14,yes,no,yes
16900,33,214,4,14,no,no,yes
37990,66,527,8,17,no,no,no
21950,66,426,8,14,yes,no,yes
12900,25,107,2,15,no,no,yes
28440,66,528,16,14,yes,no,yes
22900,100,214,4,15,no,no,yes
16900,66,107,2,14,no,no,yes
18440,50,214,4,14,no,no,yes
15440,25,214,4,14,no,no,yes
20900,33,426,8,15,yes,no,yes
21950,50,420,8,15,yes,no,yes
17390,33,120,4,14,no,no,no
21440,100,107,2,14,no,no,yes
29990,100,527,16,15,yes,no,yes
20440,75,107,2,14,no,no,yes
28450,66,540,8,17,yes,no,yes
28440,100,426,8,14,yes,no,yes
25200,75,528,8,14,yes,no,yes
19950,33,424,8,14,yes,no,yes
18250,66,425,8,15,no,no,yes
29290,50,340,4,17,no,no,no
27440,50,528,16,14,yes,no,yes
33990,100,1000,16,15,yes,no,yes
16990,33,340,4,14,no,no,yes
17940,50,107,2,14,yes,yes,yes
17950,50,420,4,14,yes,no,yes
22440,100,107,2,14,no,no,yes
17900,50,214,4,14,no,no,yes
22940,100,107,2,14,yes,yes,yes
30490,100,527,16,15,yes,no,yes
15940,33,340,4,15,yes,no,yes
15900,50,107,2,14,no,no,yes
20290,33,340,8,14,yes,yes,yes
24990,100,340,8,15,yes,no,yes
14950,50,107,2,14,no,no,yes
20900,100,107,2,15,no,no,yes
17950,66,214,4,14,no,no,yes
33040,66,420,16,17,yes,no,yes
27990,50,340,8,15,yes,yes,yes
14900,33,107,2,15,no,no,yes
27950,75,528,16,14,yes,no,yes
32390,50,340,8,17,no,no,no
16900,33,340,4,14,yes,yes,yes
18990,33,340,8,14,yes,no,yes
23430,66,426,8,14,yes,yes,yes
17440,66,107,2,14,no,no,yes
19990,33,340,8,15,yes,no,yes
13590,25,120,4,14,no,no,no
36590,66,424,8,17,no,no,no
31290,100,527,16,15,yes,yes,yes
18890,33,120,4,15,no,no,no
23590,50,340,4,14,no,no,no
24190,33,212,4,17,no,no,no
22900,66,426,8,15,yes,no,yes
19990,33,340,8,14,yes,no,yes
18900,25,426,8,15,yes,no,yes
22900,100,214,4,14,no,no,yes
18490,33,212,4,14,no,no,no
18440,66,107,2,14,no,no,yes
24940,100,214,4,14,yes,yes,yes
19290,25,120,4,17,no,no,no
32490,100,527,16,17,yes,no,yes
14750,33,340,4,14,no,no,yes
12950,33,212,4,14,no,no,yes
12590,25,120,4,14,no,no,no
14440,25,107,2,14,no,no,yes
27990,66,527,16,15,yes,no,yes
17490,33,212,4,14,no,no,no
14990,33,170,4,14,yes,no,yes
23440,50,426,8,14,yes,no,yes
24950,66,540,8,15,yes,no,yes
25900,50,528,16,15,yes,no,yes
13440,25,107,2,14,no,no,yes
15950,66,107,2,14,no,no,yes
19200,25,528,8,14,yes,no,yes
34990,100,1000,16,15,yes,no,yes
25950,100,426,8,14,yes,no,yes
13990,33,170,4,14,yes,no,yes
21430,33,426,8,14,yes,yes,yes
13950,33,214,4,14,no,no,yes
15950,33,214,4,14,no,no,yes
16900,66,107,2,15,no,no,yes
17950,25,426,8,14,yes,no,yes
29440,75,528,16,14,yes,no,yes
18490,33,340,4,14,no,no,no
14690,33,340,4,14,no,no,yes
15940,33,212,4,14,yes,yes,yes
18650,33,425,8,15,yes,no,yes
13950,25,214,4,14,no,no,yes
12900,25,107,2,14,no,no,yes
26440,75,426,8,14,yes,no,yes
19990,66,340,8,15,yes,no,yes
23950,33,528,16,14,yes,no,yes
26450,66,424,8,17,yes,no,yes
33490,100,527,16,17,yes,no,yes
21200,33,528,8,14,yes,no,yes
19940,50,214,4,14,yes,yes,yes
30440,75,528,16,14,yes,no,yes
18900,66,214,4,15,no,no,yes
15950,33,214,4,14,no,no,yes
18900,66,214,4,14,no,no,yes
19440,75,107,2,14,no,no,yes
23190,33,340,4,14,no,no,no
19950,66,425,8,15,yes,no,yes
16890,25,212,4,14,no,no,no
26090,33,212,4,17,no,no,no
28190,50,340,8,15,no,no,no
11950,25,214,4,14,no,no,yes
20390,33,212,4,14,no,no,no
24250,50,212,8,17,yes,yes,yes
15440,33,107,2,14,no,no,yes
19900,50,420,4,14,yes,yes,yes
29950,100,528,16,14,yes,no,yes
23440,100,214,4,14,no,no,yes
34390,66,340,8,17,no,no,no
18950,100,340,4,14,no,no,yes
24440,66,426,8,14,yes,no,yes
31290,66,527,8,14,no,no,no
19990,33,212,4,15,no,no,no
22490,66,212,4,14,no,no,no
24900,33,528,16,14,yes,no,yes
28990,100,527,16,15,yes,no,yes
27440,50,420,8,17,yes,no,yes
21950,25,528,16,14,yes,no,yes
23440,66,426,8,14,yes,no,yes
22940,75,214,4,14,yes,yes,yes
20940,66,214,4,14,yes,yes,yes
14950,33,340,4,14,yes,no,yes
21900,50,426,8,15,yes,no,yes
33790,66,527,8,15,no,no,no
24690,33,340,4,15,no,no,no
16450,33,340,4,14,yes,no,yes
22440,75,214,4,14,no,no,yes
22900,66,426,8,14,yes,no,yes
20900,100,107,2,14,no,no,yes
23430,66,426,8,14,yes,yes,yes
16440,50,107,2,14,no,no,yes
22200,50,528,8,14,yes,no,yes
26900,100,426,8,15,yes,no,yes
18390,25,212,4,15,no,no,no
19900,100,340,4,15,no,no,yes
14900,33,107,2,14,no,no,yes
25440,33,528,16,14,yes,no,yes
25090,50,340,4,15,no,no,no
21440,75,214,4,14,no,no,yes
20950,50,426,8,14,yes,no,yes
16950,50,214,4,14,no,no,yes
31440,100,528,16,14,yes,no,yes
14900,25,214,4,15,no,no,yes
14990,33,170,4,15,yes,no,yes
20990,33,340,8,14,yes,no,yes
15950,66,340,4,14,no,no,yes
16440,25,214,4,14,no,no,yes
19950,33,426,8,14,yes,no,yes
27690,66,340,8,14,no,no,no
26690,50,340,8,14,no,no,no
27440,100,426,8,14,yes,no,yes
14900,25,214,4,14,no,no,yes
28890,33,340,4,17,no,no,no
19250,33,212,4,17,no,no,yes
24440,25,528,16,14,yes,no,yes
21950,66,426,8,14,yes,no,yes
27750,66,420,16,15,yes,no,yes
24990,66,528,16,15,yes,no,yes
21990,50,450,8,15,no,no,yes
13990,33,270,4,14,no,no,yes
22900,25,528,16,15,yes,no,yes
24900,75,426,8,15,yes,no,yes
28990,66,527,16,15,yes,no,yes
20900,75,214,4,15,no,no,yes
14990,50,340,4,14,no,no,yes
26950,66,528,8,15,yes,no,yes
16900,66,340,4,15,no,no,yes
23900,50,420,8,15,yes,yes,yes
23990,100,340,8,14,yes,no,yes
15900,50,107,2,15,no,no,yes
22440,33,426,8,14,yes,no,yes
27440,66,528,16,14,yes,no,yes
21900,50,426,8,14,yes,no,yes
20650,100,340,4,14,yes,no,yes
14950,33,212,4,14,no,no,yes
25290,100,340,8,14,yes,yes,yes
16900,33,214,4,15,no,no,yes
25690,50,340,8,14,no,no,no
32390,66,424,8,15,no,no,no
20440,66,214,4,14,no,no,yes
12990,33,340,4,14,no,no,yes
21990,50,425,8,15,yes,no,yes
14950,50,214,4,14,no,no,yes
27750,66,530,16,17,no,no,yes
24440,100,214,4,14,no,no,yes
18940,66,107,2,14,yes,yes,yes
28900,75,528,16,14,yes,no,yes
17950,66,340,8,14,no,no,yes
26440,50,528,16,14,yes,no,yes
17250,33,212,4,17,no,no,yes
17950,75,107,2,14,no,no,yes
32440,100,528,16,14,yes,no,yes
23950,75,426,8,14,yes,no,yes
22590,25,212,4,17,no,no,no
25990,66,450,8,15,yes,no,yes
16950,50,340,8,14,no,no,yes
30290,100,527,16,15,yes,yes,yes
16390,33,120,4,14,no,no,no
16940,25,214,4,14,yes,yes,yes
24990,66,528,8,15,yes,no,yes
15590,33,212,4,14,no,no,yes
25900,50,528,16,14,yes,no,yes
27200,100,528,8,14,yes,no,yes
15700,33,340,4,15,no,no,yes
27430,100,426,8,14,yes,yes,yes
21890,33,212,4,15,no,no,no
20900,75,214,4,14,no,no,yes
19440,25,426,8,14,yes,no,yes
15290,33,170,4,14,yes,yes,yes
24940,25,528,16,14,yes,yes,yes
24990,100,340,8,14,yes,no,yes
25950,66,530,16,15,yes,no,yes
15580,33,212,4,14,yes,yes,yes
13950,25,340,8,14,no,no,yes
16250,33,240,4,14,no,no,no
23090,33,120,4,17,no,no,no
16950,33,425,8,15,no,no,yes
18440,33,214,4,14,no,no,yes
24250,66,530,16,15,no,no,yes
25500,66,340,8,15,yes,yes,yes
19950,50,212,8,14,yes,yes,yes
17650,66,340,4,14,yes,no,yes
18900,75,107,2,15,no,no,yes
15950,33,340,8,14,no,no,yes
19950,100,107,2,14,no,no,yes
29490,100,527,16,15,yes,no,yes
14940,25,107,2,14,yes,yes,yes
24900,75,426,8,14,yes,no,yes
18940,50,420,4,15,yes,no,yes
24950,50,528,16,14,yes,no,yes
21490,66,212,4,14,no,no,no
22440,50,426,8,14,yes,no,yes
32290,66,527,8,14,no,no,no
24900,33,528,16,15,yes,no,yes
24250,100,425,8,15,yes,no,yes
18900,25,426,8,14,yes,no,yes
20440,25,426,8,14,yes,no,yes
22900,25,528,16,14,yes,no,yes
17900,50,214,4,15,no,no,yes
33970,66,450,16,15,yes,yes,yes
25950,66,528,16,14,yes,no,yes
22590,50,340,4,14,no,no,no
20750,66,425,8,15,yes,no,yes
11950,25,107,2,14,no,no,yes
29990,100,527,16,15,yes,no,yes
17950,25,426,8,14,yes,no,yes
15990,33,210,4,14,yes,no,yes
16440,25,214,4,14,no,no,yes
16390,33,120,4,14,no,no,no
26900,100,426,8,14,yes,no,yes
16440,50,107,2,14,no,no,yes
26940,75,426,8,14,yes,yes,yes
16900,66,107,2,15,no,no,yes
14650,66,210,4,14,no,no,yes
17900,50,214,4,14,no,no,yes
31290,66,527,8,14,no,no,no
16900,33,340,4,14,yes,yes,yes
21950,25,528,16,14,yes,no,yes
23440,66,426,8,14,yes,no,yes
19990,33,420,8,14,yes,no,yes
19950,33,340,8,15,yes,no,yes
22990,100,452,8,15,yes,no,yes
32440,100,528,16,14,yes,no,yes
22490,100,420,8,14,yes,no,yes
19950,33,540,8,14,yes,no,yes
24990,66,340,4,14,no,no,no
26250,66,530,8,17,yes,no,yes
20950,50,426,8,14,yes,no,yes
17950,75,107,2,14,no,no,yes
17990,66,212,4,14,no,no,yes
18440,66,107,2,14,no,no,yes
23650,66,540,8,15,yes,no,yes
16890,25,212,4,14,no,no,no
19950,66,340,8,14,yes,yes,yes
20440,75,107,2,14,no,no,yes
19990,33,212,4,15,no,no,no
17950,66,340,8,14,no,no,yes
23940,50,426,8,14,yes,yes,yes
12950,33,340,4,14,no,no,yes
26090,33,212,4,17,no,no,no
19440,66,214,4,14,no,no,yes
18900,25,426,8,15,yes,no,yes
24690,33,340,4,15,no,no,no
21440,75,214,4,14,no,no,yes
14950,50,107,2,14,no,no,yes
16440,33,107,2,14,no,no,yes
26690,50,340,8,14,no,no,no
18990,50,340,8,15,yes,no,yes
20900,33,528,8,14,yes,no,yes
18790,33,340,8,15,yes,no,yes
24290,100,420,8,15,yes,no,yes
16950,50,340,8,14,no,no,yes
29950,100,528,16,14,yes,no,yes
22650,100,340,8,15,no,no,yes
15590,33,212,4,14,no,no,yes
14950,33,340,4,14,yes,no,yes
15890,25,212,4,14,no,no,no
22590,50,340,4,14,no,no,no
22150,100,425,8,15,no,no,yes
17950,100,210,4,14,no,no,yes
18490,33,212,4,14,no,no,no
21900,50,426,8,14,yes,no,yes
17940,33,340,4,14,yes,yes,yes
16900,33,214,4,14,no,no,yes
18440,50,214,4,14,no,no,yes
20900,75,214,4,15,no,no,yes
23440,100,214,4,14,no,no,yes
12600,33,210,4,15,no,no,yes
21440,100,107,2,14,no,no,yes
21990,100,340,8,14,no,no,yes
20290,33,420,8,14,yes,yes,yes
25090,50,340,4,15,no,no,no
14900,25,214,4,15,no,no,yes
20650,66,540,8,15,no,no,yes
18990,33,420,8,14,yes,no,yes
14950,33,340,4,14,no,no,yes
18900,25,426,8,14,yes,no,yes
22150,66,425,8,15,yes,yes,yes
20900,100,107,2,14,no,no,yes
22990,100,425,8,14,no,no,yes
29040,66,340,8,17,yes,no,yes
24250,66,340,8,17,yes,yes,yes
19990,66,340,8,15,yes,no,yes
21150,66,340,8,15,yes,no,yes
27440,66,528,16,14,yes,no,yes
19990,33,420,8,15,yes,no,yes
17950,33,425,8,15,no,no,yes
22900,66,426,8,14,yes,no,yes
18900,66,214,4,15,no,no,yes
20900,75,214,4,14,no,no,yes
15500,66,210,4,15,no,no,yes
18900,75,107,2,15,no,no,yes
28940,100,426,8,14,yes,yes,yes
14900,33,107,2,14,no,no,yes
22440,50,426,8,14,yes,no,yes
25440,33,528,16,14,yes,no,yes
26950,66,528,8,15,yes,no,yes
19150,66,425,8,15,no,no,yes
28900,75,528,16,14,yes,no,yes
22440,75,214,4,14,no,no,yes
13990,33,210,4,14,yes,no,yes
23990,66,212,4,15,no,no,no
24440,25,528,16,14,yes,no,yes
37990,66,527,8,17,no,no,no
13950,33,107,2,14,no,no,yes
29440,75,528,16,14,yes,no,yes
14950,50,214,4,14,no,no,yes
31440,100,528,16,14,yes,no,yes
15950,66,107,2,14,no,no,yes
25900,50,528,16,14,yes,no,yes
26440,75,426,8,14,yes,no,yes
15900,50,107,2,14,no,no,yes
19450,66,340,8,15,no,no,yes
19950,33,426,8,14,yes,no,yes
15290,33,210,4,14,yes,yes,yes
24250,100,425,8,15,yes,yes,yes
23490,100,420,8,15,yes,no,yes
21440,33,426,8,14,yes,no,yes
29250,100,530,8,17,yes,no,yes
22490,66,212,4,14,no,no,no
20950,100,425,8,15,no,no,yes
20940,25,426,8,14,yes,yes,yes
23440,50,426,8,14,yes,no,yes
17440,33,214,4,14,no,no,yes
21950,100,214,4,14,no,no,yes
18900,66,214,4,14,no,no,yes
27940,50,528,16,14,yes,yes,yes
23090,33,120,4,17,no,no,no
18250,33,340,8,15,no,no,yes
28450,100,540,8,17,yes,no,yes
34990,100,1000,16,15,yes,no,yes
15150,33,210,4,14,yes,no,yes
25580,100,425,8,14,yes,yes,yes
26900,100,528,8,14,yes,no,yes
22440,100,107,2,14,no,no,yes
26940,33,528,16,14,yes,yes,yes
32390,50,340,8,17,no,no,no
18490,33,340,4,14,no,no,no
26440,33,528,16,14,yes,no,yes
21950,66,426,8,14,yes,no,yes
24190,33,212,4,17,no,no,no
25690,50,340,8,14,no,no,no
30190,66,340,8,15,no,no,no
31490,66,527,16,17,yes,no,yes
20900,33,426,8,14,yes,no,yes
25450,100,530,8,15,yes,yes,yes
13450,33,210,4,14,yes,no,yes
22590,25,212,4,17,no,no,no
25900,50,528,16,15,yes,no,yes
23450,33,425,8,17,yes,yes,yes
30490,100,527,16,15,yes,no,yes
27440,50,528,16,14,yes,no,yes
23950,33,528,16,14,yes,no,yes
23790,100,420,8,14,yes,yes,yes
26450,66,540,8,17,yes,no,yes
15940,33,340,4,15,yes,no,yes
24450,66,425,8,17,yes,yes,yes
20990,33,420,8,14,yes,no,yes
30900,100,528,16,14,yes,no,yes
25750,100,530,8,15,yes,no,yes
17390,33,120,4,14,no,no,no
20440,25,426,8,14,yes,no,yes
24250,33,540,8,17,yes,no,yes
22900,100,214,4,14,no,no,yes
18390,25,212,4,15,no,no,no
18900,25,528,8,14,yes,no,yes
12900,25,107,2,15,no,no,yes
22900,25,528,16,14,yes,no,yes
23990,100,420,8,14,yes,no,yes
25950,66,528,16,14,yes,no,yes
24940,25,528,16,14,yes,yes,yes
24350,100,340,8,15,yes,no,yes
28440,100,426,8,14,yes,no,yes
29890,66,424,8,14,no,no,no
25450,100,425,8,15,yes,yes,yes
23430,66,426,8,14,yes,yes,yes
12490,25,100,4,14,no,no,no
18900,75,107,2,14,no,no,yes
21790,66,425,8,14,no,no,yes
19390,33,212,4,14,no,no,no
23900,50,420,8,15,yes,yes,yes
15950,33,214,4,14,no,no,yes
29290,50,340,4,17,no,no,no
19450,33,540,8,15,no,no,yes
21750,33,340,8,17,no,no,yes
31290,100,527,16,15,yes,yes,yes
16250,33,240,4,14,no,no,no
23550,66,340,8,15,yes,no,yes
19250,33,340,4,17,no,no,yes
30900,100,528,16,15,yes,no,yes
22990,66,340,16,15,yes,no,yes
30990,100,527,16,15,yes,no,yes
24900,33,528,16,15,yes,no,yes
26150,100,530,8,15,yes,no,yes
21890,33,212,4,15,no,no,no
27430,100,426,8,14,yes,yes,yes
13990,33,210,4,14,no,no,yes
26990,100,450,8,15,yes,no,yes
15990,50,340,4,14,no,no,yes
21490,66,212,4,14,no,no,no
24990,100,420,8,14,yes,no,yes
24950,50,528,16,14,yes,no,yes
23430,66,426,8,14,yes,yes,yes
21900,50,426,8,15,yes,no,yes
18440,33,214,4,14,no,no,yes
26900,100,426,8,15,yes,no,yes
13440,25,107,2,14,no,no,yes
16950,50,214,4,14,no,no,yes
11750,33,210,4,14,no,no,yes
19950,75,214,4,14,no,no,yes
19440,75,107,2,14,no,no,yes
28490,66,527,16,15,yes,no,yes
25440,75,426,8,14,yes,no,yes
36590,66,424,8,17,no,no,no
17490,33,212,4,14,no,no,no
34390,66,340,8,17,no,no,no
19440,50,214,4,14,no,no,yes
19900,50,420,4,14,yes,yes,yes
33490,100,527,16,17,yes,no,yes
23950,75,426,8,14,yes,no,yes
24950,100,540,8,15,yes,no,yes
26150,100,340,8,17,no,no,yes
30890,66,424,8,14,no,no,no
32940,100,528,16,14,yes,yes,yes
21270,33,540,8,14,yes,yes,yes
14440,25,107,2,14,no,no,yes
22440,33,426,8,14,yes,no,yes
26440,50,528,16,14,yes,no,yes
23150,66,530,8,15,yes,no,yes
26650,100,540,8,15,yes,no,yes
32390,66,424,8,15,no,no,no
22750,66,530,8,15,yes,no,yes
24900,75,426,8,14,yes,no,yes
24270,66,540,8,15,yes,yes,yes
26900,66,528,16,14,yes,no,yes
15090,25,120,4,15,no,no,no
28990,66,527,16,15,yes,no,yes
21950,66,426,8,14,yes,no,yes
20440,66,214,4,14,no,no,yes
14900,33,107,2,15,no,no,yes
23440,25,528,16,14,yes,no,yes
28940,66,528,16,14,yes,yes,yes
28190,50,340,8,15,no,no,no
19440,25,426,8,14,yes,no,yes
30940,75,528,16,14,yes,yes,yes
20950,66,425,8,15,yes,yes,yes
19650,100,210,4,14,yes,no,yes
32990,66,1000,16,15,yes,no,yes
20900,100,107,2,15,no,no,yes
21900,50,528,8,14,yes,no,yes
13450,33,210,4,14,no,no,yes
33040,66,420,16,17,yes,no,yes
14990,33,210,4,14,yes,no,yes
17250,33,340,4,17,no,no,yes
22900,66,426,8,15,yes,no,yes
21150,33,530,8,15,yes,yes,yes
16900,33,214,4,15,no,no,yes
15950,33,214,4,14,no,no,yes
15950,33,340,8,14,no,no,yes
16750,33,425,8,15,no,no,yes
17440,66,107,2,14,no,no,yes
33790,66,527,8,15,no,no,no
27440,100,426,8,14,yes,no,yes
12590,25,120,4,14,no,no,no
24490,100,420,8,14,yes,no,yes
28890,33,340,4,17,no,no,no
17440,50,107,2,14,no,no,yes
16350,66,210,4,14,yes,no,yes
19290,25,120,4,17,no,no,no
26270,100,540,8,15,yes,yes,yes
27440,50,420,8,17,yes,no,yes
19990,50,340,4,14,yes,yes,yes
17950,66,425,8,15,no,no,yes
28190,66,212,4,17,no,no,no
28900,75,528,16,15,yes,no,yes
14990,33,210,4,15,yes,no,yes
22950,66,540,8,15,yes,no,yes
22900,66,528,8,14,yes,no,yes
26900,66,528,16,15,yes,no,yes
15950,66,214,4,14,no,no,yes
13590,25,120,4,14,no,no,no
24900,75,426,8,15,yes,no,yes
24900,75,528,8,14,yes,no,yes
19950,33,426,8,14,yes,no,yes
21150,33,425,8,15,yes,yes,yes
21240,33,240,4,14,yes,yes,no
17950,50,420,4,14,yes,no,yes
32290,66,527,8,14,no,no,no
27750,100,425,8,17,yes,yes,yes
13950,25,340,8,14,no,no,yes
18990,66,340,8,15,no,no,yes
14900,25,214,4,14,no,no,yes
27750,66,420,16,15,yes,no,yes
23590,50,340,4,14,no,no,no
15440,25,214,4,14,no,no,yes
27950,75,528,16,14,yes,no,yes
19950,33,425,8,15,yes,yes,yes
24940,66,426,8,14,yes,yes,yes
29700,66,420,16,15,yes,yes,yes
24440,100,214,4,14,no,no,yes
25290,100,420,8,14,yes,yes,yes
27690,66,340,8,14,no,no,no
15440,33,107,2,14,no,no,yes
19950,100,107,2,14,no,no,yes
25950,100,426,8,14,yes,no,yes
30440,75,528,16,14,yes,no,yes
13950,33,214,4,14,no,no,yes
24440,66,426,8,14,yes,no,yes
22940,33,426,8,14,yes,yes,yes
17950,66,214,4,14,no,no,yes
14300,33,210,4,15,no,no,yes
18890,33,120,4,15,no,no,no
22900,100,214,4,15,no,no,yes
22150,66,530,8,15,yes,yes,yes
27990,66,527,16,15,yes,no,yes
22950,66,340,8,17,no,no,yes
21950,50,420,8,15,yes,no,yes
15940,33,340,4,14,yes,yes,yes
12900,25,107,2,14,no,no,yes
23190,33,340,4,14,no,no,no
20390,33,212,4,14,no,no,no
13950,25,214,4,14,no,no,yes
29290,66,527,16,15,yes,yes,yes
16900,66,107,2,14,no,no,yes
15900,50,107,2,15,no,no,yes
28440,66,528,16,14,yes,no,yes
24900,33,528,16,14,yes,no,yes
11950,25,214,4,14,no,no,yes
28690,66,340,8,14,no,no,no
23850,100,540,8,15,no,no,yes
18800,100,210,4,15,no,no,yes
23490,100,420,8,14,yes,no,yes
25500,66,340,8,15,yes,yes,yes
14950,33,340,4,14,yes,yes,yes
17900,50,214,4,15,no,no,yes
20900,33,426,8,15,yes,no,yes
18940,50,420,4,15,yes,no,yes
21430,33,426,8,14,yes,yes,yes
22190,33,340,4,14,no,no,no
24990,75,340,16,15,yes,no,yes
19250,33,340,4,17,yes,yes,yes
22900,25,528,16,15,yes,no,yes
25990,100,527,8,15,yes,no,yes
21900,100,214,4,14,no,no,yes
13590,25,120,4,14,no,no,no
19990,33,527,4,14,yes,no,yes
17400,33,214,4,14,no,no,yes
24930,33,528,16,14,yes,yes,yes
21270,33,540,8,14,yes,yes,yes
25990,100,420,8,15,yes,no,yes
30950,66,1080,16,15,yes,no,yes
23490,100,420,8,15,yes,no,yes
13790,33,340,4,14,no,no,yes
27750,66,540,16,15,yes,yes,yes
27180,75,428,16,17,yes,no,yes
22430,66,426,8,14,yes,yes,yes
28540,100,528,16,14,yes,no,yes
20930,33,426,8,14,yes,yes,yes
16250,33,240,4,14,no,no,no
29430,100,528,16,14,yes,yes,yes
24990,100,450,8,15,yes,no,yes
23430,33,528,16,14,yes,yes,yes
16940,33,214,4,14,yes,yes,yes
16180,33,340,4,17,no,no,yes
23450,33,528,16,14,yes,no,yes
13990,33,210,4,14,yes,no,yes
27580,33,170,4,17,no,no,no
20440,33,426,8,14,yes,no,yes
20450,33,540,8,15,yes,no,yes
19950,66,540,8,15,no,no,yes
27950,33,1000,24,14,yes,no,yes
15990,50,340,4,14,no,no,yes
20990,66,420,8,15,yes,no,yes
21990,100,340,8,14,no,no,yes
26950,66,540,16,15,yes,no,yes
28180,100,428,16,17,yes,no,yes
23950,100,426,8,14,yes,no,yes
20650,33,540,8,15,yes,no,yes
17400,33,214,4,15,no,no,yes
20290,33,420,4,14,yes,yes,yes
20930,33,426,8,14,yes,yes,yes
32430,66,1000,24,14,yes,yes,yes
37450,66,2100,16,15,yes,no,yes
21890,50,212,4,14,no,no,no
23990,75,428,16,15,yes,no,yes
23380,33,170,4,15,no,no,no
27990,66,527,16,15,yes,no,yes
18950,50,420,4,14,yes,yes,yes
15540,33,214,4,14,no,no,yes
30950,66,1000,24,14,yes,no,yes
24990,66,340,4,14,no,no,no
20400,33,426,8,14,yes,no,yes
19950,33,540,8,14,yes,no,yes
29990,100,528,16,17,yes,no,yes
30930,33,1000,24,14,yes,yes,yes
35430,100,1000,24,14,yes,yes,yes
24540,100,426,8,14,yes,no,yes
18540,33,426,8,14,yes,no,yes
16900,33,340,4,17,no,no,yes
18650,66,425,8,15,no,no,yes
19950,66,340,8,14,yes,yes,yes
28540,33,1000,24,14,yes,no,yes
14940,25,214,4,14,yes,yes,yes
25900,66,528,16,14,yes,no,yes
18990,33,420,4,14,yes,no,yes
25430,100,426,8,14,yes,yes,yes
16450,33,214,4,14,no,no,yes
16890,33,212,4,14,no,no,no
34150,66,1080,16,17,yes,no,yes
16990,50,340,8,15,yes,no,yes
18900,33,528,8,14,yes,no,yes
27490,100,420,8,17,yes,no,yes
21850,33,425,8,15,yes,yes,yes
20180,50,340,8,17,yes,no,yes
29380,50,340,4,15,no,no,no
15990,33,210,4,14,yes,no,yes
22540,33,528,16,14,yes,no,yes
12990,33,210,4,14,no,no,yes
20400,33,528,8,14,yes,no,yes
24650,66,540,8,17,yes,no,yes
25580,25,212,4,17,no,no,no
15290,33,210,4,14,yes,yes,yes
21450,66,540,8,15,yes,no,yes
17950,66,214,4,14,no,no,yes
29450,33,1000,24,14,yes,no,yes
24400,33,528,16,15,yes,no,yes
23850,33,1080,8,15,no,no,yes
33580,50,340,4,17,no,no,no
19990,33,420,4,14,yes,no,yes
19450,33,426,8,14,yes,no,yes
25550,66,540,8,15,yes,yes,yes
15950,33,340,8,14,no,no,yes
30040,33,1000,24,14,yes,no,yes
23900,33,540,8,17,yes,no,yes
23050,66,425,8,15,yes,yes,yes
20950,66,540,8,15,no,no,yes
24270,66,540,8,15,yes,yes,yes
27440,66,528,16,14,yes,no,yes
15940,33,340,4,14,yes,yes,yes
21290,66,420,8,14,yes,yes,yes
18990,66,250,4,15,yes,yes,yes
21940,33,426,8,14,yes,no,yes
17980,33,340,4,17,no,no,yes
20040,33,426,8,14,yes,no,yes
19990,33,420,4,15,yes,no,yes
26580,50,212,4,15,no,no,no
12880,33,340,4,15,no,no,yes
14950,33,214,4,14,no,no,yes
24990,100,428,16,15,yes,no,yes
20400,33,426,8,15,yes,no,yes
27950,100,528,16,14,yes,no,yes
24850,66,1080,8,15,no,no,yes
28900,33,1000,24,15,yes,no,yes
24550,33,540,8,15,yes,yes,yes
16790,33,340,8,15,yes,no,yes
14680,33,340,4,15,no,no,yes
19980,33,340,8,17,yes,no,yes
14990,33,210,4,14,yes,no,yes
21990,66,420,8,14,yes,no,yes
14950,33,340,4,14,no,no,yes
19990,66,420,8,14,yes,no,yes
31900,66,1000,24,14,yes,no,yes
18990,66,340,8,15,no,no,yes
21180,66,340,8,17,yes,no,yes
20990,33,420,4,14,yes,no,yes
16450,33,214,4,14,no,no,yes
17450,66,425,8,15,no,no,yes
22900,33,528,16,15,yes,no,yes
26880,33,212,4,17,no,no,no
24400,33,528,16,14,yes,no,yes
17040,33,214,4,14,no,no,yes
28300,100,540,8,17,yes,no,yes
29430,33,1000,24,14,yes,yes,yes
22990,66,428,16,15,yes,no,yes
22650,33,540,8,15,yes,no,yes
12490,25,100,4,14,no,no,no
21900,66,528,8,14,yes,no,yes
30150,66,1080,16,15,no,no,yes
26350,66,1080,8,15,yes,no,yes
21900,66,426,8,15,yes,no,yes
18950,33,540,8,15,no,no,yes
18490,33,340,4,14,no,no,no
24490,100,527,8,15,yes,no,yes
26290,100,420,8,15,yes,yes,yes
15950,66,214,4,14,no,no,yes
17950,66,340,8,14,no,no,yes
19380,25,120,4,15,no,no,no
23650,33,540,8,17,yes,no,yes
14950,33,340,4,14,yes,yes,yes
30400,33,1000,24,15,yes,no,yes
18900,66,214,4,14,no,no,yes
26430,66,528,16,14,yes,yes,yes
30440,33,1000,24,14,yes,no,yes
24900,100,528,8,14,yes,no,yes
19450,33,426,8,14,yes,no,yes
22180,66,250,4,17,yes,yes,yes
19950,33,540,8,15,no,no,yes
21380,25,212,4,15,no,no,no
25540,66,528,16,14,yes,no,yes
33440,66,1000,24,14,yes,no,yes
17940,33,340,4,14,yes,yes,yes
21590,66,170,4,14,no,no,no
