ID,Date,Price,Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Grade,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,zipcode,Lat,Long,Sqft_living15,Sqft_lot15
10919,20150313T000000,424950,4,2.5,2760,5564,2,0,0,3,7,2760,0,2001,0,98056,47.4814,-122.189,2670,5626
10920,20150427T000000,467000,3,2.5,3460,6590,2,0,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,6312
10921,20150410T000000,445000,4,2.5,2760,8558,2,0,0,3,7,2760,0,2001,0,98056,47.4802,-122.189,2760,7703
10922,20140829T000000,533300,4,2.5,2770,21806,2,0,0,3,9,2770,0,1991,0,98045,47.4815,-121.768,2500,21656
10923,20141121T000000,488000,3,1.75,2180,14734,2,0,0,3,9,2180,0,1990,0,98045,47.4831,-121.767,2300,21618
10924,20140903T000000,779000,3,1.75,1990,5600,1,0,1,3,8,1330,660,1941,0,98199,47.65,-122.415,2630,6780
10925,20140602T000000,380000,2,1,1210,4800,1,0,0,3,8,1060,150,1950,0,98108,47.5625,-122.316,1380,4800
10926,20150423T000000,560000,3,2,1640,7333,1,0,0,4,7,1020,620,1941,0,98108,47.5636,-122.316,2130,4933
10927,20150311T000000,589500,4,1.5,3520,4933,1.5,0,0,4,8,2270,1250,1929,0,98108,47.5655,-122.315,1710,5400
10928,20140709T000000,569000,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,1929,0,98108,47.5665,-122.316,1750,4800
10929,20150107T000000,605000,5,3,3670,9600,1,0,1,3,8,1980,1690,1955,0,98108,47.5648,-122.316,1730,4933
10930,20140730T000000,447000,3,1,1370,6001,1,0,0,5,7,1230,140,1944,0,98108,47.5646,-122.317,1370,5520
10931,20140820T000000,525000,4,2.75,2470,7200,1,0,0,5,7,1350,1120,1940,0,98108,47.5631,-122.317,1500,6000
10932,20140626T000000,440000,3,1.5,2120,6290,1,0,0,4,8,1220,900,1949,0,98108,47.5658,-122.318,1620,5400
10933,20140604T000000,355000,2,1.75,1650,4000,1,0,0,4,7,950,700,1947,0,98108,47.5622,-122.319,1060,4110
10934,20140820T000000,395000,2,2,1960,4018,1,0,0,5,7,980,980,1950,0,98108,47.5629,-122.32,1240,4641
10935,20150508T000000,512500,4,1.75,1620,4240,1.5,0,0,5,7,1620,0,1916,0,98144,47.5746,-122.311,1450,4240
10936,20141118T000000,540000,3,1.75,1680,4240,1.5,0,0,4,7,1680,0,1926,0,98144,47.5745,-122.311,1460,4240
10937,20140725T000000,500000,3,1.5,2150,4000,1.5,0,0,3,7,1470,680,1928,0,98144,47.5733,-122.312,1750,4000
10938,20140723T000000,165000,4,1,1000,7134,1,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138
10939,20141229T000000,239900,4,1,1000,7134,1,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138
10940,20150415T000000,415000,4,2,1780,12161,1,0,0,5,7,1160,620,1950,0,98155,47.7746,-122.323,1780,8170
10941,20150406T000000,368888,3,1.5,1490,12186,1,0,0,4,7,1490,0,1950,0,98155,47.7739,-122.322,1180,14285
10942,20150129T000000,336800,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1958,0,98155,47.7734,-122.315,1790,12743
10943,20150421T000000,392400,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,98155,47.7733,-122.318,1830,14373
10944,20150303T000000,385000,3,1.75,1930,14389,1,0,0,3,7,1130,800,1963,1998,98155,47.7733,-122.317,1730,14378
10945,20150506T000000,435000,4,3,2270,7245,1,0,0,3,7,1410,860,1979,0,98155,47.7722,-122.315,1740,7571
10946,20150314T000000,420000,5,2.5,2100,14395,1,0,0,3,7,1140,960,1983,0,98155,47.7723,-122.317,1830,8700
10947,20150122T000000,422250,3,1.75,1650,7145,2,0,0,5,8,1300,350,1977,0,98155,47.7733,-122.324,1760,7206
10948,20140827T000000,270000,3,1.75,1260,7500,1,0,0,3,6,840,420,1947,0,98155,47.772,-122.323,1340,7500
10949,20140930T000000,330000,3,1.5,1430,8000,1,0,0,5,7,1430,0,1948,0,98155,47.772,-122.322,1410,9820
10950,20141003T000000,415000,3,1.75,2650,7500,1.5,0,0,4,7,1590,1060,1962,0,98155,47.7716,-122.317,1340,7500
10951,20141220T000000,255000,2,1,1360,9367,1,0,0,4,6,680,680,1924,0,98155,47.7689,-122.315,1360,7543
10952,20141003T000000,273000,2,0.5,1180,7750,1,0,0,4,6,590,590,1945,0,98155,47.769,-122.316,1380,8976
10953,20141029T000000,390000,3,1.5,1610,13500,1,0,0,3,7,1060,550,1970,0,98155,47.7674,-122.31,1540,11479
10954,20140812T000000,400000,4,1.75,1810,9750,2,0,0,4,7,1810,0,1977,0,98155,47.7681,-122.311,1570,10000
10955,20141103T000000,244000,3,2.5,1470,9337,2,0,0,3,7,1470,0,1991,0,98155,47.7651,-122.323,1360,8684
10956,20141229T000000,459500,4,2.5,2060,8968,1,0,0,4,7,1190,870,1975,0,98155,47.7686,-122.317,1350,8972
10957,20141125T000000,195000,2,1,720,9520,1,0,0,4,6,720,0,1947,0,98155,47.7678,-122.316,1450,8612
10958,20150313T000000,499000,6,1.75,2400,7500,1.5,0,0,3,7,1400,1000,1975,0,98155,47.7661,-122.313,1980,7500
10959,20150403T000000,190000,4,2,1580,6250,1,0,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250
10960,20140916T000000,315000,3,1,1390,8333,1,0,0,3,7,1390,0,1982,0,98155,47.7652,-122.31,1320,7090
10961,20150126T000000,315000,2,1,1120,7350,1,0,0,3,7,1120,0,1942,0,98155,47.7648,-122.31,1320,7545
10962,20140814T000000,220000,3,1.5,1070,9331,1,0,0,3,6,1070,0,1956,0,98155,47.7633,-122.313,1480,8400
10963,20141226T000000,920000,6,3,3300,4218,2,0,0,3,8,2200,1100,1970,0,98103,47.6557,-122.344,1420,4218
10964,20140624T000000,850000,4,3,3330,4000,1,0,0,3,8,1790,1540,1958,0,98103,47.6559,-122.344,1610,4000
10965,20150513T000000,645000,3,2,1640,4218,1,0,0,4,7,910,730,1941,0,98103,47.6546,-122.344,1670,4000
10966,20141104T000000,509000,4,2,1960,2166,1.5,0,0,4,7,1260,700,1926,0,98103,47.6545,-122.344,1670,4000
10967,20140902T000000,749500,4,2.75,2490,3840,1.5,0,0,4,7,1610,880,1922,0,98103,47.6551,-122.344,1420,4000
10968,20150325T000000,146300,3,1,1200,9668,1,0,0,5,6,1200,0,1975,0,98092,47.3156,-122.128,1200,9800
10969,20141113T000000,206990,3,1,1330,9620,1,0,0,5,6,1330,0,1976,0,98092,47.3174,-122.127,1300,10360
10970,20150310T000000,340000,3,1,670,23522,1,0,0,4,6,670,0,1968,0,98024,47.5329,-121.89,1880,20270
10971,20140926T000000,142000,0,0,290,20875,1,0,0,1,1,290,0,1963,0,98024,47.5308,-121.888,1620,22850
10972,20140926T000000,450000,3,2.5,2620,14096,2,0,0,4,9,2620,0,1989,0,98042,47.3513,-122.1,3010,14096
10973,20140715T000000,432000,3,2,2190,13673,1,0,0,4,9,2190,0,1994,0,98042,47.3542,-122.098,2770,13804
10974,20150402T000000,910000,3,2.5,2720,7250,2,0,0,3,9,2720,0,1990,0,98033,47.6894,-122.195,2870,7250
10975,20141230T000000,771000,4,2.5,2420,7200,2,0,0,3,9,2420,0,1991,0,98033,47.6893,-122.197,2650,7800
10976,20150423T000000,799900,4,2.5,3030,7800,2,0,0,3,9,1580,1450,1991,0,98033,47.689,-122.196,2840,7435
10977,20140728T000000,522500,4,1.75,1640,9299,1.5,0,0,4,7,870,770,1943,0,98056,47.5334,-122.168,2460,14326
10978,20140616T000000,465000,3,2.25,2670,7500,1,0,0,4,7,1640,1030,1966,0,98166,47.4608,-122.354,1970,9598
10979,20140908T000000,359000,4,1.75,1680,9244,2,0,0,3,8,1680,0,1991,0,98166,47.4612,-122.352,1840,9387
10980,20141022T000000,360000,4,2.5,2050,9143,2,0,0,3,8,2050,0,1992,0,98166,47.4597,-122.355,1510,9484
10981,20140711T000000,385000,3,2,1860,7400,1,0,0,3,8,930,930,1922,2004,98166,47.4598,-122.352,1640,8461
10982,20141216T000000,499900,3,1.75,2430,8820,1,0,2,3,8,1630,800,1977,0,98178,47.4972,-122.233,2390,10050
10983,20140626T000000,415000,3,1,1170,6700,1,0,0,3,8,1170,0,1957,0,98125,47.7122,-122.29,2410,7620
10984,20140718T000000,526000,4,1.75,2220,6350,1,0,0,3,7,1110,1110,1959,0,98125,47.7136,-122.29,1950,8100
10985,20141124T000000,450000,3,1,2020,8100,1,0,0,3,7,1170,850,1956,0,98125,47.7136,-122.288,1480,7620
10986,20140708T000000,267000,3,1,1400,8100,1.5,0,0,3,6,1400,0,1944,0,98125,47.7124,-122.289,1420,8100
10987,20140804T000000,385100,3,1,1060,8040,1,0,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620
10988,20140822T000000,380000,3,1,1380,5400,1,0,0,4,7,1380,0,1954,0,98125,47.7134,-122.288,1190,6075
10989,20140707T000000,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715
10990,20141111T000000,450000,3,1.75,1350,7200,1,0,0,5,7,1350,0,1954,0,98125,47.713,-122.284,1100,7200
10991,20141120T000000,445500,3,1.75,1880,9360,1,0,0,4,7,940,940,1941,0,98125,47.7131,-122.283,1390,7200
10992,20150121T000000,410000,4,2,1490,13736,1,0,0,4,6,1490,0,1942,0,98125,47.712,-122.281,2040,7200
10993,20150317T000000,380000,3,1,1380,8147,1,0,0,4,7,1380,0,1948,0,98155,47.7407,-122.3,1360,8147
10994,20140627T000000,285000,2,1,910,8155,1,0,0,4,6,910,0,1948,0,98155,47.7399,-122.3,1240,8155
10995,20141013T000000,393500,3,1.75,1600,8156,1,0,0,5,7,1600,0,1948,0,98155,47.7397,-122.3,1200,8156
10996,20140604T000000,275000,2,1,770,8149,1,0,0,5,6,770,0,1948,0,98155,47.7406,-122.302,770,8150
10997,20140702T000000,265000,4,3,1940,8170,1,0,0,4,7,1940,0,1948,0,98155,47.7381,-122.302,1310,8169
10998,20141201T000000,230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228
10999,20140708T000000,277000,2,1,770,8149,1,0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149
11000,20141214T000000,358000,2,1,1140,8340,1,0,0,3,7,1140,0,1948,0,98155,47.7448,-122.3,1030,8149
11001,20150403T000000,220000,2,1,770,8149,1,0,0,3,6,770,0,1948,0,98155,47.7467,-122.3,880,8149
11002,20141017T000000,395000,4,2,1780,8149,1.5,0,0,4,7,1780,0,1948,0,98155,47.745,-122.302,1180,8149
11003,20141007T000000,259950,2,1,770,6542,1,0,0,3,6,770,0,1948,0,98155,47.747,-122.301,1120,8149
11004,20150224T000000,310000,2,1,770,8149,1,0,0,4,6,770,0,1948,0,98155,47.7439,-122.301,820,8149
11005,20140917T000000,674000,4,2.5,2810,11560,1,0,0,5,7,1740,1070,1962,0,98008,47.5846,-122.12,1970,11560
11006,20141121T000000,628000,5,2.75,2830,11795,1,0,0,4,7,1710,1120,1960,0,98008,47.5828,-122.118,2460,10880
11007,20140904T000000,887000,6,2.25,3830,11180,1,0,2,5,9,2440,1390,1962,0,98008,47.5849,-122.113,2500,10400
11008,20141016T000000,850000,3,3.5,2620,11148,2,0,4,4,9,2060,560,1977,0,98008,47.5845,-122.115,2590,10796
11009,20140813T000000,765000,3,2.75,2250,9600,2.5,0,0,4,9,1830,420,1909,1991,98122,47.6033,-122.287,2060,4980
11010,20141029T000000,865000,4,2.5,2710,4069,3,0,0,4,10,2710,0,1990,0,98122,47.604,-122.288,1810,3586
11011,20140504T000000,628000,4,2,2280,6010,1,0,0,3,7,1140,1140,1900,0,98122,47.6034,-122.289,2240,6200
11012,20140909T000000,450000,7,4,3150,7800,2,0,0,3,8,3150,0,2013,0,98118,47.5259,-122.279,1880,6000
11013,20140822T000000,226000,3,1,970,5000,1,0,0,3,6,970,0,1968,0,98118,47.5282,-122.279,1290,5875
11014,20140729T000000,227000,3,1.75,2380,12681,1,0,0,1,6,1380,1000,1918,0,98118,47.5294,-122.279,1720,6377
11015,20140916T000000,155000,2,1,810,4755,1,0,0,3,7,810,0,1980,0,98118,47.5313,-122.28,1180,4755
11016,20140811T000000,140000,2,1,900,6400,1,0,0,2,6,900,0,1940,0,98118,47.5287,-122.281,1350,6405
11017,20150108T000000,230000,4,1,1870,14703,1.5,0,0,3,6,1090,780,1928,0,98118,47.5274,-122.281,1650,6045
11018,20140916T000000,333000,3,1,1620,5040,1,0,0,3,7,1120,500,1964,0,98118,47.5263,-122.286,1790,6178
11019,20150312T000000,183750,5,2.75,1650,5453,1,0,0,3,7,1650,0,1970,0,98118,47.5293,-122.285,1670,5885
11020,20150313T000000,225000,3,1.5,1240,5506,1,0,0,4,7,1240,0,1971,0,98118,47.5294,-122.285,1670,5589
11021,20141015T000000,600000,5,3.25,4410,58157,2,0,0,4,9,2330,2080,2001,0,98058,47.4395,-122.111,2460,42565
11022,20150120T000000,190000,1,0.75,780,77603,1,0,0,1,5,780,0,1945,0,98058,47.4396,-122.104,1750,30847
11023,20140609T000000,305100,3,2,1590,35988,1,0,0,4,8,1590,0,1974,0,98058,47.4365,-122.106,2780,23789
11024,20140506T000000,360000,4,2,2680,18768,1,0,0,5,8,2680,0,1965,0,98001,47.3182,-122.279,1230,15750
11025,20140521T000000,175000,3,1.75,1230,13056,1,0,0,4,7,1230,0,1962,0,98001,47.3171,-122.279,1690,15750
11026,20141107T000000,429000,3,1,1540,37950,1,0,0,4,7,1090,450,1959,0,98001,47.3259,-122.289,1820,24375
11027,20140807T000000,267500,2,1,1747,12250,2.5,0,0,4,6,1747,0,1948,0,98001,47.3282,-122.285,1620,10300
11028,20140828T000000,199000,4,1,1220,11730,1,0,0,4,7,1220,0,1960,0,98001,47.3229,-122.283,1270,9520
11029,20140714T000000,482000,4,2.5,2846,85377,1.5,0,0,3,8,1976,870,2000,0,98001,47.317,-122.281,1696,57934
11030,20140523T000000,132500,3,1,1080,10500,1,0,0,3,7,1080,0,1967,0,98001,47.32,-122.278,1200,9607
11031,20150114T000000,465000,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,98001,47.3185,-122.275,2590,18386
11032,20140507T000000,495000,4,2.75,2656,21195,2,0,0,3,9,2656,0,2014,0,98001,47.3162,-122.272,1860,16510
11033,20140820T000000,374000,3,2.5,1850,17808,1,0,0,4,8,1210,640,1982,0,98032,47.3631,-122.271,2260,16754
11034,20140814T000000,450000,3,2.5,2450,19744,2,0,0,3,10,2450,0,1990,0,98038,47.3746,-122.026,2650,19597
11035,20140606T000000,539500,3,2.5,3080,12476,2,0,0,3,10,3080,0,1990,0,98038,47.3752,-122.029,3130,13631
11036,20150320T000000,569999,3,2.5,3080,13880,2,0,0,3,9,3080,0,1990,0,98038,47.3726,-122.025,2780,15318
11037,20140630T000000,445800,4,2.25,2070,39446,1,0,0,3,8,1470,600,1977,0,98155,47.7765,-122.276,2140,12043
11038,20150127T000000,469000,3,2.25,2070,9957,1,0,0,3,8,1440,630,1977,0,98155,47.7766,-122.277,2070,10158
11039,20150417T000000,429950,3,2.25,2060,10160,1,0,0,4,8,1340,720,1967,0,98155,47.7712,-122.285,2320,11186
11040,20141013T000000,357000,3,1.75,1250,17493,1,0,0,3,7,1250,0,1972,0,98155,47.7613,-122.274,2180,19553
11041,20141125T000000,455000,3,1.75,1760,11371,1,0,0,5,8,1760,0,1959,0,98155,47.7616,-122.273,2220,19884
11042,20140821T000000,911100,4,3.25,3330,33826,2,0,0,5,8,3330,0,1924,0,98155,47.7596,-122.275,2580,28707
11043,20150124T000000,900000,3,3,2990,30869,2,0,0,3,10,2990,0,1951,2003,98155,47.7602,-122.278,1750,15802
11044,20141111T000000,502700,4,3.5,2710,14016,2,0,0,4,8,2710,0,1968,0,98155,47.7601,-122.286,1590,27903
11045,20141231T000000,449000,3,1.75,1660,9697,1,0,0,4,7,1660,0,1952,0,98155,47.7564,-122.286,2060,20624
11046,20140724T000000,685000,5,2.5,2670,14455,2,0,0,5,9,2670,0,1958,0,98155,47.7565,-122.284,1810,14455
11047,20140627T000000,755000,5,2.5,3260,24300,1.5,0,1,4,8,2310,950,1950,0,98155,47.7587,-122.274,2390,32057
11048,20141202T000000,410000,3,1.5,2270,8187,1,0,0,4,8,1420,850,1954,0,98155,47.7573,-122.278,2020,14092
11049,20141223T000000,472000,3,2,2200,21890,1,0,2,3,8,1200,1000,1961,0,98155,47.7584,-122.271,2600,15162
11050,20140909T000000,425000,3,1.5,1970,13709,1,0,0,4,7,1680,290,1955,0,98155,47.7562,-122.277,2200,16536
11051,20140828T000000,507000,3,2.25,2210,11585,1,0,0,4,7,1510,700,1958,0,98155,47.7574,-122.279,1870,14092
11052,20141029T000000,450000,3,2.5,2280,4557,2,0,0,3,8,2280,0,2010,0,98028,47.7733,-122.266,2070,4610
11053,20150413T000000,493000,4,2.5,2070,4270,2,0,0,3,8,2070,0,2010,0,98028,47.773,-122.265,2070,4610
11054,20140715T000000,550000,3,2,2380,17950,2,0,0,4,8,2110,270,1934,0,98155,47.7591,-122.28,2030,23900
11055,20150121T000000,290000,4,1.75,1820,22043,2.5,0,0,4,7,1820,0,1918,0,98155,47.7606,-122.28,1880,19961
11056,20140610T000000,569000,5,3,3670,10583,1,0,0,5,8,2060,1610,1952,0,98155,47.7589,-122.277,2720,13865
11057,20141009T000000,424000,3,1,1580,13912,1,0,0,4,8,1580,0,1955,0,98155,47.7552,-122.276,2130,16420
11058,20150413T000000,615000,4,2.75,2750,15450,1,0,0,3,8,1800,950,1978,0,98155,47.7749,-122.283,2750,10620
11059,20140902T000000,605000,4,2.5,2430,11870,1,0,0,5,8,1590,840,1968,0,98155,47.7761,-122.285,2430,9600
11060,20141209T000000,600000,4,2.5,2520,10850,1,0,0,4,8,1680,840,1968,0,98155,47.7751,-122.284,2590,10800
11061,20140808T000000,399000,3,2,1940,16300,1,0,0,3,7,1140,800,1978,0,98155,47.774,-122.283,1940,11250
11062,20141017T000000,405000,3,1.75,1900,10454,1,0,0,3,7,1390,510,1978,0,98155,47.7748,-122.291,2000,12000
11063,20150112T000000,385000,5,2,2540,11750,1,0,0,3,7,1480,1060,1962,0,98155,47.7754,-122.291,2000,12000
11064,20141118T000000,565000,5,3.25,2860,20790,1,0,0,4,7,1800,1060,1965,0,98155,47.7757,-122.295,1920,9612
11065,20140613T000000,350000,3,1.75,1820,9545,1,0,0,3,7,1230,590,1976,0,98155,47.7772,-122.296,1790,9530
11066,20150402T000000,305000,2,1,910,22725,1,0,0,1,6,910,0,1926,0,98155,47.7712,-122.299,2000,14566
11067,20141031T000000,475000,3,2.5,2480,6031,2,0,0,3,8,2480,0,2001,0,98155,47.772,-122.297,1850,7704
11068,20150415T000000,457000,4,2.5,2200,10800,1,0,0,3,8,1500,700,1964,0,98155,47.7711,-122.288,2280,10800
11069,20140626T000000,460000,4,2.5,2550,19017,1,0,0,4,7,1300,1250,1961,0,98155,47.7682,-122.284,2080,21100
11070,20140731T000000,470000,3,2.25,2220,9800,2,0,0,3,8,2220,0,1987,0,98155,47.7635,-122.286,2420,10232
11071,20150321T000000,609000,4,2.5,3240,23870,1,0,0,3,9,1840,1400,1972,0,98155,47.7731,-122.282,2290,13340
11072,20150403T000000,525000,5,3.25,2480,10277,2,0,0,5,8,1640,840,1993,0,98155,47.7726,-122.286,2270,10277
11073,20140926T000000,585000,4,1.75,2270,27122,1,0,0,5,8,1300,970,1957,0,98155,47.7637,-122.281,2380,11822
11074,20141205T000000,565000,5,3,2560,12480,1,0,0,3,8,1590,970,2012,0,98155,47.7657,-122.284,2500,17299
11075,20141126T000000,469000,3,2.25,2620,10659,1,0,0,3,7,1660,960,1976,0,98155,47.7643,-122.273,1820,12071
11076,20140630T000000,560000,3,2.25,2070,15002,1.5,0,0,3,8,2070,0,1955,2013,98155,47.7635,-122.274,2070,15002
11077,20140806T000000,540000,3,2.5,2370,16455,1,0,0,5,7,1640,730,1959,0,98155,47.7634,-122.277,2170,15551
11078,20141014T000000,550000,4,1.75,2480,14782,1,0,3,3,8,1460,1020,1958,0,98155,47.7646,-122.271,2910,10800
11079,20140723T000000,411000,3,1.75,1490,9844,1,0,0,4,7,1190,300,1959,0,98155,47.7626,-122.297,1840,10150
11080,20150217T000000,425000,5,2.5,2840,9425,1,0,0,4,7,1590,1250,1962,0,98155,47.7609,-122.297,1900,11600
11081,20150402T000000,540000,4,1.75,2040,9322,1,0,0,3,8,1440,600,1977,0,98155,47.7611,-122.298,1910,10026
11082,20140617T000000,260000,3,1.5,1270,20700,1,0,0,2,7,1150,120,1948,0,98155,47.7576,-122.296,1990,15000
11083,20141008T000000,250000,3,1.75,1360,16000,1,0,0,3,7,1360,0,1978,0,98155,47.7583,-122.306,1360,12939
11084,20140625T000000,299900,3,1,1110,8593,1,0,0,3,7,1110,0,1979,0,98155,47.7595,-122.309,1780,8593
11085,20140716T000000,360000,3,1.75,1520,12282,1,0,0,3,8,1220,300,1978,0,98155,47.7516,-122.299,1860,13500
11086,20150506T000000,605000,3,2.25,2260,17114,2,0,0,3,7,2260,0,1990,0,98155,47.7537,-122.296,2360,14893
11087,20150225T000000,495000,4,2.5,2310,7555,2,0,0,3,9,2310,0,1997,0,98155,47.7544,-122.303,1980,8416
11088,20141231T000000,689000,4,2.75,3250,10000,2,0,0,3,9,3250,0,2014,0,98155,47.7557,-122.309,1620,10089
11089,20150105T000000,420000,7,3,2940,8624,1,0,0,3,8,1690,1250,1977,0,98155,47.7555,-122.307,1850,8031
11090,20140728T000000,346950,3,1.75,1830,10954,1,0,0,3,7,1830,0,1963,0,98155,47.7554,-122.306,1850,8624
11091,20150219T000000,383610,3,2,1230,8450,1,0,0,3,7,1230,0,1989,0,98155,47.7548,-122.305,2110,8536
11092,20140602T000000,305000,3,1,950,13475,1,0,0,3,7,950,0,1950,0,98155,47.7543,-122.306,1240,8910
11093,20141217T000000,305500,3,1,1240,6090,1,0,0,4,7,1240,0,1950,0,98155,47.7542,-122.307,1550,9096
11094,20141204T000000,419995,3,2.25,1830,7500,1,0,0,4,7,1330,500,1968,0,98155,47.7574,-122.31,1830,8720
11095,20140513T000000,370000,3,1.75,1650,8254,1,0,0,5,7,1060,590,1951,0,98155,47.7596,-122.304,2280,9450
11096,20141202T000000,320000,4,1,1460,7200,1.5,0,0,4,7,1460,0,1955,0,98155,47.7602,-122.306,1690,7357
11097,20140808T000000,318000,3,1,1010,7200,1,0,0,5,6,1010,0,1948,0,98155,47.7601,-122.307,1590,7663
11098,20140618T000000,375000,3,2.5,1950,6871,2,0,0,3,8,1950,0,1997,0,98155,47.7603,-122.307,1950,7663
11099,20150430T000000,350000,4,1,1510,7200,1.5,0,0,4,7,1510,0,1955,0,98155,47.761,-122.307,1950,10656
11100,20150303T000000,498500,4,2.5,1910,7172,2,0,0,3,8,1910,0,1993,0,98155,47.7615,-122.309,1630,10127
11101,20140922T000000,364000,4,2.25,1750,10270,1.5,0,0,4,8,1750,0,1968,0,98155,47.7612,-122.31,1750,10127
11102,20141204T000000,290000,3,1.5,1040,9997,1,0,0,4,7,1040,0,1955,0,98155,47.7583,-122.302,1040,8699
11103,20140905T000000,306000,3,1,910,8658,1,0,0,3,7,910,0,1955,0,98155,47.7586,-122.303,1170,10200
11104,20150205T000000,485000,3,2.25,2090,7450,1,0,0,3,7,1350,740,1978,0,98155,47.7598,-122.303,1740,7644
11105,20150121T000000,270000,4,1,1430,5909,1,0,0,3,6,1070,360,1947,0,98155,47.7623,-122.313,1460,8433
11106,20150508T000000,451000,3,1.75,1790,9813,2,0,0,3,7,1790,0,1949,0,98155,47.749,-122.305,1520,10125
11107,20150318T000000,685000,4,2.5,2820,10125,2,0,0,3,8,2820,0,2008,0,98155,47.7494,-122.304,1560,10125
11108,20150217T000000,410000,2,1,1560,10125,1,0,0,4,7,1130,430,1954,0,98155,47.7488,-122.304,1680,10125
11109,20141029T000000,276693,4,1,1190,8875,1.5,0,0,4,7,1190,0,1946,0,98155,47.7487,-122.303,1190,8875
11110,20150326T000000,349500,3,2,1130,16875,1,0,0,4,7,1130,0,1947,0,98155,47.7489,-122.3,1600,14300
11111,20150408T000000,392500,3,1,1660,8839,1,0,0,4,7,1660,0,1947,0,98155,47.7485,-122.3,1230,9236
11112,20150409T000000,405000,4,2.5,2670,20894,2,0,0,3,9,2330,340,2002,0,98155,47.7735,-122.281,2440,15815
11113,20140515T000000,575000,4,2.5,3020,17810,1,0,0,3,9,1600,1420,1979,0,98155,47.7735,-122.281,2500,15815
11114,20150225T000000,665000,3,3.5,2460,14155,2,0,0,3,8,1900,560,2014,0,98155,47.7743,-122.279,2440,14080
11115,20150311T000000,680000,5,3.25,2440,15815,2,0,0,3,8,1990,450,2014,0,98155,47.774,-122.28,2500,14201
11116,20141028T000000,420000,3,1.75,2390,11242,1,0,0,3,7,1290,1100,1959,0,98155,47.7759,-122.272,2270,9650
11117,20140828T000000,505000,4,2,2730,12000,1,0,0,4,8,1410,1320,1998,0,98155,47.7733,-122.271,2730,9039
11118,20140619T000000,510000,4,2.5,2610,8031,2,0,0,3,8,2610,0,1998,0,98155,47.7717,-122.27,2320,8031
11119,20141219T000000,340500,3,1,1770,12458,1,0,0,3,7,1770,0,1957,0,98155,47.7715,-122.27,2000,8225
11120,20141222T000000,520000,3,1.75,2310,36665,1,0,2,3,8,1580,730,1983,0,98155,47.7697,-122.274,2000,14000
11121,20140609T000000,475000,4,2.75,1980,11443,1,0,0,5,7,1980,0,1952,0,98155,47.7707,-122.273,2080,15700
11122,20150426T000000,780000,4,2.5,3180,9603,2,0,2,3,9,3180,0,2002,0,98155,47.7717,-122.277,2440,15261
11123,20140908T000000,470101,4,2.5,2320,7800,2,0,0,3,8,2320,0,1986,0,98028,47.7738,-122.266,2090,5721
11124,20150318T000000,268300,3,1,1190,9000,1,0,0,3,7,1190,0,1968,0,98028,47.77,-122.264,1960,7200
11125,20140807T000000,433000,3,2,1920,7200,1,0,0,3,7,1300,620,1984,0,98028,47.7703,-122.265,2010,7200
11126,20150226T000000,364000,3,2.25,1420,6600,1,0,0,3,7,1160,260,1987,0,98028,47.77,-122.265,1920,7902
11127,20140529T000000,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436
11128,20140916T000000,509950,3,2.5,1970,9153,2,0,0,3,8,1970,0,2007,0,98028,47.7698,-122.268,1800,9800
11129,20150428T000000,387500,6,2,2400,7684,1,0,0,3,6,1200,1200,1932,2005,98028,47.7705,-122.269,1290,9800
11130,20150428T000000,330000,5,1.75,2100,7347,1,0,0,3,7,1070,1030,1981,0,98028,47.7751,-122.268,2170,9418
11131,20150424T000000,515000,2,1.75,950,15219,1,0,0,3,8,950,0,2009,0,98028,47.7723,-122.262,1560,12416
11132,20140722T000000,339950,3,1,1320,11457,1,0,0,3,8,1320,0,1959,0,98028,47.7738,-122.261,1900,9800
11133,20140828T000000,259000,3,2,1610,14046,2,0,0,3,7,1610,0,1933,1988,98028,47.7704,-122.264,2410,9000
11134,20140813T000000,470000,4,2.5,1990,30083,2,0,0,3,8,1990,0,1998,0,98155,47.7678,-122.272,2220,11627
11135,20150501T000000,480000,3,1.75,2920,21375,1,0,0,3,8,1850,1070,1961,0,98028,47.7666,-122.265,1540,8482
11136,20140718T000000,230000,3,1,1240,6195,1,0,0,3,6,1240,0,1948,0,98028,47.7681,-122.266,1760,11080
11137,20140605T000000,385000,3,2.25,1710,11500,1,0,0,3,7,1210,500,1978,0,98028,47.7675,-122.267,1800,11500
