Song_Name,Artist,Album,Playlist,Popular,Popularity,Duration,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Audio_Mode,Speechiness,Tempo,Time_Signature,Audio_Valence
Me encanta - I love it,Nancys Rubias,Me encanta,Latin Pride,0,39,158349,0.00386,0.748,0.856,2.06E-06,0,0.192,-4.403,1,0.0281,125.973,4,0.909
These Boots Are Made For Walkin',Nancy Sinatra,Boots,All Out 60s,1,68,166008,0.483,0.74,0.392,1.11E-06,9,0.0965,-11.996,1,0.0824,82.742,4,0.387
Shou Hal Ossa,Nancy Ajram,Nancy 8,Fitness Araby,0,4,260746,0.318,0.733,0.79,1.65E-05,2,0.178,-4.166,0,0.121,137.953,4,0.563
W Maak,Nancy Ajram,Nancy 9 (Hassa Beek),Fitness Araby,0,27,221936,0.0106,0.729,0.834,5.42E-06,5,0.0789,-4.794,1,0.0861,125.048,4,0.553
To The Max,Nana Rogues,To The Max,Power Workout,0,57,205568,0.057,0.754,0.714,0.00213,6,0.0579,-3.724,0,0.13,192.104,4,0.788
Se Que Volveras,Nana Mouskouri,Nana Latina,Canciones del Recuerdo,0,13,262664,0.601,0.533,0.498,0.00156,2,0.117,-9.279,1,0.0246,95.313,4,0.241
Maldita Ingenuidad,Namuel,Maldita Ingenuidad,Latin Pride,0,26,197142,0.152,0.61,0.72,0,7,0.132,-6.058,1,0.0337,127.984,4,0.369
Hip Thruster,NameBrandSound,Nowadays Pressure,Footwork Fever,0,12,228002,0.0011,0.77,0.77,0.00192,1,0.0814,-7.616,1,0.119,159.931,4,0.0762
Telepathy,Nala,Telepathy,Fresh Finds,0,46,187026,0.832,0.786,0.544,0.66,5,0.11,-12.212,0,0.0925,89.933,4,0.672
Issa Goal,Naira Marley,Issa Goal,Afropop.csv,0,50,216774,0.161,0.708,0.767,0,4,0.328,-4.368,0,0.258,124.453,4,0.853
Nur El Ain,Nafees,Nur El Ain,Sawa,0,45,186853,0.08,0.683,0.618,0,11,0.316,-7.895,0,0.0441,94.949,4,0.56
Quasar,Nafe Smallz,Quasar,Rap UK,0,46,102620,0.371,0.848,0.622,4.00E-05,1,0.108,-6.123,1,0.294,144.986,4,0.452
Kill'N me Softly,Naeto C,Kill'N me Softly,No Wahala,0,39,228754,0.125,0.801,0.656,8.80E-05,2,0.118,-7.968,0,0.133,106.071,4,0.882
Call the Days,Nadia Reid,"Listen to Formation, Look for the Signs",Infinite Acoustic,0,15,212816,0.608,0.44,0.289,0.000748,2,0.13,-11.797,1,0.0311,75.13,4,0.142
Rapture - Avicii New Generation Radio Edit,Nadia Ali,Rapture,Dance Classics,0,60,221543,0.0185,0.558,0.934,0.21,10,0.275,-4.072,0,0.0355,130.008,4,0.385
Popular,Nada Surf,High/Low,90s Rock Anthems,0,61,220586,0.00751,0.444,0.884,8.94E-05,7,0.116,-6.104,1,0.119,94.82,4,0.296
Báilame - Remix,Nacho,Báilame (Remix),Running & Workout,1,66,217080,0.238,0.652,0.862,2.93E-06,6,0.0718,-4.234,1,0.102,191.885,4,0.715
Cadela,Nacho,Cadela,Latin Cardio,1,65,254973,0.321,0.559,0.707,0,7,0.0773,-3.699,1,0.259,89.207,5,0.793
Loving Love,Naaz,Loving Love,Young & Free,0,23,159434,0.136,0.886,0.357,4.93E-05,9,0.114,-8.529,1,0.0681,127.082,4,0.638
Up To Something,Naaz,Up To Something,Good Vibes,0,53,152792,0.219,0.798,0.714,2.85E-06,1,0.167,-5.54,0,0.113,113.928,4,0.449
Alive,NAATIONS,Alive,LA Pops,0,37,207982,0.00113,0.627,0.923,8.35E-05,9,0.0819,-3.585,0,0.0475,122.998,4,0.352
Back To The Hotel,N2DEEP,Back To The Hotel,Chicano Fly Zone,0,55,304280,0.000168,0.69,0.38,0.000533,9,0.136,-12.845,1,0.0609,201.697,4,0.305
Bookstore cafe,N.Y. Atmosphere,N.Y. Atmosphere,Cool Down,0,50,200633,0.86,0.101,0.221,0.927,9,0.0841,-24.595,0,0.0571,208.969,4,0.25
Central Park,N.Y. Atmosphere,N.Y. Atmosphere,Cool Down,0,51,262000,0.938,0.161,0.193,0.959,11,0.106,-24.546,0,0.0436,133.47,3,0.132
Alwayz Into Somethin',N.W.A.,Efil4zaggin,I Love My '90s Hip-Hop,0,20,264960,0.0123,0.676,0.882,0,4,0.206,-4.486,1,0.22,88.413,4,0.817
Express Yourself - Remix,N.W.A.,N.W.A. Greatest Hits,I Love My '80s Hip-Hop,0,59,261399,0.00204,0.852,0.803,0,6,0.121,-6.929,0,0.264,96.2,4,0.752
Straight Outta Compton,N.W.A.,Straight Outta Compton,I Love My '80s Hip-Hop,0,29,258687,0.0461,0.834,0.878,0,8,0.334,-9.484,1,0.15,102.848,4,0.418
Bendicion,N.O.R.E.,5E,Off the Strength,0,47,119360,0.0387,0.647,0.863,0,10,0.243,-2.32,0,0.292,109.352,5,0.496
Bendicion,N.O.R.E.,5E,State of Mind,0,47,119360,0.0387,0.647,0.863,0,10,0.243,-2.32,0,0.292,109.352,5,0.496
Oye Mi Canto,N.O.R.E.,N.O.R.E. Y La Familia,Reggaeton Classics,0,61,240973,0.185,0.677,0.946,3.56E-06,6,0.274,-2.887,1,0.0553,96.011,4,0.948
Uno Más,N.O.R.E.,Uno Más,Orgullo Afro-Latino,0,36,227999,0.339,0.882,0.729,0.000994,4,0.301,-5.094,0,0.23,100.006,4,0.477
"Uno Más Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez (Remix)",N.O.R.E.,"Uno Más Remix Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez",100% LatinX,0,41,241135,0.0652,0.8,0.837,4.52E-05,7,0.0699,-4.488,1,0.099,105.026,4,0.813
Lemon - Edit,N.E.R.D,Lemon (Edit),Workout Twerkout,1,67,146906,0.000881,0.805,0.71,2.64E-05,1,0.358,-6.642,1,0.309,190.044,4,0.147
Breaking All The Rules,MYXE,Breaking All The Rules,NTC_ Gym Strong,0,52,174285,0.0771,0.811,0.865,0.000457,0,0.0681,-5.438,0,0.0526,126.052,4,0.584
Emo Hip ho;P,myunDo,Emo Hip Ho;p,K-Hip-Hop Beats,0,29,185060,0.614,0.695,0.794,3.54E-05,11,0.116,-5.331,1,0.104,165.999,4,0.597
KIMGOOKJIN,myunDo,Kimgookjin,K-Hip-Hop Beats,0,36,198260,0.266,0.834,0.81,0.00824,1,0.268,-4.141,1,0.0592,137.982,4,0.367
Ghost,Mystery Skulls,Forever,Indie Sunshine,0,35,259093,0.0328,0.668,0.603,0.0303,6,0.0984,-4.787,0,0.032,119.972,4,0.286
El Hombre Que Yo Amo,Myriam Hernandez,Yo Sé Que Te Acordarás Pop Latino (Vol. 2),Canciones del Recuerdo,0,15,212840,0.214,0.313,0.589,0,8,0.0914,-4.705,0,0.0528,177.825,4,0.217
Nifsi Aoulhalak,Myriam Fares,Aman,Fitness Araby,0,32,259235,0.000447,0.694,0.924,1.06E-06,6,0.0983,-3.495,0,0.0448,128.003,4,0.414
All Day All Night (feat. Tate McRae),Myles Erlick,All Day All Night (feat. Tate McRae),NTC_ High Intensity Training Tracks,0,32,164000,0.00214,0.722,0.71,0,7,0.0957,-8.679,1,0.0734,120.028,4,0.438
Caged Bird,Myles Cameron,Caged Bird,Low-Key,0,54,235200,0.768,0.575,0.352,0.485,1,0.0974,-13.813,1,0.0388,100.023,4,0.447
6 Beers,Myke Bogan,6 Beers,Urban Poet,0,47,166228,0.178,0.64,0.843,0,10,0.0886,-6.661,0,0.225,93.083,4,0.926
On My Way,Myke Bogan,On My Way,Low-Key,0,41,207428,0.799,0.376,0.272,2.87E-05,4,0.113,-14.856,0,0.304,179.142,3,0.242
Pickathon,Myke Bogan,Pickathon,Low-Key,0,45,222045,0.491,0.566,0.397,0,6,0.134,-10.429,0,0.372,74.517,4,0.362
Smooth Motion,Myke Bogan,Joe Fontana,Low-Key,0,41,153563,0.514,0.553,0.407,0.00208,8,0.138,-12.326,1,0.293,139.981,4,0.226
Take the Nite Off,Myke Bogan,Take the Nite Off,Mellow Bars,0,48,160023,0.495,0.621,0.603,0.000135,5,0.123,-8.172,0,0.165,120.668,4,0.452
I LIKE YOU,MY Q,I LIKE YOU,K-Hip-Hop Beats,0,45,240551,0.506,0.607,0.431,2.24E-06,5,0.174,-7.779,1,0.0369,164.048,4,0.209
One Big Holiday,My Morning Jacket,One Big Holiday,Rockin' Vibes,0,21,320786,0.0251,0.396,0.962,0.0555,9,0.306,-4.429,0,0.0703,136.971,4,0.363
Dead!,My Chemical Romance,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Punk Rock Workout,0,53,195520,0.0037,0.481,0.973,0.000877,7,0.325,-1.945,1,0.0542,99.331,4,0.362
Helena (So Long & Goodnight),My Chemical Romance,Three Cheers For Sweet Revenge,Rock Me UP!,1,72,204733,0.0142,0.356,0.96,0,4,0.209,-3.487,1,0.104,125.921,4,0.0857
I'm Not Okay (I Promise),My Chemical Romance,Three Cheers For Sweet Revenge,Punk Rock Workout,1,73,186480,0.00602,0.21,0.94,0,9,0.269,-3.427,1,0.123,179.722,4,0.255
Teenagers,My Chemical Romance,The Black Parade,Walk Like A Badass,1,76,161920,0.0506,0.463,0.857,0,4,0.184,-3.063,1,0.0632,111.647,4,0.856
Welcome to the Black Parade,My Chemical Romance,The Black Parade,00s Rock Anthems,1,77,311106,0.000289,0.217,0.905,0.00011,2,0.222,-4.103,1,0.0752,96.95,4,0.236
Lose My Breath - Remastered Version,My Bloody Valentine,Isn't Anything,Alternative 80s,0,39,218000,0.000526,0.391,0.653,0.841,6,0.0954,-11.524,1,0.0266,92.229,4,0.398
Soon - Remastered Version,My Bloody Valentine,Loveless,Alternative 90s,0,46,421066,4.84E-06,0.421,0.931,0.879,6,0.383,-9.075,0,0.043,109.555,4,0.642
feelings are fatal,mxmtoon,feelings are fatal,Sad Vibe,1,68,124853,0.908,0.545,0.169,0,0,0.0942,-16.249,1,0.132,98.225,4,0.482
please don't,mxmtoon,please don't,Sad Vibe,0,39,256602,0.975,0.66,0.104,1.83E-06,0,0.0793,-16.838,1,0.0398,143.574,4,0.334
temporary nothing,mxmtoon,temporary nothing,Sad Vibe,0,56,187244,0.937,0.577,0.09,3.12E-06,6,0.116,-18.27,1,0.0585,78.51,4,0.199
BLE$$,Mutang the $eoul kid,#meltingseason,K-Hip-Hop Beats,0,33,184058,0.612,0.789,0.609,0,0,0.166,-5.324,1,0.0436,140.064,4,0.791
Manya,Mut4y,Manya,African Heat,0,58,231272,0.324,0.82,0.605,2.33E-06,2,0.159,-7.676,1,0.0922,110.011,4,0.643
Been Hot (feat. O.T. Genasis),Mustard,The Ghetto,Cali Fire,0,47,165096,0.0927,0.932,0.663,0,2,0.147,-6.372,1,0.467,99.003,4,0.566
Dangerous World (feat. Travis Scott & YG),Mustard,Dangerous World (feat. Travis Scott & YG),Cali Fire,1,72,165123,0.0735,0.812,0.586,0,4,0.106,-6.505,0,0.0654,100.062,4,0.323
Dangerous World (feat. Travis Scott & YG),Mustard,Dangerous World (feat. Travis Scott & YG),Get Turnt,1,72,165123,0.0735,0.812,0.586,0,4,0.106,-6.505,0,0.0654,100.062,4,0.323
Dangerous World (feat. Travis Scott & YG),Mustard,Dangerous World (feat. Travis Scott & YG),Hype Rhythm,1,72,165123,0.0735,0.812,0.586,0,4,0.106,-6.505,0,0.0654,100.062,4,0.323
Don't Hurt Me,Mustard,Don't Hurt Me,HIIT-Hop,0,21,192995,0.107,0.643,0.465,0,8,0.0857,-10.562,1,0.461,126.79,5,0.505
Is It Mine (feat. Ty Dolla $ign),Mustard,The Ghetto,Cali Fire,0,53,205744,0.0364,0.738,0.584,0,1,0.539,-7.071,1,0.0547,98.033,4,0.525
Want Her,Mustard,Cold Summer,HIIT-Hop,0,56,275560,0.074,0.83,0.615,0.000548,1,0.111,-6.221,1,0.0468,101.031,4,0.376
Want Her,Mustard,Cold Summer,Workout Twerkout,0,56,275560,0.074,0.83,0.615,0.000548,1,0.111,-6.221,1,0.0468,101.031,4,0.376
Feel The Real (feat. Marsha Ambrosius),Musiq Soulchild,Feel The Real,The GRAMMYs Official Playlist,0,39,334196,0.18,0.318,0.655,0,10,0.196,-7.909,0,0.173,81.031,4,0.761
Heaven Only Knows,Musiq Soulchild,Feel The Real,Soul Coffee,0,53,250053,0.0489,0.582,0.484,0,6,0.0704,-10.058,1,0.0509,120.099,4,0.237
Mala Mujer,Musinova,Cuando Salí de Cuba,Salsa Classics,0,53,233280,0.684,0.529,0.699,1.07E-05,9,0.0756,-7.008,0,0.0401,88.87,4,0.887
Bum Bam Ven - Remix,Musicologo The Libro,Bum Bam Ven Remix,La Barberia,0,56,230000,0.25,0.913,0.86,0.000226,1,0.261,-1.383,1,0.131,120.022,4,0.736
Limonada Coco - Remix,Musicologo The Libro,Limonada Coco (Remix),La Barberia,0,54,216816,0.246,0.894,0.723,0.00475,11,0.15,-5.61,0,0.0917,116.003,4,0.487
Plug In Baby,Muse,Origin Of Symmetry,00s Rock Anthems,1,65,218000,6.94E-06,0.408,0.965,0.000402,2,0.11,-4.232,1,0.05,136.018,4,0.349
Pressure,Muse,Pressure / The Dark Side / Something Human / Thought Contagion / Dig Down,Rock This,1,76,235597,0.00364,0.618,0.834,0.000181,11,0.0593,-3.692,0,0.0566,136.033,4,0.755
Psycho,Muse,Drones,One More Rep,1,70,316717,0.00114,0.555,0.883,0.041,2,0.868,-3.426,1,0.0341,125.02,4,0.507
Psycho,Muse,Drones,Rock Me UP!,1,70,316717,0.00114,0.555,0.883,0.041,2,0.868,-3.426,1,0.0341,125.02,4,0.507
Supermassive Black Hole,Muse,Black Holes And Revelations,Walk Like A Badass,1,74,212439,0.0492,0.668,0.921,0.00517,7,0.0877,-3.727,1,0.0439,120,4,0.782
Uprising,Muse,The Resistance,00s Rock Anthems,1,77,304840,0.000202,0.602,0.905,0.064,2,0.117,-4.046,1,0.0775,128.019,4,0.411
Living Legend,Murs,Murs Rules the World,Urban Poet,0,40,180120,0.454,0.782,0.58,0,2,0.123,-7.632,1,0.381,92.95,4,0.806
Good Luv,Murdock,Good Luv,Lactic Acid Run 175 BPM,0,38,293576,0.066,0.553,0.86,0.0188,1,0.122,-4.512,0,0.0465,173.998,4,0.447
Murdergram - Streets Is Watching/Soundtrack Version,Murder Inc.,Streets Is Watching,Gold School,0,44,294613,0.0726,0.747,0.711,0,10,0.67,-9.728,0,0.55,88.099,4,0.525
Love$ick (feat. A$AP Rocky),Mura Masa,Mura Masa,The GRAMMYs Official Playlist,1,75,192160,0.147,0.625,0.763,0.0106,8,0.214,-4.997,0,0.129,88.753,4,0.721
Move Me,Mura Masa,Move Me,POLLEN,1,66,202586,0.151,0.763,0.52,0.0134,1,0.0974,-8.53,1,0.0974,105.02,4,0.521
If I'm Gone Tomorrow (It's Because of Aliens),MUNYA,If I'm Gone Tomorrow (It's Because of Aliens),Bedroom Pop,0,51,167517,0.000847,0.392,0.752,0.891,7,0.152,-7.338,1,0.0338,157.975,4,0.555
In the Summertime,Mungo Jerry,In the Summertime,Guilty Pleasures,0,18,211880,0.724,0.754,0.449,0,4,0.162,-14.013,1,0.0615,82.751,4,0.973
I Know A Place,MUNA,I Know A Place,Out Now,0,44,272813,0.137,0.685,0.9,0,5,0.2,-4.626,0,0.151,111.991,4,0.779
Fool You’ve Landed,Mumford & Sons,Johannesburg,Happy Folk,0,54,221099,0.0388,0.589,0.852,0.000248,2,0.286,-4.839,1,0.0308,153.048,4,0.942
Guiding Light,Mumford & Sons,Guiding Light,Radio 1 Playlist (BBC),1,77,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,A Perfect Day,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Autumn Leaves,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Certified Gold,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Contemporary Blend,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Crowd Pleasers,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Everyday Favorites,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Pop Rising,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Rockin' Vibes,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Guiding Light,Mumford & Sons,Guiding Light,Soft Pop Hits,1,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
Hot Gates,Mumford & Sons,Hot Gates,Indie Sunshine,0,3,289333,0.343,0.491,0.377,0.187,0,0.0644,-11.137,1,0.0288,135.888,4,0.0521
I Will Wait,Mumford & Sons,Babel,Acoustic Hits_ Oldies but Goodies,1,71,276720,0.0103,0.481,0.766,0.0067,1,0.302,-5.208,1,0.0334,131.143,4,0.436
I Will Wait,Mumford & Sons,Babel,Feeling Accomplished,1,71,276720,0.0103,0.481,0.766,0.0067,1,0.302,-5.208,1,0.0334,131.143,4,0.436
I Will Wait,Mumford & Sons,Babel,Songs to Sing in the Car,1,71,276720,0.0103,0.481,0.766,0.0067,1,0.302,-5.208,1,0.0334,131.143,4,0.436
Little Lion Man,Mumford & Sons,Sigh No More,Stay Wild,1,70,246973,0.0276,0.519,0.512,8.78E-05,5,0.0976,-7.986,1,0.0282,138.596,4,0.441
Lover Of The Light,Mumford & Sons,Babel (Deluxe Version),Acoustic Hits_ Oldies but Goodies,0,60,314893,0.00725,0.3,0.707,0.000748,2,0.285,-6.585,1,0.0507,105.916,4,0.386
The Cave,Mumford & Sons,Sigh No More,Acoustic Hits_ Oldies but Goodies,1,71,217986,0.0606,0.576,0.486,0.000143,4,0.093,-9.364,1,0.0406,141.951,4,0.337
The Cave,Mumford & Sons,Sigh No More,Infinite Acoustic,1,71,217986,0.0606,0.576,0.486,0.000143,4,0.093,-9.364,1,0.0406,141.951,4,0.337
The Cave,Mumford & Sons,Sigh No More,Stay Wild,1,71,217986,0.0606,0.576,0.486,0.000143,4,0.093,-9.364,1,0.0406,141.951,4,0.337
Never Know,Mulherin,Never Know,Low-Key,0,41,183000,0.747,0.846,0.464,3.00E-06,5,0.077,-6.822,0,0.046,130.004,4,0.704
Sirena,Mula,Sirena,LatinX Indie,0,48,204288,0.509,0.827,0.476,0.217,7,0.18,-10.618,0,0.0554,110.01,4,0.522
Cats Eyes,Mujo,Reincarnation,Lofi Hip-Hop,0,49,106980,0.866,0.763,0.222,0.876,10,0.112,-13.618,0,0.0621,88.436,4,0.211
Fujiyama Lights,Mujo,Shogetsu,Lofi Hip-Hop,0,53,100629,0.178,0.76,0.164,0.0135,9,0.124,-10.921,0,0.451,76.638,4,0.623
Dig,Mudvayne,L.D. 50,Pumping Iron,0,62,162293,9.62E-05,0.623,0.983,0.0617,11,0.261,-3.548,0,0.151,134.975,4,0.271
Bohemia,Mt. Wolf,Bohemia,Deep Dark Indie,0,3,315973,0.369,0.0674,0.382,0.88,0,0.0895,-10.525,1,0.039,74.661,4,0.0368
Bohemia (Single Version),Mt. Wolf,Bohemia (Single Version),The Most Beautiful Songs in the World,0,51,221342,0.3,0.178,0.444,0.926,5,0.182,-9.082,1,0.03,78.031,4,0.0487
Jenny Jenkins,Mt. Joy,Jenny Jenkins,Rockin' Vibes,0,57,199386,0.248,0.729,0.406,0,8,0.114,-9.388,1,0.0533,127.954,4,0.177
Silver Lining,Mt. Joy,Silver Lining,Happy Folk,1,68,199827,0.000921,0.486,0.638,0,0,0.078,-6.231,1,0.0323,144.458,4,0.178
Silver Lining,Mt. Joy,Silver Lining,Rockin' Vibes,1,68,199827,0.000921,0.486,0.638,0,0,0.078,-6.231,1,0.0323,144.458,4,0.178
Silver Lining,Mt. Joy,Mt. Joy,Feel-Good Indie Rock,0,64,198600,0.00114,0.541,0.616,1.09E-06,0,0.151,-6.53,1,0.028,144.218,4,0.203
Silver Lining,Mt. Joy,Mt. Joy,Stay Wild,0,64,198600,0.00114,0.541,0.616,1.09E-06,0,0.151,-6.53,1,0.028,144.218,4,0.203
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,90's Hip-Hop Don't Stop,1,76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,All Out 90s,1,76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Gold School,1,76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Urban Poet,0,23,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,I Love My '90s Hip-Hop,0,18,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
Tell Him,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Black History Salute,0,56,280760,0.19,0.655,0.647,0.00877,1,0.0412,-9.465,1,0.0903,80.077,4,0.931
A Gangster's Wife,Ms Krazie,Smile Now Cry Never,Chicano Fly Zone,0,37,229640,0.429,0.822,0.59,0,6,0.102,-8.005,0,0.18,89.995,4,0.383
Walk Away,Ms Krazie,Brown Is Beautiful,Chicano Fly Zone,0,36,278653,0.00317,0.987,0.358,0.0464,9,0.0943,-8.678,0,0.088,117.978,4,0.553
Chat 2 Mi Gyal,Ms Banks,The Coldest Winter Ever,No Wahala,0,43,181348,0.00547,0.915,0.567,0.0316,11,0.0527,-10.521,0,0.296,120.036,4,0.78
High Groove,Mr.Shn,Projections,Raw Beats,0,24,176562,0.257,0.721,0.526,0,1,0.312,-5.967,1,0.433,173.987,4,0.959
Calmness In The Rain,Mr. Steem,Sunday Relax,Cool Down,0,52,249300,0.679,0.659,0.399,0.816,7,0.341,-15.295,0,0.0288,129.996,4,0.159
Coco Jamboo - Radio Version,Mr. President,We See The Same Sun,Fiesta 90era,0,20,218733,0.0791,0.832,0.838,0,1,0.152,-5.414,0,0.0421,100.019,4,0.965
BAE,Mr. Popular,BAE,Creamy,0,43,211546,0.318,0.736,0.457,0,3,0.129,-6.459,0,0.183,96.964,4,0.45
Forastero,Mr. Paradise,Forastero,Orgullo Afro-Latino,0,37,266973,0.11,0.639,0.697,5.62E-06,0,0.189,-4.557,1,0.143,173.889,4,0.332
Forastero,Mr. Paradise,Forastero,Latinos Unidos,0,0,267687,0.212,0.591,0.826,0,9,0.107,-5.899,0,0.243,173.823,4,0.843
Vibras,Mr. Paradise,Vibras,Vibras,0,41,215120,0.175,0.719,0.633,0,7,0.08,-7.712,0,0.198,90.042,4,0.747
Broken Wings,Mr. Mister,Welcome To The Real World,All Out 80s,0,63,343933,0.134,0.286,0.5,4.57E-05,1,0.108,-14.281,0,0.0357,99.162,4,0.443
Banged Up (feat. Mr. Capone-E),Mr. Criminal,Evolution of a G,Chicano Fly Zone,0,41,243306,0.0497,0.869,0.589,0,1,0.0597,-4.665,1,0.136,95.029,4,0.159
Kickin Back Being Blue,Mr. Criminal,Evolution of a G,Chicano Fly Zone,0,47,289182,0.0706,0.841,0.629,0,2,0.0894,-6.47,1,0.3,94.026,4,0.447
Mami Mira,Mr. Criminal,Cali-Rap Radio: Most Requested,Chicano Fly Zone,0,43,235013,0.0861,0.826,0.684,0,7,0.242,-5.842,1,0.121,101.002,4,0.825
Don’t Get It Twisted (feat. Twista),Mr. Capone-E,Don’t Get It Twisted,Chicano Fly Zone,0,1,246440,0.271,0.696,0.733,0,9,0.0896,-7.634,0,0.257,140.06,4,0.594
My Angel,Mr. Capone-E,A Soldier's Story,Chicano Fly Zone,0,47,226773,0.093,0.832,0.579,0,11,0.1,-8.925,0,0.336,89.964,4,0.677
Sumertime Anthem,Mr. Capone-E,Dedicated 2 the Oldies 2,Chicano Fly Zone,0,40,255746,0.186,0.781,0.763,0,2,0.653,-7.088,1,0.245,94.987,4,0.648
Addicted To That Rush,Mr. Big,Mr. Big,80s Hard Rock,0,4,284973,0.0537,0.46,0.974,7.95E-06,2,0.329,-5.095,1,0.156,112.684,4,0.444
Stupid (feat. LucyXX),Mr. Belt & Wezol,Stupid (feat. LucyXX),Weekend Hangouts,0,61,194931,0.0258,0.838,0.654,0.00487,10,0.0466,-6.319,1,0.0432,124.983,4,0.636
Echo Arms,Mr Twin Sister,Echo Arms,POLLEN,0,60,267604,0.0039,0.783,0.546,0.0919,5,0.206,-11.422,0,0.0413,108.017,4,0.581
Legbegbe,Mr Real,Legbegbe,Afropop.csv,0,49,262191,0.0652,0.903,0.781,8.56E-05,1,0.0591,-5.465,0,0.109,125.01,4,0.758
Leg Over,Mr Eazi,"Life Is Eazi, Vol. 1 - Accra To Lagos",Afropop.csv,1,65,197972,0.58,0.601,0.681,0,9,0.0934,-5.171,1,0.324,98.078,4,0.546
LEG OVER,Mr Eazi,LEG OVER,Global X,0,9,197972,0.58,0.601,0.681,0,9,0.0934,-5.171,1,0.324,98.078,4,0.546
London Town,Mr Eazi,London Town,Power Workout,0,18,200408,0.00669,0.892,0.483,3.37E-05,1,0.113,-5.801,1,0.115,106.029,4,0.281
Property,Mr Eazi,Property,Afropop.csv,0,61,144679,0.385,0.893,0.485,6.90E-06,1,0.128,-5.41,1,0.281,99.927,4,0.818
Ballin (feat. Missippi),Mozzy,Ballin (feat. Missippi),Cali Fire,0,42,193708,0.102,0.688,0.738,0,0,0.327,-6.609,1,0.315,161.94,4,0.716
"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",Mozzy,Gangland Landlord,Cali Fire,0,61,186067,0.000633,0.743,0.522,0,8,0.116,-7.999,1,0.113,88.959,4,0.245
"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",Mozzy,Gangland Landlord,Most Necessary,0,61,186067,0.000633,0.743,0.522,0,8,0.116,-7.999,1,0.113,88.959,4,0.245
"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",Mozzy,Gangland Landlord,Off the Strength,0,61,186067,0.000633,0.743,0.522,0,8,0.116,-7.999,1,0.113,88.959,4,0.245
"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",Mozzy,Gangland Landlord,Gameday - Golden State Warriors,0,30,186067,0.000819,0.748,0.512,0,8,0.116,-8.06,1,0.118,88.95,4,0.223
"Excuse Me (feat. Too $hort, Yhung T.O. & DCMBR)",Mozzy,Gangland Landlord,Fresh Out The Rapper,0,52,190515,0.0116,0.782,0.526,0,1,0.0935,-9.824,1,0.162,97.055,4,0.557
Keep Me Hustlin (feat. Rexx Life Raj),Mozzy,Gangland Landlord,Mellow Bars,0,56,206117,0.0798,0.491,0.552,0,3,0.123,-8.334,0,0.307,77.531,4,0.223
