year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,12,YV,Mesa Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1,1,1,0,0,0,0,0,0,21,21,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",871,102,21,13,67,0,1,23,2,7875,1968,1915,3956,0,36
2020,12,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2101,225,66.07,9.08,135.25,0,14.6,14,8,13536,6084,962,5543,0,947
2020,12,YV,Mesa Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",83,19,5.98,0,7.08,0,5.94,2,0,1085,374,0,254,0,457
2020,12,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",47,3,1,0,2,0,0,1,0,73,30,0,43,0,0
2020,12,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",14,3,2,0,1,0,0,0,0,288,251,0,37,0,0
2020,12,YV,Mesa Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",202,43,13.2,1.76,7.28,0,20.76,0,0,3834,1693,176,632,0,1333
2020,12,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",111,9,3,0,6,0,0,4,1,410,244,0,166,0,0
2020,12,YV,Mesa Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",57,7,0.81,0,2.71,0,3.48,0,0,590,50,0,71,0,469
2020,12,YV,Mesa Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",36,1,1,0,0,0,0,0,0,138,138,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",297,61,22.96,0.84,11.71,0,25.49,4,0,4862,1590,25,680,0,2567
2020,12,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",115,18,6.81,0,6.14,0.2,4.84,1,0,1253,354,0,434,35,430
2020,12,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",163,28,11.97,0.05,6.38,1,8.59,5,1,2611,1131,12,355,27,1086
2020,12,YV,Mesa Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",118,26,11.43,0.08,8.85,0,5.63,0,0,1020,479,2,260,0,279
2020,12,YV,Mesa Airlines Inc.,MLI,"Moline, IL: Quad City International",60,9,2.91,0.81,2.29,0,2.99,2,1,908,98,17,710,0,83
2020,12,YV,Mesa Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",1,1,1,0,0,0,0,0,0,47,47,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",4,1,0,0,0.08,0,0.92,0,0,74,0,0,6,0,68
2020,12,YV,Mesa Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",123,26,8.09,0.15,5.86,0,11.9,4,0,1506,420,25,244,0,817
2020,12,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,6,3,1,2,0,0,3,0,245,128,38,79,0,0
2020,12,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",91,12,9,0,3,0,0,1,0,1526,388,0,1138,0,0
2020,12,YV,Mesa Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",38,2,0.73,0,0,0,1.27,0,0,232,107,0,0,0,125
2020,12,YV,Mesa Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",144,18,2.31,2.08,9.4,0,4.21,2,0,2043,210,1275,405,0,153
2020,12,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",51,4,1,0,2,0,1,1,0,155,38,0,34,0,83
2020,12,YV,Mesa Airlines Inc.,ONT,"Ontario, CA: Ontario International",87,18,6.71,0,6.13,1.53,3.63,0,0,1721,1014,0,209,26,472
2020,12,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",23,4,2,0,2,0,0,0,0,428,213,0,215,0,0
2020,12,YV,Mesa Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",24,7,2,1,4,0,0,0,0,218,46,22,150,0,0
2020,12,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",61,4,2,0,2,0,0,2,0,117,73,0,44,0,0
2020,12,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",923,123,33.01,1.83,52.22,1,34.94,12,1,10311,3684,213,2476,15,3923
2020,12,YV,Mesa Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",57,13,4.09,1.36,1.39,1,5.16,1,1,736,155,112,41,58,370
2020,12,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",49,4,2,0,2,0,0,0,0,119,74,0,45,0,0
2020,12,YV,Mesa Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",90,14,4.89,0,6.93,0,2.18,3,0,575,252,0,231,0,92
2020,12,YV,Mesa Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",28,1,0,0,0,0,1,1,0,536,0,0,0,0,536
2020,12,YV,Mesa Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",41,2,1,0,1,0,0,2,0,45,25,0,20,0,0
2020,12,YV,Mesa Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",79,14,4.19,0.42,4.07,0,5.32,3,1,696,301,16,125,0,254
2020,12,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",77,3,2,0,1,0,0,1,0,127,111,0,16,0,0
2020,12,YV,Mesa Airlines Inc.,RIC,"Richmond, VA: Richmond International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",57,6,3.76,0,0.27,0,1.96,0,0,723,381,0,16,0,326
2020,12,YV,Mesa Airlines Inc.,SAN,"San Diego, CA: San Diego International",13,1,0,0,1,0,0,0,0,51,0,0,51,0,0
2020,12,YV,Mesa Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",46,8,3,1,4,0,0,0,0,464,162,54,248,0,0
2020,12,YV,Mesa Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",51,2,2,0,0,0,0,1,0,185,185,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",15,2,1,0,0,0,1,1,0,51,22,0,0,0,29
2020,12,YV,Mesa Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",195,29,11.29,1.16,7.45,0,9.11,2,0,1717,647,29,366,0,675
2020,12,YV,Mesa Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YV,Mesa Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",39,11,5,0,6,0,0,0,0,526,144,0,382,0,0
2020,12,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",14,1,0,0,1,0,0,0,0,50,0,0,50,0,0
2020,12,YV,Mesa Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",60,10,1.42,0,3.37,0,5.21,1,2,445,154,0,69,0,222
2020,12,YV,Mesa Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",59,12,4.57,0,3.54,0,3.89,0,0,646,167,0,101,0,378
2020,12,YV,Mesa Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",137,21,7.68,0,6.82,0,6.49,2,0,1084,337,0,193,0,554
2020,12,YV,Mesa Airlines Inc.,TUS,"Tucson, AZ: Tucson International",79,9,4.09,0,0.17,0,4.74,0,0,1550,821,0,10,0,719
2020,12,YV,Mesa Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",85,19,7.82,1.38,3.73,0,6.07,1,0,1901,1282,47,188,0,384
2020,12,YV,Mesa Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",73,15,5.8,1.21,3.66,0,4.32,4,0,2405,1361,176,324,0,544
2020,12,YV,Mesa Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",58,8,5,1,2,0,0,0,0,463,279,29,155,0,0
2020,12,YV,Mesa Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",30,4,3.09,0,0,0,0.91,0,0,815,795,0,0,0,20
2020,12,YX,Republic Airline,ALB,"Albany, NY: Albany International",113,15,3.94,1.76,4.11,0,5.19,6,0,1511,181,854,164,0,312
2020,12,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",931,77,33.37,2.64,29.7,0,11.29,3,0,4352,2841,137,856,0,518
2020,12,YX,Republic Airline,ATW,"Appleton, WI: Appleton International",31,1,0,0,1,0,0,1,0,15,0,0,15,0,0
2020,12,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",122,13,1.66,1,10.03,0,0.31,0,0,460,55,119,278,0,8
2020,12,YX,Republic Airline,AVL,"Asheville, NC: Asheville Regional",32,3,1.19,0,0,0,1.81,0,0,129,31,0,0,0,98
2020,12,YX,Republic Airline,BDL,"Hartford, CT: Bradley International",120,16,4.49,0,10.52,0,0.99,3,0,749,232,0,374,0,143
2020,12,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",30,4,0.04,1,1,0.09,1.88,0,0,126,2,23,24,2,75
2020,12,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",53,5,3,0,1,0,1,1,0,240,183,0,35,0,22
2020,12,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",300,22,9.84,2.38,4.42,0,5.36,8,1,1175,570,105,79,0,421
2020,12,YX,Republic Airline,BOS,"Boston, MA: Logan International",494,49,17.72,5.04,18.68,0,7.57,17,0,2674,1040,290,800,0,544
2020,12,YX,Republic Airline,BTV,"Burlington, VT: Burlington International",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,BUF,"Buffalo, NY: Buffalo Niagara International",299,27,10.8,3.39,9.85,0,2.95,10,0,1927,859,310,378,0,380
2020,12,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",34,1,0,0,0,0,1,2,0,16,0,0,0,0,16
2020,12,YX,Republic Airline,BZN,"Bozeman, MT: Bozeman Yellowstone International",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,CAE,"Columbia, SC: Columbia Metropolitan",96,6,5.63,0,0.37,0,0,0,0,278,269,0,9,0,0
2020,12,YX,Republic Airline,CHA,"Chattanooga, TN: Lovell Field",15,3,0,0,1,0,2,1,0,207,0,0,43,0,164
2020,12,YX,Republic Airline,CHS,"Charleston, SC: Charleston AFB/International",161,13,7.34,0.16,4.41,0,1.08,2,0,437,275,5,115,0,42
2020,12,YX,Republic Airline,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",6,2,1,0,1,0,0,0,0,31,15,0,16,0,0
2020,12,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",328,32,15.85,1,10.15,2.63,2.37,2,0,1626,1026,43,354,111,92
2020,12,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",1859,177,43.06,6.61,80.43,0.95,45.96,14,2,9761,2914,379,2320,18,4130
2020,12,YX,Republic Airline,CMH,"Columbus, OH: John Glenn Columbus International",469,46,14.86,1,16.56,1,12.58,3,0,3178,1453,50,611,39,1025
2020,12,YX,Republic Airline,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",123,10,1,0,3.92,0.32,4.77,2,0,1142,39,0,102,7,994
2020,12,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",493,31,13.7,1.21,8.79,0,7.3,6,0,2062,1024,254,360,0,424
2020,12,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",101,26,8.69,1,14.04,0,2.27,2,1,927,372,17,422,0,116
2020,12,YX,Republic Airline,DSM,"Des Moines, IA: Des Moines International",79,10,2.99,0,4.17,0,2.84,3,0,593,151,0,105,0,337
2020,12,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",1060,118,52.85,3.13,49.96,0,12.07,4,0,7482,5023,239,1587,0,633
2020,12,YX,Republic Airline,ECP,"Panama City, FL: Northwest Florida Beaches International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,ELP,"El Paso, TX: El Paso International",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",928,84,26.64,2.17,28.68,0,26.51,34,0,5970,2800,66,1037,0,2067
2020,12,YX,Republic Airline,EYW,"Key West, FL: Key West International",442,44,12.09,1,20.88,1,9.02,3,1,2396,1302,24,548,46,476
2020,12,YX,Republic Airline,FAR,"Fargo, ND: Hector International",21,1,0,0,1,0,0,1,0,18,0,0,18,0,0
2020,12,YX,Republic Airline,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2,1,0,0,1,0,0,0,0,35,0,0,35,0,0
2020,12,YX,Republic Airline,FSD,"Sioux Falls, SD: Joe Foss Field",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,GRB,"Green Bay, WI: Green Bay Austin Straubel International",10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,GRR,"Grand Rapids, MI: Gerald R. Ford International",55,5,1.94,0,2.65,0,0.41,1,0,233,154,0,70,0,9
2020,12,YX,Republic Airline,GSO,"Greensboro/High Point, NC: Piedmont Triad International",1,1,0,0,1,0,0,0,0,48,0,0,48,0,0
2020,12,YX,Republic Airline,GSP,"Greer, SC: Greenville-Spartanburg International",190,15,6.85,0,5.38,0.59,2.17,0,0,630,370,0,167,38,55
2020,12,YX,Republic Airline,HDN,"Hayden, CO: Yampa Valley",13,1,0,0,1,0,0,0,0,19,0,0,19,0,0
2020,12,YX,Republic Airline,HHH,"Hilton Head, SC: Hilton Head Airport",169,12,4.01,1.58,4.41,0,2,1,1,1087,230,673,127,0,57
2020,12,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",473,37,8.78,1,20.33,0,6.89,13,0,2092,376,121,720,0,875
2020,12,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",107,13,3.48,0,9.14,0,0.38,0,0,393,149,0,212,0,32
2020,12,YX,Republic Airline,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",27,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,IND,"Indianapolis, IN: Indianapolis International",612,53,24.77,0.31,12.15,0,15.77,6,0,4079,2582,16,331,0,1150
2020,12,YX,Republic Airline,JAX,"Jacksonville, FL: Jacksonville International",277,20,8.63,0,5.79,0,5.58,5,0,919,456,0,139,0,324
2020,12,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",367,38,25.06,0.47,9.53,0,2.94,14,0,2513,1483,48,425,0,557
2020,12,YX,Republic Airline,LAN,"Lansing, MI: Capital Region International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,LEX,"Lexington, KY: Blue Grass",62,8,6.39,0,1.48,0,0.13,0,0,406,348,0,50,0,8
2020,12,YX,Republic Airline,LGA,"New York, NY: LaGuardia",1001,83,36.61,2.85,31.11,1,11.43,27,3,7268,4164,190,2172,18,724
2020,12,YX,Republic Airline,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,YX,Republic Airline,LNK,"Lincoln, NE: Lincoln Airport",12,1,1,0,0,0,0,1,0,22,22,0,0,0,0
2020,12,YX,Republic Airline,MCI,"Kansas City, MO: Kansas City International",358,34,13,0,15.84,0,5.16,4,0,1255,668,0,386,0,201
2020,12,YX,Republic Airline,MCO,"Orlando, FL: Orlando International",12,1,0,0,0,0,1,0,0,39,0,0,0,0,39
2020,12,YX,Republic Airline,MDW,"Chicago, IL: Chicago Midway International",90,8,5.23,0,0.8,0,1.97,0,0,364,254,0,27,0,83
2020,12,YX,Republic Airline,MEM,"Memphis, TN: Memphis International",86,7,2,0.07,2.85,0,2.08,0,0,375,54,2,147,0,172
2020,12,YX,Republic Airline,MIA,"Miami, FL: Miami International",1085,95,31.63,3.65,42.56,1,16.16,2,0,4734,1815,286,1431,21,1181
2020,12,YX,Republic Airline,MKE,"Milwaukee, WI: General Mitchell International",51,5,3.77,0,1,0,0.23,0,0,138,108,0,18,0,12
2020,12,YX,Republic Airline,MLB,"Melbourne, FL: Melbourne International",34,2,1.22,0,0.73,0,0.05,0,0,43,27,0,15,0,1
2020,12,YX,Republic Airline,MLI,"Moline, IL: Quad City International",19,1,1,0,0,0,0,1,0,114,114,0,0,0,0
2020,12,YX,Republic Airline,MSN,"Madison, WI: Dane County Regional-Truax Field",36,3,0,0,2,0,1,1,0,147,0,0,92,0,55
2019,12,EV,ExpressJet Airlines LLC,BDL,"Hartford, CT: Bradley International",14,4,2,0,0,0,2,0,0,114,61,0,0,0,53
2019,12,EV,ExpressJet Airlines LLC,BGR,"Bangor, ME: Bangor International",34,16,4.12,0,3.9,0,7.98,2,0,1450,682,0,231,0,537
2019,12,EV,ExpressJet Airlines LLC,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",65,13,4.52,0.04,5.96,0,2.48,0,0,572,233,2,206,0,131
2019,12,EV,ExpressJet Airlines LLC,BNA,"Nashville, TN: Nashville International",120,41,11.01,0.74,13.99,0,15.25,6,0,2638,670,164,685,0,1119
2019,12,EV,ExpressJet Airlines LLC,BRO,"Brownsville, TX: Brownsville South Padre Island International",96,17,8.01,0,4.66,0,4.33,1,0,1037,578,0,139,0,320
2019,12,EV,ExpressJet Airlines LLC,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",123,16,5.41,1.46,5.55,0,3.58,0,1,1393,416,387,210,0,380
2019,12,EV,ExpressJet Airlines LLC,BTV,"Burlington, VT: Burlington International",73,32,8.01,1,7.18,0,15.81,1,0,4119,1162,69,1350,0,1538
2019,12,EV,ExpressJet Airlines LLC,BUF,"Buffalo, NY: Buffalo Niagara International",87,33,9.38,2,7.17,0,14.45,12,0,2377,826,60,275,0,1216
2019,12,EV,ExpressJet Airlines LLC,CAK,"Akron, OH: Akron-Canton Regional",30,6,0.92,0,3.78,0,1.3,1,0,255,44,0,176,0,35
2019,12,EV,ExpressJet Airlines LLC,CHS,"Charleston, SC: Charleston AFB/International",26,6,2.45,0,2.72,0,0.83,0,0,1072,845,0,150,0,77
2019,12,EV,ExpressJet Airlines LLC,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,EV,ExpressJet Airlines LLC,CLE,"Cleveland, OH: Cleveland-Hopkins International",325,97,26.94,2.49,23.3,0,44.27,15,1,9834,3956,985,1395,0,3498
2019,12,EV,ExpressJet Airlines LLC,CLL,"College Station/Bryan, TX: Easterwood Field",62,14,6.49,1,2.42,0,4.09,1,0,1290,723,104,74,0,389
2019,12,EV,ExpressJet Airlines LLC,CLT,"Charlotte, NC: Charlotte Douglas International",93,31,9.16,0,13.12,0,8.72,1,0,1708,786,0,324,0,598
2019,12,EV,ExpressJet Airlines LLC,CMH,"Columbus, OH: John Glenn Columbus International",81,17,6.02,0,6.2,0,4.78,1,1,1064,399,0,306,0,359
2019,12,EV,ExpressJet Airlines LLC,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",5,3,1.72,0,1,0,0.28,0,0,213,184,0,20,0,9
2019,12,EV,ExpressJet Airlines LLC,CRP,"Corpus Christi, TX: Corpus Christi International",119,12,3.3,1.94,1.46,0,5.3,1,1,924,210,179,46,0,489
2019,12,EV,ExpressJet Airlines LLC,CRW,"Charleston/Dunbar, WV: Yeager",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,EV,ExpressJet Airlines LLC,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",168,40,16.01,1,10.13,0,12.86,4,0,3978,2174,41,506,0,1257
2019,12,EV,ExpressJet Airlines LLC,DAY,"Dayton, OH: James M Cox/Dayton International",7,4,2,0,0.4,0,1.6,0,0,485,241,0,18,0,226
2019,12,EV,ExpressJet Airlines LLC,DCA,"Washington, DC: Ronald Reagan Washington National",289,78,20.95,1.04,28.29,0,27.72,9,3,8368,2311,20,3099,0,2938
2019,12,EV,ExpressJet Airlines LLC,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6,1,0.82,0,0.18,0,0,0,0,142,116,0,26,0,0
2019,12,EV,ExpressJet Airlines LLC,DSM,"Des Moines, IA: Des Moines International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,EV,ExpressJet Airlines LLC,DTW,"Detroit, MI: Detroit Metro Wayne County",77,18,5.05,1.83,6.58,0,4.55,0,1,955,249,159,260,0,287
2019,12,EV,ExpressJet Airlines LLC,ECP,"Panama City, FL: Northwest Florida Beaches International",44,6,4.13,0,1.87,0,0,1,0,735,651,0,84,0,0
2019,12,EV,ExpressJet Airlines LLC,ELP,"El Paso, TX: El Paso International",43,8,0,0.84,3.57,0,3.59,0,0,271,0,26,87,0,158
2019,12,EV,ExpressJet Airlines LLC,ERI,"Erie, PA: Erie International/Tom Ridge Field",16,1,0,0,0,0,1,1,0,45,0,0,0,0,45
2019,12,EV,ExpressJet Airlines LLC,EVV,"Evansville, IN: Evansville Regional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,EV,ExpressJet Airlines LLC,EWR,"Newark, NJ: Newark Liberty International",1424,624,76.69,3.23,373.52,0,170.56,84,4,71703,12093,465,42011,0,17134
2019,12,EV,ExpressJet Airlines LLC,EYW,"Key West, FL: Key West International",17,5,0.91,0.53,2.34,0,1.21,0,0,357,69,18,99,0,171
2019,12,EV,ExpressJet Airlines LLC,FNT,"Flint, MI: Bishop International",9,4,0.75,0,2.87,0,0.38,0,0,175,47,0,96,0,32
2019,12,EV,ExpressJet Airlines LLC,FSD,"Sioux Falls, SD: Joe Foss Field",15,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,12,EV,ExpressJet Airlines LLC,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",89,8,3.58,0.98,2.49,0,0.95,2,1,925,216,228,163,0,318
2019,12,EV,ExpressJet Airlines LLC,GRB,"Green Bay, WI: Green Bay Austin Straubel International",52,10,2.21,0.8,2.21,0,4.78,1,0,1630,1111,36,95,0,388
2019,12,EV,ExpressJet Airlines LLC,GRK,"Killeen, TX: Robert Gray AAF",53,9,2.67,0,3.12,0,3.21,0,0,590,77,0,101,0,412
2019,12,EV,ExpressJet Airlines LLC,GRR,"Grand Rapids, MI: Gerald R. Ford International",62,24,11.65,0,7.26,0,5.09,4,0,1494,827,0,320,0,347
2019,12,EV,ExpressJet Airlines LLC,GSO,"Greensboro/High Point, NC: Piedmont Triad International",35,7,1.26,0,3.53,0,2.21,1,0,447,141,0,202,0,104
2019,12,EV,ExpressJet Airlines LLC,GSP,"Greer, SC: Greenville-Spartanburg International",102,39,11.76,0,7.83,0,19.41,8,2,3779,1644,0,412,0,1723
2019,12,EV,ExpressJet Airlines LLC,HDN,"Hayden, CO: Yampa Valley",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,12,EV,ExpressJet Airlines LLC,HOB,"Hobbs, NM: Lea County Regional",3,1,0.63,0,0.38,0,0,0,0,16,10,0,6,0,0
2019,12,EV,ExpressJet Airlines LLC,HRL,"Harlingen/San Benito, TX: Valley International",65,13,4.66,0,4.55,0,3.79,0,0,914,296,0,98,0,520
2019,12,EV,ExpressJet Airlines LLC,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",24,2,1.03,0,0.97,0,0,0,0,104,70,0,34,0,0
2019,12,EV,ExpressJet Airlines LLC,IAH,"Houston, TX: George Bush Intercontinental/Houston",2638,400,68.58,6.5,163.34,0,161.58,12,10,37886,11707,908,11553,0,13718
2019,12,EV,ExpressJet Airlines LLC,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",65,8,3.64,1,2,0,1.36,0,1,673,331,151,35,0,156
2019,12,EV,ExpressJet Airlines LLC,IND,"Indianapolis, IN: Indianapolis International",146,46,16.72,1,13.52,0,14.76,1,0,3761,1773,105,458,0,1425
2019,12,EV,ExpressJet Airlines LLC,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",71,10,2.98,0.27,4.99,0,1.77,0,2,452,185,7,129,0,131
2019,12,EV,ExpressJet Airlines LLC,JAX,"Jacksonville, FL: Jacksonville International",66,12,3.21,0,5.07,0,3.72,1,0,665,255,0,230,0,180
2019,12,EV,ExpressJet Airlines LLC,LAN,"Lansing, MI: Capital Region International",2,1,0,0,1,0,0,0,0,23,0,0,23,0,0
2019,12,EV,ExpressJet Airlines LLC,LBB,"Lubbock, TX: Lubbock Preston Smith International",60,10,3.01,0.13,3.3,0,3.56,2,1,434,97,15,92,0,230
2019,12,EV,ExpressJet Airlines LLC,LCH,"Lake Charles, LA: Lake Charles Regional",79,12,3.47,0.67,3.7,0,4.16,0,1,1540,219,109,1044,0,168
2019,12,EV,ExpressJet Airlines LLC,LEX,"Lexington, KY: Blue Grass",39,5,1,0.14,2,0,1.86,0,0,407,20,11,246,0,130
2019,12,EV,ExpressJet Airlines LLC,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",130,19,8,2.83,6.19,0,1.98,0,0,1387,471,318,356,0,242
2019,12,EV,ExpressJet Airlines LLC,LGA,"New York, NY: LaGuardia",160,39,5.56,0,20.74,0,12.71,7,1,3461,606,0,1954,0,901
2019,12,EV,ExpressJet Airlines LLC,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",108,14,4.28,0,2.92,0,6.8,2,0,1197,495,0,76,0,626
2019,12,EV,ExpressJet Airlines LLC,LNK,"Lincoln, NE: Lincoln Airport",3,2,0.56,0,0.13,0,1.31,0,0,189,9,0,2,0,178
2019,12,EV,ExpressJet Airlines LLC,LRD,"Laredo, TX: Laredo International",76,9,4.1,0,3.77,0,1.13,0,0,623,473,0,101,0,49
2019,12,EV,ExpressJet Airlines LLC,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",19,3,2,0.54,0.46,0,0,0,0,198,120,42,36,0,0
2019,12,EV,ExpressJet Airlines LLC,MCI,"Kansas City, MO: Kansas City International",57,10,5.39,1,1.93,0,1.69,0,0,781,532,61,74,0,114
2019,12,EV,ExpressJet Airlines LLC,MDT,"Harrisburg, PA: Harrisburg International",9,3,1,0,1,0,1,0,0,323,257,0,22,0,44
2019,12,EV,ExpressJet Airlines LLC,MEM,"Memphis, TN: Memphis International",98,25,8.39,0,5.78,0,10.83,1,0,1505,504,0,294,0,707
2019,12,EV,ExpressJet Airlines LLC,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",95,18,6.81,1.68,7.57,0,1.94,0,0,1039,361,79,384,0,215
