Invoice_ID,Customer_ID,Product_Name,Category,Quantity,Price,Total_Sales,Date
I-821,78,Fruits,Groceries,8,952.98,7623.84,22-12-2024
I-822,46,Fruits,Groceries,4,28.76,115.04,21-01-2024
I-823,100,Smartwatch,Electronics,3,461.53,1384.59,07-06-2024
I-824,2,Lamp,Home Decor,1,206.42,206.42,07-07-2024
I-825,81,T-Shirt,Clothing,3,586.45,1759.35,19-11-2024
I-826,19,Dress,Clothing,5,624.51,3122.55,06-12-2024
I-827,64,Rice,Groceries,7,290.44,2033.08,11-01-2024
I-828,43,Tennis Racket,Sports,3,675.25,2025.75,11-01-2024
I-829,79,Headphones,Electronics,2,759.66,1519.32,07-09-2024
I-830,43,Smartphone,Electronics,1,511.08,511.08,15-10-2024
I-831,73,Dress,Clothing,4,916.18,3664.72,29-07-2024
I-832,46,Bread,Groceries,2,277.48,554.96,14-08-2024
I-833,41,Dress,Clothing,4,938.31,3753.24,13-09-2024
I-834,52,T-Shirt,Clothing,5,43.53,217.65,15-07-2024
I-835,94,Bread,Groceries,10,360.03,3600.3,03-02-2024
I-836,88,Lamp,Home Decor,1,223.47,223.47,26-08-2024
I-837,66,Jeans,Clothing,1,83.7,83.7,21-11-2024
I-838,83,Bicycle,Sports,3,412.23,1236.69,10-07-2024
I-839,30,Bicycle,Sports,6,434.25,2605.5,05-02-2024
I-840,86,T-Shirt,Clothing,7,147.65,1033.55,10-05-2024
I-841,54,Laptop,Electronics,4,692.35,2769.4,13-11-2024
I-842,23,Milk,Groceries,10,996.06,9960.6,25-11-2024
I-843,62,Smartphone,Electronics,1,308.68,308.68,10-08-2024
I-844,69,Rice,Groceries,9,726.92,6542.28,24-04-2024
I-845,10,Sneakers,Clothing,7,32.94,230.58,22-11-2024
I-846,85,T-Shirt,Clothing,2,457.69,915.38,08-10-2024
I-847,60,Jacket,Clothing,10,130.18,1301.8,20-11-2024
I-848,83,Lamp,Home Decor,1,917.38,917.38,18-05-2024
I-849,87,Dress,Clothing,10,861.57,8615.7,08-09-2024
I-850,98,Tablet,Electronics,7,374.45,2621.15,22-11-2024
I-851,3,Fruits,Groceries,6,889.78,5338.68,23-12-2024
I-852,1,Lamp,Home Decor,6,602.59,3615.54,10-12-2024
I-853,15,Smartwatch,Electronics,1,543.21,543.21,07-10-2024
I-854,88,Smartwatch,Electronics,2,618.54,1237.08,08-11-2024
I-855,83,Smartphone,Electronics,9,959.36,8634.24,23-12-2024
I-856,17,Smartphone,Electronics,4,668.73,2674.92,04-04-2024
I-857,33,Football,Sports,3,587.15,1761.45,31-05-2024
I-858,37,Wall Art,Home Decor,6,518.07,3108.42,06-12-2024
I-859,26,Rice,Groceries,2,447.82,895.64,12-08-2024
I-860,82,T-Shirt,Clothing,10,447.52,4475.2,24-07-2024
I-861,84,Eggs,Groceries,5,603.79,3018.95,15-07-2024
I-862,64,T-Shirt,Clothing,5,741.86,3709.3,15-10-2024
I-863,17,Jeans,Clothing,7,36.47,255.29,20-03-2024
I-864,78,Dress,Clothing,7,753.67,5275.69,01-09-2024
I-865,19,Cushion,Home Decor,6,52.15,312.9,31-01-2024
I-866,28,Football,Sports,9,669.15,6022.35,09-03-2024
I-867,27,Laptop,Electronics,5,822.22,4111.1,07-04-2024
I-868,39,Tablet,Electronics,2,958.36,1916.72,11-10-2024
I-869,47,Cushion,Home Decor,6,349.95,2099.7,19-11-2024
I-870,5,Jacket,Clothing,9,831.64,7484.76,31-12-2023
I-871,26,Wall Art,Home Decor,3,841.85,2525.55,27-04-2024
I-872,36,Cushion,Home Decor,2,84.62,169.24,21-07-2024
I-873,96,Rice,Groceries,1,835.76,835.76,16-07-2024
I-874,2,Jeans,Clothing,9,75.43,678.87,25-04-2024
I-875,16,Jeans,Clothing,5,541.66,2708.3,02-04-2024
I-876,2,T-Shirt,Clothing,3,947.27,2841.81,28-09-2024
I-877,88,Fruits,Groceries,5,675.17,3375.85,23-08-2024
I-878,70,Headphones,Electronics,10,411.88,4118.8,27-09-2024
I-879,42,Laptop,Electronics,9,752.3,6770.7,28-07-2024
I-880,78,Curtains,Home Decor,5,292.59,1462.95,15-09-2024
I-881,36,Vase,Home Decor,4,222.59,890.36,19-11-2024
I-882,55,Sneakers,Clothing,9,537.71,4839.39,07-10-2024
I-883,11,Sneakers,Clothing,4,626.01,2504.04,03-06-2024
I-884,47,Curtains,Home Decor,2,185.17,370.34,03-05-2024
I-885,34,Rice,Groceries,4,143.8,575.2,05-12-2024
I-886,1,Curtains,Home Decor,2,48.53,97.06,29-12-2023
I-887,13,Vase,Home Decor,2,874.23,1748.46,13-11-2024
I-888,17,Rice,Groceries,10,432.47,4324.7,20-06-2024
I-889,12,Vase,Home Decor,8,755.71,6045.68,01-10-2024
I-890,64,Tennis Racket,Sports,3,288.03,864.09,25-08-2024
I-891,10,Bicycle,Sports,6,253.58,1521.48,19-04-2024
I-892,38,Rice,Groceries,9,506.64,4559.76,25-01-2024
I-893,6,Vase,Home Decor,5,39.95,199.75,31-12-2023
I-894,13,Jacket,Clothing,4,972.55,3890.2,23-02-2024
I-895,84,Tablet,Electronics,4,163.56,654.24,17-11-2024
I-896,76,Lamp,Home Decor,8,723.35,5786.8,21-10-2024
I-897,53,Smartphone,Electronics,9,278.34,2505.06,22-11-2024
I-898,62,Eggs,Groceries,9,158.47,1426.23,26-10-2024
I-899,97,Yoga Mat,Sports,4,131.87,527.48,14-03-2024
I-900,10,Eggs,Groceries,4,309.74,1238.96,30-07-2024
I-901,55,Bicycle,Sports,4,149.24,596.96,26-12-2024
I-902,20,Sneakers,Clothing,1,657.21,657.21,03-10-2024
I-903,74,Yoga Mat,Sports,10,636.97,6369.7,28-11-2024
I-904,73,Tablet,Electronics,9,557.45,5017.05,19-12-2024
I-905,20,Jacket,Clothing,3,582.93,1748.79,23-08-2024
I-906,8,Laptop,Electronics,10,86.46,864.6,27-01-2024
I-907,88,Football,Sports,6,714.24,4285.44,12-03-2024
I-908,10,Dress,Clothing,2,651.33,1302.66,29-04-2024
I-909,78,Tablet,Electronics,9,700.85,6307.65,13-05-2024
I-910,79,Football,Sports,9,337.59,3038.31,18-06-2024
I-911,13,Jacket,Clothing,2,80.97,161.94,01-06-2024
I-912,80,Wall Art,Home Decor,2,891.87,1783.74,13-09-2024
I-913,95,Jeans,Clothing,1,811.62,811.62,30-03-2024
I-914,72,Tennis Racket,Sports,4,387.03,1548.12,11-05-2024
I-915,15,Headphones,Electronics,3,669.04,2007.12,05-03-2024
I-916,99,Smartwatch,Electronics,7,589.71,4127.97,05-02-2024
I-917,67,Curtains,Home Decor,2,950.65,1901.3,18-10-2024
I-918,68,Wall Art,Home Decor,2,828.95,1657.9,30-04-2024
I-919,100,Tablet,Electronics,7,992.26,6945.82,03-01-2024
I-920,48,Lamp,Home Decor,7,258.74,1811.18,06-09-2024
I-921,15,Smartphone,Electronics,8,502.54,4020.32,11-04-2024
I-922,90,Sneakers,Clothing,10,404.21,4042.1,15-10-2024
I-923,10,Smartphone,Electronics,4,901.28,3605.12,08-03-2024
I-924,48,Jacket,Clothing,7,340.66,2384.62,13-04-2024
I-925,9,Wall Art,Home Decor,10,795.47,7954.7,24-05-2024
I-926,22,Headphones,Electronics,8,247.79,1982.32,07-11-2024
I-927,20,Lamp,Home Decor,7,357.59,2503.13,08-11-2024
I-928,7,Fruits,Groceries,2,70.63,141.26,08-10-2024
I-929,46,Smartphone,Electronics,4,492.3,1969.2,27-08-2024
I-930,70,Tablet,Electronics,7,928.08,6496.56,30-09-2024
I-931,63,Rice,Groceries,2,752.96,1505.92,27-03-2024
I-932,22,Bicycle,Sports,9,732.05,6588.45,04-04-2024
I-933,75,Smartphone,Electronics,3,291.35,874.05,04-04-2024
I-934,56,Tennis Racket,Sports,9,48.4,435.6,10-10-2024
I-935,58,Tennis Racket,Sports,1,976.31,976.31,27-01-2024
I-936,75,Bicycle,Sports,6,144.28,865.68,23-02-2024
I-937,65,Smartwatch,Electronics,8,579.83,4638.64,09-03-2024
I-938,72,Rice,Groceries,1,539.11,539.11,15-03-2024
I-939,58,Cushion,Home Decor,3,911.89,2735.67,08-03-2024
I-940,40,Bicycle,Sports,3,730.77,2192.31,14-08-2024
I-941,8,Yoga Mat,Sports,1,31.13,31.13,01-06-2024
I-942,64,Smartwatch,Electronics,6,642.6,3855.6,23-02-2024
I-943,49,Yoga Mat,Sports,10,274.05,2740.5,26-01-2024
I-944,64,Yoga Mat,Sports,6,788.37,4730.22,02-07-2024
I-945,91,Wall Art,Home Decor,4,92.96,371.84,09-09-2024
I-946,49,Dumbbells,Sports,9,559.46,5035.14,15-06-2024
I-947,70,Fruits,Groceries,3,988.32,2964.96,25-12-2024
I-948,57,Yoga Mat,Sports,10,949.13,9491.3,12-04-2024
I-949,60,Curtains,Home Decor,7,393.38,2753.66,07-02-2024
I-950,76,Wall Art,Home Decor,8,530.17,4241.36,25-07-2024
I-951,11,Headphones,Electronics,10,220.48,2204.8,13-05-2024
I-952,80,Milk,Groceries,6,336.3,2017.8,06-02-2024
I-953,59,Jeans,Clothing,2,744.36,1488.72,31-12-2023
I-954,91,Tablet,Electronics,6,92.88,557.28,09-09-2024
I-955,100,T-Shirt,Clothing,2,966.03,1932.06,25-09-2024
I-956,41,Vase,Home Decor,6,958.88,5753.28,18-04-2024
I-957,15,Headphones,Electronics,9,993.05,8937.45,30-01-2024
I-958,80,Sneakers,Clothing,4,554.24,2216.96,05-07-2024
I-959,85,Cushion,Home Decor,6,449.06,2694.36,03-08-2024
I-960,4,Tennis Racket,Sports,7,526.98,3688.86,24-07-2024
I-961,15,Rice,Groceries,9,746.17,6715.53,08-11-2024
I-962,58,Wall Art,Home Decor,8,743.41,5947.28,02-09-2024
I-963,85,T-Shirt,Clothing,4,255.39,1021.56,03-02-2024
I-964,94,Curtains,Home Decor,4,672.14,2688.56,18-08-2024
I-965,87,Wall Art,Home Decor,5,108.74,543.7,31-10-2024
I-966,83,Jacket,Clothing,5,193.34,966.7,30-04-2024
I-967,88,Sneakers,Clothing,4,954.1,3816.4,08-08-2024
I-968,59,Dress,Clothing,6,624.43,3746.58,14-10-2024
I-969,57,Smartphone,Electronics,1,482.3,482.3,16-10-2024
I-970,70,Vase,Home Decor,7,802.55,5617.85,22-11-2024
I-971,50,Cushion,Home Decor,7,394.34,2760.38,26-01-2024
I-972,34,Eggs,Groceries,2,331.97,663.94,28-01-2024
I-973,97,Dress,Clothing,3,420.45,1261.35,09-09-2024
I-974,71,Rice,Groceries,8,872.43,6979.44,04-11-2024
I-975,19,Dumbbells,Sports,3,746.95,2240.85,20-04-2024
I-976,98,Football,Sports,4,640.48,2561.92,03-06-2024
I-977,22,Eggs,Groceries,8,998.84,7990.72,09-01-2024
I-978,64,Rice,Groceries,6,127.43,764.58,03-02-2024
I-979,34,Yoga Mat,Sports,8,887.43,7099.44,03-09-2024
I-980,35,Rice,Groceries,10,671.04,6710.4,18-11-2024
I-981,98,Jacket,Clothing,9,858.68,7728.12,08-04-2024
I-982,8,Dumbbells,Sports,2,501.23,1002.46,21-12-2024
I-983,34,Dress,Clothing,7,945.23,6616.61,10-05-2024
I-984,20,Laptop,Electronics,10,605.27,6052.7,21-12-2024
I-985,42,Eggs,Groceries,2,636.65,1273.3,14-09-2024
I-986,18,Fruits,Groceries,10,610.37,6103.7,25-02-2024
I-987,37,Smartphone,Electronics,9,959.02,8631.18,08-07-2024
I-988,50,Eggs,Groceries,6,277.35,1664.1,24-10-2024
I-989,81,Dumbbells,Sports,2,738.82,1477.64,25-12-2024
I-990,22,Jacket,Clothing,10,86.7,867,12-01-2024
I-991,95,Rice,Groceries,8,700.14,5601.12,17-12-2024
I-992,4,Dumbbells,Sports,6,858.88,5153.28,08-10-2024
I-993,63,Dumbbells,Sports,5,180.08,900.4,23-11-2024
I-994,56,Dumbbells,Sports,6,800.39,4802.34,05-07-2024
I-995,6,Fruits,Groceries,4,36.85,147.4,27-06-2024
I-996,76,Jeans,Clothing,3,527.63,1582.89,17-09-2024
I-997,41,Jeans,Clothing,10,744.78,7447.8,20-09-2024
I-998,81,Curtains,Home Decor,9,379.8,3418.2,25-09-2024
I-999,30,Tablet,Electronics,4,64.06,256.24,03-06-2024
I-1000,46,Curtains,Home Decor,2,745.06,1490.12,25-03-2024
