Year,Month,Quarter,Airline,Type,PassengerToIndia,PassengerFromIndia,FreightToIndia,FreightFromIndia
2015,AUG,Q3,VIRGIN ATLANTIC AIRLINES,FOREIGN,5821,7911,245.081,363.281
2015,AUG,Q3,YEMENIA AIRWAYS,FOREIGN,11,270,0,1.133
2015,SEP,Q3,AIR INDIA,DOMESTIC,193876,225893,3803.656,4513.044
2015,SEP,Q3,AIR INDIA EXPRESS,DOMESTIC,92633,123761,16.663,454.586
2015,SEP,Q3,INDIGO,DOMESTIC,55966,70606,55.841,989.83847
2015,SEP,Q3,JET AIRWAYS,DOMESTIC,259644,294673,3668.3792,5382.56693
2015,SEP,Q3,SPICEJET,DOMESTIC,39802,48743,0,295.256
2015,SEP,Q3,AEROFLOT,FOREIGN,5056,6070,3.313,130.714
2015,SEP,Q3,AEROLOGIC,FOREIGN,0,0,1.536,1.372
2015,SEP,Q3,AIR ARABIA,FOREIGN,65482,75272,44.483,1039.94
2015,SEP,Q3,AIR ASIA BERHAD,FOREIGN,26759,26841,90.837,335.979
2015,SEP,Q3,AIR ASTANA,FOREIGN,1474,3311,0.093,47.032
2015,SEP,Q3,AIR AUSTRAL,FOREIGN,211,169,0,4.941
2015,SEP,Q3,AIR CHINA,FOREIGN,3534,3412,132.719,142.914
2015,SEP,Q3,AIR FRANCE,FOREIGN,0,0,0,0
2015,SEP,Q3,AIR MANAS,FOREIGN,406,1558,4.202,6.446
2015,SEP,Q3,AIR MAURITIUS,FOREIGN,5869,6094,13.116,233.315
2015,SEP,Q3,AIR SEYCHELLES,FOREIGN,1604,1683,0.187,1.654
2015,SEP,Q3,ALL NIPPON AIRWAYS,FOREIGN,4440,5067,347.061,415.897
2015,SEP,Q3,ARIANA AFGHAN,FOREIGN,647,1125,0.625,29.761
2015,SEP,Q3,ASIANA AIRLINES,FOREIGN,2741,2601,66.348,75.76
2015,SEP,Q3,AUSTRIAN AIRLINES,FOREIGN,4054,5333,144.995,214.581
2015,SEP,Q3,BANGKOK AIRWAYS,FOREIGN,2441,2730,5.826,49.098
2015,SEP,Q3,BHUTAN AIRLINES,FOREIGN,1917,2065,0,0
2015,SEP,Q3,BIMAN BANGLADESH,FOREIGN,3055,2954,0.051,2.888
2015,SEP,Q3,BRITISH AIRWAYS,FOREIGN,34745,43008,1654,2811
2015,SEP,Q3,BUDHHA AIR,FOREIGN,0,0,0,0
2015,SEP,Q3,CATHAY PACIFIC,FOREIGN,30593,29452,7223.577,3979.577
2015,SEP,Q3,CHINA AIRLINES LTD,FOREIGN,936,5273,44.387,84.648
2015,SEP,Q3,CHINA EASTERN AIRLINES,FOREIGN,7371,6893,213.198,208.674
2015,SEP,Q3,CHINA SOUTHERN ,FOREIGN,6115,5574,40.772,45.589
2015,SEP,Q3,DRAGON AIR,FOREIGN,6610,7004,394.819,272.856
2015,SEP,Q3,DRUK AIR,FOREIGN,4641,3070,0.779,8.609
2015,SEP,Q3,EGYPT AIR,FOREIGN,1226,1437,0.613,7.934
2015,SEP,Q3,EL-AL-ISRAEL,FOREIGN,1904,1703,50.259,76.165
2015,SEP,Q3,EMIRATES AIRLINE,FOREIGN,173117,217128,4873.894,12772.817
2015,SEP,Q3,ETHIOPIAN AIRLINES,FOREIGN,3129,3671,331.042,249.932
2015,SEP,Q3,ETIHAD AIRLINES,FOREIGN,82172,101157,1664.814,2226.983
2015,SEP,Q3,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,SEP,Q3,FEDERAL EXPRESS,FOREIGN,0,0,1206.989,1861.968
2015,SEP,Q3,FINN AIR,FOREIGN,2316,2542,126.803,176.058
2015,SEP,Q3,FLY DUBAI,FOREIGN,15987,20226,21.883,234.342
2015,SEP,Q3,GULF AIR,FOREIGN,31065,34019,38.111,688.627
2015,SEP,Q3,IRAN AIR,FOREIGN,1657,1433,8.864,39.867
2015,SEP,Q3,IRAQI AIRWAYS,FOREIGN,1062,1060,0,0
2015,SEP,Q3,ISLAND AVIATION SERVICES,FOREIGN,3405,3414,11.177,52.3
2015,SEP,Q3,JAPAN AIRLINES,FOREIGN,3789,4162,412.405,172.095
2015,SEP,Q3,KALITTA AIR,FOREIGN,0,0,1088.286,1074.013
2015,SEP,Q3,KAM AIR,FOREIGN,2400,1000,0,42.774
2015,SEP,Q3,KENYA AIRWAYS,FOREIGN,8118,6579,297.222,9.843
2015,SEP,Q3,KLM AIRLINES,FOREIGN,3008,3455,217.644,418.771
2015,SEP,Q3,KOREAN AIR,FOREIGN,1936,1880,60.047,66.396
2015,SEP,Q3,KUWAIT AIRWAYS,FOREIGN,20320,26339,195.184,991.816
2015,SEP,Q3,LUFTHANSA,FOREIGN,34344,39377,3055.857,2626.845
2015,SEP,Q3,MAHAN AIR,FOREIGN,174,1440,10.737,75.751
2015,SEP,Q3,MALAYSIA AIRLINES,FOREIGN,25818,28305,1004.338,1058.953
2015,SEP,Q3,MALINDO AIRWAYS,FOREIGN,21091,18663,11.689,88.947
2015,SEP,Q3,MIHIN LANKA,FOREIGN,6216,7059,0.064,0.254
2015,SEP,Q3,MYANMAR AIRLINES,FOREIGN,0,0,0,0
2015,SEP,Q3,NEPAL AIRLINES CORPORATION,FOREIGN,3287,3514,0,0
2015,SEP,Q3,OMAN AIR,FOREIGN,50256,57409,113.621,740.614
2015,SEP,Q3,PAK INTERNATIONAL,FOREIGN,1098,1896,7.053,25.686
2015,SEP,Q3,QATAR AIRWATYS,FOREIGN,69695,79288,3460.979,6744.728
2015,SEP,Q3,REGENT AIRWAYS,FOREIGN,5603,5288,0,0
2015,SEP,Q3,SAFI AIRWAYS,FOREIGN,2050,2295,6.013,28.478
2015,SEP,Q3,SAUDIA,FOREIGN,46410,61371,154.782,2107.348
2015,SEP,Q3,SILK AIR,FOREIGN,14226,16867,101.413,220.877
2015,SEP,Q3,SINGAPORE AIRLINES,FOREIGN,39912,39418,3364.285,2657.042
2015,SEP,Q3,SRILNKAN AIRWAYS,FOREIGN,46276,61878,568.205,1322.365
2015,SEP,Q3,SWISS AIR,FOREIGN,10286,12233,770.351,822.161
2015,SEP,Q3,TAJIK AIR,FOREIGN,156,409,3.29,2.352
2015,SEP,Q3,THAI AIR ASIA,FOREIGN,5196,5519,34.576,22.817
2015,SEP,Q3,THAI AIRWAYS,FOREIGN,47716,53879,2251.082,1524.439
2015,SEP,Q3,TIGER AIRWAYS,FOREIGN,24719,24711,181.515,211.735
2015,SEP,Q3,TRANSAERO AIRLINES,FOREIGN,2250,2045,1.29,78.144
2015,SEP,Q3,TURKISH AIRLINES,FOREIGN,15132,16571,731.425,905.173
2015,SEP,Q3,TURKMENISTAN AIRLINES,FOREIGN,2375,3224,0,24.834
2015,SEP,Q3,UNITED AIRLINES,FOREIGN,14297,14071,250.251,306.863
2015,SEP,Q3,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,649,946,0,0
2015,SEP,Q3,UNITED PARCEL SERVICES,FOREIGN,0,0,565.308,418
2015,SEP,Q3,UZBEKISTAN AIRWAYS,FOREIGN,3671,4493,1499.131,610.926
2015,SEP,Q3,VIRGIN ATLANTIC AIRLINES,FOREIGN,5095,6551,323.777,378.353
2015,SEP,Q3,YEMENIA AIRWAYS,FOREIGN,10,157,0,0.161
2015,OCT,Q4,AIR INDIA,DOMESTIC,225658,192536,3882.074,5004.528
2015,OCT,Q4,AIR INDIA EXPRESS,DOMESTIC,93844,118009,18.394,439.953
2015,OCT,Q4,INDIGO,DOMESTIC,58635,69880,68.487,928.5975
2015,OCT,Q4,JET AIRWAYS,DOMESTIC,286697,278631,3811.86321,5701.58667
2015,OCT,Q4,SPICEJET,DOMESTIC,40334,47544,74.2935,410.78056
2015,OCT,Q4,AEROFLOT,FOREIGN,6975,5879,2.993,144.849
2015,OCT,Q4,AEROLOGIC,FOREIGN,0,0,1.915,1.527
2015,OCT,Q4,AIR ARABIA,FOREIGN,72642,75434,75.297,1072.245
2015,OCT,Q4,AIR ASIA BERHAD,FOREIGN,21206,20220,17.096,369.351
2015,OCT,Q4,AIR ASTANA,FOREIGN,1997,2394,1.697,47.623
2015,OCT,Q4,AIR AUSTRAL,FOREIGN,281,310,6.795,2.71
2015,OCT,Q4,AIR CANADA,FOREIGN,0,0,0,0
2015,OCT,Q4,AIR CHINA,FOREIGN,4266,3825,176.774,153.808
2015,OCT,Q4,AIR FRANCE,FOREIGN,18203,17407,706.127,1113.7
2015,OCT,Q4,AIR MANAS,FOREIGN,733,929,6.256,13.627
2015,OCT,Q4,AIR MAURITIUS,FOREIGN,5143,5205,18.211,230.364
2015,OCT,Q4,AIR SEYCHELLES,FOREIGN,1721,1554,0.075,2.374
2015,OCT,Q4,ALL NIPPON AIRWAYS,FOREIGN,5725,5155,292.243,361.627
2015,OCT,Q4,ARIANA AFGHAN,FOREIGN,969,805,0,45.718
2015,OCT,Q4,ASIANA AIRLINES,FOREIGN,3299,2412,72.951,809.888
2015,OCT,Q4,AUSTRIAN AIRLINES,FOREIGN,5442,3675,138.381,221.818
2015,OCT,Q4,BANGKOK AIRWAYS,FOREIGN,3304,3201,66.063,2.301
2015,OCT,Q4,BHUTAN AIRLINES,FOREIGN,2513,2379,0,0
2015,OCT,Q4,BIMAN BANGLADESH,FOREIGN,2783,3573,0.015,0.166
2015,OCT,Q4,BRITISH AIRWAYS,FOREIGN,44661,39557,1807,2862
2015,OCT,Q4,BUDHHA AIR,FOREIGN,0,0,0,0
2015,OCT,Q4,CATHAY PACIFIC,FOREIGN,32008,30899,7813.669,4578.299
2015,OCT,Q4,CHINA AIRLINES LTD,FOREIGN,1239,4637,80.02,84.676
2015,OCT,Q4,CHINA EASTERN AIRLINES,FOREIGN,7704,7807,254.426,110.165
2015,OCT,Q4,CHINA SOUTHERN ,FOREIGN,7035,6916,145.369,36.654
2015,OCT,Q4,DRAGON AIR,FOREIGN,10954,11005,6.593,18.935
2015,OCT,Q4,DRUK AIR,FOREIGN,4509,4424,0.483,10.646
2015,OCT,Q4,EGYPT AIR,FOREIGN,877,1004,6.022,7.496
2015,OCT,Q4,EL-AL-ISRAEL,FOREIGN,1944,2623,56.052,102.993
2015,OCT,Q4,EMIRATES AIRLINE,FOREIGN,207586,207200,4858.873,12677.853
2015,OCT,Q4,ETHIOPIAN AIRLINES,FOREIGN,3979,3261,391.83,223.906
2015,OCT,Q4,ETIHAD AIRLINES,FOREIGN,96928,106207,1729.377,2567.091
2015,OCT,Q4,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,OCT,Q4,FEDERAL EXPRESS,FOREIGN,0,0,3277.826,2003.523
2015,OCT,Q4,FINN AIR,FOREIGN,3397,2472,132.751,204.163
2015,OCT,Q4,FLY DUBAI,FOREIGN,17024,19890,27.037,241.019
2015,OCT,Q4,GULF AIR,FOREIGN,32979,30865,52.987,692.969
2015,OCT,Q4,IRAN AIR,FOREIGN,1217,1593,7.467,47.109
2015,OCT,Q4,IRAQI AIRWAYS,FOREIGN,0,377,0,1.271
2015,OCT,Q4,ISLAND AVIATION SERVICES,FOREIGN,3240,4172,6.288,45.196
2015,OCT,Q4,JAPAN AIRLINES,FOREIGN,4273,3887,371.724,179.82
2015,OCT,Q4,KALITTA AIR,FOREIGN,0,0,884.524,882.351
2015,OCT,Q4,KAM AIR,FOREIGN,0,0,0,57.854
2015,OCT,Q4,KENYA AIRWAYS,FOREIGN,6211,7588,229.827,5.195
2015,OCT,Q4,KLM AIRLINES,FOREIGN,8151,7735,220.122,394.063
2015,OCT,Q4,KOREAN AIR,FOREIGN,1922,1773,69.6,84.574
2015,OCT,Q4,KUWAIT AIRWAYS,FOREIGN,19766,22739,109.446,1032.079
2015,OCT,Q4,LUFTHANSA,FOREIGN,51472,39036,3566.959,6414.172
2015,OCT,Q4,MAHAN AIR,FOREIGN,1164,1322,21.111,45.613
2015,OCT,Q4,MALAYSIA AIRLINES,FOREIGN,31238,31524,902.967,990.039
2015,OCT,Q4,MALINDO AIRWAYS,FOREIGN,24392,22043,1.322,116.174
2015,OCT,Q4,MIHIN LANKA,FOREIGN,7761,8206,0.548,0
2015,OCT,Q4,MYANMAR AIRLINES,FOREIGN,678,307,0,0
2015,OCT,Q4,NEPAL AIRLINES CORPORATION,FOREIGN,4824,3490,0,0
2015,OCT,Q4,OMAN AIR,FOREIGN,57339,54541,105.41,772.469
2015,OCT,Q4,PAK INTERNATIONAL,FOREIGN,780,1313,4.473,35.062
2015,OCT,Q4,QATAR AIRWAYS,FOREIGN,165220,147648,7828.994,13840.644
2015,OCT,Q4,REGENT AIRWAYS,FOREIGN,5414,6582,0,0
2015,OCT,Q4,SAFI AIRWAYS,FOREIGN,1814,1601,4.422,31.027
2015,OCT,Q4,SAUDIA,FOREIGN,57708,52327,267.359,3581.236
2015,OCT,Q4,SCAT AIRLINES,FOREIGN,235,29,0,0
2015,OCT,Q4,SHANDONG AIRLINES,FOREIGN,0,0,0,0
2015,OCT,Q4,SILK AIR,FOREIGN,16160,17085,82.731,230.182
2015,OCT,Q4,SINGAPORE AIRLINES,FOREIGN,46178,42849,3450.053,2855.146
2015,OCT,Q4,SRILNKAN AIRWAYS,FOREIGN,51229,54363,682.034,1321.226
2015,OCT,Q4,SWISS AIR,FOREIGN,10286,12233,770.351,822.161
2015,OCT,Q4,TAJIK AIR,FOREIGN,206,122,0,1.824
2015,OCT,Q4,THAI AIR ASIA,FOREIGN,3069,3065,25.465,33.564
2015,OCT,Q4,THAI AIRWAYS,FOREIGN,53290,54933,2228.867,1574.504
2015,OCT,Q4,THOMAS COOK AIRLINES U.K.,FOREIGN,0,0,0,0
2015,OCT,Q4,TIGER AIRWAYS,FOREIGN,24221,26755,99.328,320.126
2015,OCT,Q4,TRANSAERO AIRLINES,FOREIGN,2365,1928,0.433,11.023
2015,OCT,Q4,TURKISH AIRLINES,FOREIGN,18189,15430,750.472,597.766
2015,OCT,Q4,TURKMENISTAN AIRLINES,FOREIGN,4717,2520,0.62,32.031
2015,OCT,Q4,UNITED AIRLINES,FOREIGN,10110,10457,288.65,278.174
2015,OCT,Q4,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,195,936,0,0
2015,OCT,Q4,UNITED PARCEL SERVICES,FOREIGN,0,0,472.448,426.806
2015,OCT,Q4,UZBEKISTAN AIRWAYS,FOREIGN,4687,3948,497.2,600.461
2015,OCT,Q4,VIRGIN ATLANTIC AIRLINES,FOREIGN,7621,5356,241.205,440.651
2015,OCT,Q4,YEMENIA AIRWAYS,FOREIGN,0,0,0,0
2015,NOV,Q4,AIR INDIA,DOMESTIC,252590,211498,3682.072,4788.159
2015,NOV,Q4,AIR INDIA EXPRESS,DOMESTIC,96538,105481,27.284,349.865
2015,NOV,Q4,INDIGO,DOMESTIC,65699,64719,73.5285,825.18513
2015,NOV,Q4,JET AIRWAYS,DOMESTIC,304785,277164,3876.25995,5406.36025
2015,NOV,Q4,SPICEJET,DOMESTIC,49809,51563,58.64,309.958
2015,NOV,Q4,AEROFLOT,FOREIGN,6271,5887,8.895,137.572
2015,NOV,Q4,AEROLOGIC,FOREIGN,0,0,1.641,1.418
2015,NOV,Q4,AIR ARABIA,FOREIGN,74255,74462,78.077,1035.029
2015,NOV,Q4,AIR ASIA BERHAD,FOREIGN,10840,8464,8.031,82.046
2015,NOV,Q4,AIR ASTANA,FOREIGN,2213,2267,0.632,23.035
2015,NOV,Q4,AIR AUSTRAL,FOREIGN,253,230,3.561,1.597
2015,NOV,Q4,AIR CANADA,FOREIGN,4798,3674,595,175
2015,NOV,Q4,AIR CHINA,FOREIGN,4799,3605,138.898,191.654
2015,NOV,Q4,AIR FRANCE,FOREIGN,19449,20634,761.581,1261.605
2015,NOV,Q4,AIR MANAS,FOREIGN,765,533,7.147,17.25
2015,NOV,Q4,AIR MAURITIUS,FOREIGN,7334,7191,18.425,175.905
2015,NOV,Q4,AIR SEYCHELLES,FOREIGN,1949,1703,0.013,2.784
2015,NOV,Q4,ALL NIPPON AIRWAYS,FOREIGN,5873,5453,202.509,286.65
2015,NOV,Q4,ARIANA AFGHAN,FOREIGN,1096,1071,96.449,95.017
2015,NOV,Q4,ASIANA AIRLINES,FOREIGN,3535,2950,42.586,48.56
2015,NOV,Q4,AUSTRIAN AIRLINES,FOREIGN,4991,4046,132.703,192.786
2015,NOV,Q4,BANGKOK AIRWAYS,FOREIGN,4342,4168,55.697,0
2015,NOV,Q4,BHUTAN AIRLINES,FOREIGN,2834,2348,0,0
2015,NOV,Q4,BIMAN BANGLADESH,FOREIGN,6588,6698,4.071,4.379
2015,NOV,Q4,BRITISH AIRWAYS,FOREIGN,50277,42085,1334,2613
2015,NOV,Q4,BUDHHA AIR,FOREIGN,0,0,0,0
2015,NOV,Q4,CATHAY PACIFIC,FOREIGN,35969,31629,6377.076,3834.876
2015,NOV,Q4,CHINA AIRLINES LTD,FOREIGN,2330,1376,79.865,85.028
2015,NOV,Q4,CHINA EASTERN AIRLINES,FOREIGN,9724,7970,251.364,127.232
2015,NOV,Q4,CHINA SOUTHERN ,FOREIGN,10520,9065,362.363,57.977
2015,NOV,Q4,DRAGON AIR,FOREIGN,11604,8796,35.364,2.182
2015,NOV,Q4,DRUK AIR,FOREIGN,2705,1957,0.001,1.123
2015,NOV,Q4,EGYPT AIR,FOREIGN,1127,1109,1.643,4.333
2015,NOV,Q4,EL-AL-ISRAEL,FOREIGN,2672,2273,58.47,108.906
2015,NOV,Q4,EMIRATES AIRLINE,FOREIGN,231850,209430,4794.666,12082.461
2015,NOV,Q4,ETHIOPIAN AIRLINES,FOREIGN,3367,3452,1.198,19.068
2015,NOV,Q4,ETIHAD AIRLINES,FOREIGN,94335,103732,1517.692,2630.672
2015,NOV,Q4,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,NOV,Q4,FEDERAL EXPRESS,FOREIGN,0,0,1115.59,1854.9
2015,NOV,Q4,FINN AIR,FOREIGN,4703,4052,131.866,244.174
2015,NOV,Q4,FLY DUBAI,FOREIGN,19624,19968,20.68,230.129
2015,NOV,Q4,GULF AIR,FOREIGN,35938,30794,69.124,583.568
2015,NOV,Q4,IRAN AIR,FOREIGN,1541,1813,1.263,22.103
2015,NOV,Q4,IRAQI AIRWAYS,FOREIGN,0,0,0,0
2015,NOV,Q4,ISLAND AVIATION SERVICES,FOREIGN,5980,4757,6.52,84.703
2015,NOV,Q4,JAPAN AIRLINES,FOREIGN,4098,3886,357.408,118.641
2015,NOV,Q4,KALITTA AIR,FOREIGN,0,0,1164.153,640.862
2015,NOV,Q4,KAM AIR,FOREIGN,0,0,0,47.8
2015,NOV,Q4,KENYA AIRWAYS,FOREIGN,7946,7038,13.299,276.319
2015,NOV,Q4,KLM AIRLINES,FOREIGN,11878,10774,182.297,323.509
2015,NOV,Q4,KOREAN AIR,FOREIGN,2097,1559,45.192,69.153
2015,NOV,Q4,KUWAIT AIRWAYS,FOREIGN,23555,22392,487.26,715.298
2015,NOV,Q4,LUFTHANSA,FOREIGN,41043,32512,3036.573,2849.347
2015,NOV,Q4,MAHAN AIR,FOREIGN,1443,1230,16.035,62.4
2015,NOV,Q4,MALAYSIA AIRLINES,FOREIGN,35292,31524,659.34,601.446
2015,NOV,Q4,MALINDO AIRWAYS,FOREIGN,28265,22297,1.216,60.414
2015,NOV,Q4,MIHIN LANKA,FOREIGN,9599,10733,2.494,0.96
2015,NOV,Q4,MYANMAR AIRLINES,FOREIGN,1075,951,0,0
2015,NOV,Q4,NEPAL AIRLINES CORPORATION,FOREIGN,3843,4099,0,40.906
2015,NOV,Q4,OMAN AIR,FOREIGN,57675,54464,222.421,589.235
2015,NOV,Q4,PAK INTERNATIONAL,FOREIGN,1134,1698,2.965,28.789
2015,NOV,Q4,QATAR AIRWAYS,FOREIGN,87388,80809,3227.82,5346.285
2015,NOV,Q4,REGENT AIRWAYS,FOREIGN,5329,5560,0,0
2015,NOV,Q4,SAFI AIRWAYS,FOREIGN,2096,1846,3.473,25.908
2015,NOV,Q4,SAUDIA,FOREIGN,51490,54852,154.325,2515.017
2015,NOV,Q4,SCAT AIRLINES,FOREIGN,657,625,0,0
2015,NOV,Q4,SHANDONG AIRLINES,FOREIGN,677,421,0,0
2015,NOV,Q4,SILK AIR,FOREIGN,22177,18212,104.936,218.309
2015,NOV,Q4,SINGAPORE AIRLINES,FOREIGN,58395,52010,3310.356,2544.501
2015,NOV,Q4,SRILNKAN AIRWAYS,FOREIGN,51914,51311,583.445,1039.408
2015,NOV,Q4,SWISS AIR,FOREIGN,13250,11428,736.893,878.473
2015,NOV,Q4,TAJIK AIR,FOREIGN,187,108,0,2.287
2015,NOV,Q4,THAI AIR ASIA,FOREIGN,3164,2929,48.772,30.234
2015,NOV,Q4,THAI AIRWAYS,FOREIGN,58541,59160,2200.041,1298.338
2015,NOV,Q4,THOMAS COOK AIRLINES U.K.,FOREIGN,4863,2502,0,70.745
2015,NOV,Q4,TIGER AIRWAYS,FOREIGN,29569,25287,108.953,250.094
2015,NOV,Q4,TRANSAERO AIRLINES,FOREIGN,0,0,0,0
2015,NOV,Q4,TURKISH AIRLINES,FOREIGN,0,0,0,0
2015,NOV,Q4,TURKMENISTAN AIRLINES,FOREIGN,3127,3622,0,7.119
2015,NOV,Q4,UNITED AIRLINES,FOREIGN,7498,6344,142.884,75.526
2015,NOV,Q4,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,257,282,0,0
2015,NOV,Q4,UNITED PARCEL SERVICES,FOREIGN,0,0,507.657,402.064
2015,NOV,Q4,UZBEKISTAN AIRWAYS,FOREIGN,3987,3975,370.878,532.798
2015,NOV,Q4,VIRGIN ATLANTIC AIRLINES,FOREIGN,7512,6515,234.684,364.548
2015,NOV,Q4,YEMENIA AIRWAYS,FOREIGN,44,174,0,0.076
2015,DEC,Q4,AIR INDIA,DOMESTIC,286210,246833,3822.172,5106.679
2015,DEC,Q4,AIR INDIA EXPRESS,DOMESTIC,112451,113134,13.057,367.588
2015,DEC,Q4,INDIGO,DOMESTIC,72057,69963,20.8701,438.221
2015,DEC,Q4,JET AIRWAYS,DOMESTIC,331061,302552,4139.07068,5593.70361
2015,DEC,Q4,SPICEJET,DOMESTIC,60855,60980,70.1112,395.40054
2015,DEC,Q4,AEROFLOT,FOREIGN,6958,5285,16.069,156.492
2015,DEC,Q4,AEROLOGIC,FOREIGN,0,0,1.975,1.575
2015,DEC,Q4,AIR ARABIA,FOREIGN,79183,78570,86.296,1075.237
2015,DEC,Q4,AIR ASIA BERHAD,FOREIGN,35788,32463,34.777,246.111
2015,DEC,Q4,AIR ASTANA,FOREIGN,2748,2041,2.219,48.006
2015,DEC,Q4,AIR AUSTRAL,FOREIGN,224,222,5.255,1.383
2015,DEC,Q4,AIR CANADA,FOREIGN,4734,4403,566,186
2015,DEC,Q4,AIR CHINA,FOREIGN,4931,4805,113.545,197.059
2015,DEC,Q4,AIR FRANCE,FOREIGN,22006,20763,868.637,1200.114
2015,DEC,Q4,AIR MANAS,FOREIGN,840,541,1.619,2.669
2015,DEC,Q4,AIR MAURITIUS,FOREIGN,9808,9630,13.341,194.681
2015,DEC,Q4,AIR SEYCHELLES,FOREIGN,2233,1908,0.25,2.836
2015,DEC,Q4,ALL NIPPON AIRWAYS,FOREIGN,640,875,0,0
2015,DEC,Q4,ARIANA AFGHAN,FOREIGN,2222,1514,59.148,117.031
2015,DEC,Q4,ASIANA AIRLINES,FOREIGN,3105,3401,28.737,75.01
2015,DEC,Q4,AUSTRIAN AIRLINES,FOREIGN,4985,3900,160.452,209.839
2015,DEC,Q4,BANGKOK AIRWAYS,FOREIGN,4880,4829,0,44.834
2015,DEC,Q4,BHUTAN AIRLINES,FOREIGN,1775,1911,0,0
2015,DEC,Q4,BIMAN BANGLADESH,FOREIGN,7061,7082,5.536,5.714
2015,DEC,Q4,BRITISH AIRWAYS,FOREIGN,0,0,0,0
2015,DEC,Q4,BUDHHA AIR,FOREIGN,0,0,0,0
2015,DEC,Q4,CATHAY PACIFIC,FOREIGN,26897,33898,6950.661,3781.22
2015,DEC,Q4,CHINA AIRLINES LTD,FOREIGN,2530,5276,89.332,91.348
2015,DEC,Q4,CHINA EASTERN AIRLINES,FOREIGN,8751,8798,222.882,137.144
2015,DEC,Q4,CHINA SOUTHERN ,FOREIGN,8995,10318,306.387,58.959
2015,DEC,Q4,DRAGON AIR,FOREIGN,12117,11735,143.039,319.701
2015,DEC,Q4,DRUK AIR,FOREIGN,4448,4089,0.544,5.211
2015,DEC,Q4,EGYPT AIR,FOREIGN,1781,1814,1.962,6.906
2015,DEC,Q4,EL-AL-ISRAEL,FOREIGN,3677,3040,81.508,99.752
2015,DEC,Q4,EMIRATES AIRLINE,FOREIGN,257810,231898,5025.383,12501.27
2015,DEC,Q4,ETHIOPIAN AIRLINES,FOREIGN,4210,3443,177.881,91.145
2015,DEC,Q4,ETIHAD AIRLINES,FOREIGN,118430,118153,1421.271,48640.298
2015,DEC,Q4,EVA AIRWAYS,FOREIGN,0,0,0,0
2015,DEC,Q4,FEDERAL EXPRESS,FOREIGN,0,0,1215.606,1949.339
2015,DEC,Q4,FINN AIR,FOREIGN,5001,3701,115.197,215.047
2015,DEC,Q4,FLY DUBAI,FOREIGN,20677,20612,26.687,227.621
2015,DEC,Q4,GULF AIR,FOREIGN,39154,34384,65.531,553.951
2015,DEC,Q4,IRAN AIR,FOREIGN,2137,1418,2.632,43.194
2015,DEC,Q4,IRAQI AIRWAYS,FOREIGN,0,0,0,0
2015,DEC,Q4,ISLAND AVIATION SERVICES,FOREIGN,4929,4457,2.882,74.838
2015,DEC,Q4,JAPAN AIRLINES,FOREIGN,3990,4695,448.751,109.084
2015,DEC,Q4,KALITTA AIR,FOREIGN,0,0,1296.619,1074.821
2015,DEC,Q4,KAM AIR,FOREIGN,3709,3233,0,49.449
2015,DEC,Q4,KENYA AIRWAYS,FOREIGN,9657,9977,7.911,230.449
2015,DEC,Q4,KLM AIRLINES,FOREIGN,12113,11688,187.157,333.082
2015,DEC,Q4,KOREAN AIR,FOREIGN,2834,2371,79.719,65.515
2015,DEC,Q4,KUWAIT AIRWAYS,FOREIGN,26252,25603,163.57,1119.01
2015,DEC,Q4,LUFTHANSA,FOREIGN,40289,32548,2934.56,2516.676
2015,DEC,Q4,MAHAN AIR,FOREIGN,1663,1808,27.56,54.283
2015,DEC,Q4,MALAYSIA AIRLINES,FOREIGN,34098,31735,948.546,914.003
2015,DEC,Q4,MALINDO AIRWAYS,FOREIGN,32277,29254,4.076,99.259
2015,DEC,Q4,MIHIN LANKA,FOREIGN,8662,9507,0.78,2.496
2015,DEC,Q4,MYANMAR AIRLINES,FOREIGN,1444,1457,0,0
2015,DEC,Q4,NEPAL AIRLINES CORPORATION,FOREIGN,2009,3459,0,60.714
2015,DEC,Q4,OMAN AIR,FOREIGN,76293,76418,223.483,710.639
2015,DEC,Q4,PAK INTERNATIONAL,FOREIGN,1564,2663,5.848,27.525
2015,DEC,Q4,QATAR AIRWAYS,FOREIGN,94049,85323,3177.059,5876.818
2015,DEC,Q4,REGENT AIRWAYS,FOREIGN,6469,6294,0,0
2015,DEC,Q4,SAFI AIRWAYS,FOREIGN,2414,1703,1.022,44.37
2015,DEC,Q4,SAUDIA,FOREIGN,69233,73771,212.295,1965.886
2015,DEC,Q4,SCAT AIRLINES,FOREIGN,598,573,0,0
2015,DEC,Q4,SHANDONG AIRLINES,FOREIGN,892,991,0,0
2015,DEC,Q4,SILK AIR,FOREIGN,26708,22430,106.92,221.013
2015,DEC,Q4,SINGAPORE AIRLINES,FOREIGN,55890,49547,4669.028,4538.862
2015,DEC,Q4,SRILNKAN AIRWAYS,FOREIGN,53655,54037,874.161,1038.053
2015,DEC,Q4,SWISS AIR,FOREIGN,13123,11267,800.607,943.973
2015,DEC,Q4,TAJIK AIR,FOREIGN,165,154,0,3.198
